Name,LogDis-0,LogDis-5,LogDis-10,LogDis-20,LogDis-30,LogDis-40,LogDis-50
Rand,0.176/1.430,0.176/1.430,0.176/1.430,0.176/1.430,0.176/1.430,0.176/1.430,0.176/1.430
LRU,0.204/1.382,0.204/1.382,0.204/1.382,0.204/1.382,0.204/1.382,0.204/1.382,0.204/1.382
Marker,0.203/1.384,0.203/1.384,0.203/1.384,0.203/1.384,0.203/1.384,0.203/1.384,0.203/1.384
OnlineMin,0.157/1.464,0.157/1.464,0.157/1.464,0.157/1.464,0.157/1.464,0.157/1.464,0.157/1.464
Predict[Belady],0.424/1.000,0.374/1.087,0.335/1.156,0.309/1.201,0.301/1.213,0.292/1.230,0.292/1.230
PredMark[Belady],0.273/1.263,0.245/1.311,0.230/1.338,0.223/1.349,0.221/1.354,0.220/1.356,0.220/1.355
LMarker[Belady],0.273/1.263,0.240/1.319,0.225/1.346,0.218/1.358,0.217/1.359,0.215/1.364,0.213/1.366
LNonMarker[Belady],0.272/1.264,0.249/1.304,0.234/1.331,0.228/1.341,0.226/1.345,0.224/1.347,0.225/1.347
FollowerRobust[OracleState],0.424/1.000,0.268/1.272,0.241/1.319,0.227/1.342,0.224/1.348,0.223/1.349,0.219/1.357
PredictiveOnlineMin[Belady]-msf-100,0.424/1.000,0.286/1.240,0.229/1.339,0.196/1.396,0.190/1.406,0.184/1.418,0.182/1.421
RPB-OnlineMin[Belady]-msf-100-pb-0,0.424/1.000,0.288/1.237,0.230/1.337,0.200/1.389,0.191/1.406,0.185/1.415,0.181/1.423
RPB-OnlineMin[Belady]-msf-100-pb-1,0.424/1.000,0.325/1.172,0.269/1.271,0.238/1.324,0.227/1.342,0.222/1.352,0.218/1.359
RPB-OnlineMin[Belady]-msf-100-pb-2,0.424/1.000,0.332/1.161,0.281/1.249,0.252/1.300,0.240/1.321,0.234/1.330,0.232/1.334
RPB-OnlineMin[Belady]-msf-100-pb-4,0.424/1.000,0.333/1.158,0.287/1.238,0.257/1.290,0.249/1.304,0.242/1.316,0.243/1.315
RPB-OnlineMin[Belady]-msf-100-pb-5,0.424/1.000,0.333/1.158,0.286/1.241,0.258/1.290,0.250/1.303,0.244/1.313,0.242/1.317
RPB-OnlineMin[Belady]-msf-100-pb-10,0.424/1.000,0.334/1.157,0.286/1.241,0.261/1.284,0.249/1.305,0.242/1.316,0.241/1.318
RPB-OnlineMin[Belady]-msf-100-pb-20,0.424/1.000,0.334/1.157,0.285/1.241,0.259/1.287,0.248/1.306,0.244/1.314,0.240/1.320
RPB-OnlineMin[Belady]-msf-100-pb-50,0.424/1.000,0.334/1.157,0.286/1.240,0.260/1.286,0.250/1.303,0.245/1.311,0.241/1.318
RPB-OnlineMin[Belady]-msf-100-pb-100,0.424/1.000,0.334/1.156,0.285/1.242,0.259/1.287,0.247/1.308,0.244/1.313,0.240/1.321
RPB-OnlineMin[Belady]-msf-100-pb-200,0.424/1.000,0.333/1.159,0.288/1.237,0.260/1.286,0.249/1.305,0.243/1.315,0.241/1.318
RPB-OnlineMin[Belady]-msf-100-pb-500,0.424/1.000,0.333/1.158,0.287/1.238,0.260/1.286,0.248/1.307,0.245/1.312,0.243/1.315
RPB-OnlineMin[Belady]-msf-100-pb-1000,0.424/1.000,0.334/1.157,0.289/1.234,0.261/1.283,0.250/1.302,0.246/1.309,0.242/1.317
"CombDet[Predict[Belady], LRU]",0.424/1.000,0.372/1.090,0.334/1.157,0.305/1.207,0.297/1.221,0.289/1.235,0.288/1.236
"CombineRandom[Predict[Belady], LRU]",0.424/1.000,0.370/1.093,0.331/1.161,0.304/1.209,0.292/1.229,0.287/1.238,0.285/1.242
