Name,LogDis-0,LogDis-5,LogDis-10,LogDis-20,LogDis-30,LogDis-40,LogDis-50
Rand,0.045/1.441,0.045/1.441,0.045/1.441,0.045/1.441,0.045/1.441,0.045/1.441,0.045/1.441
LRU,0.000/1.508,0.000/1.508,0.000/1.508,0.000/1.508,0.000/1.508,0.000/1.508,0.000/1.508
Marker,0.012/1.491,0.012/1.491,0.012/1.491,0.012/1.491,0.012/1.491,0.012/1.491,0.012/1.491
OnlineMin,0.058/1.420,0.058/1.420,0.058/1.420,0.058/1.420,0.058/1.420,0.058/1.420,0.058/1.420
Predict[Belady],0.337/1.000,0.289/1.072,0.265/1.109,0.247/1.136,0.241/1.145,0.234/1.154,0.231/1.161
PredMark[Belady],0.048/1.436,0.036/1.454,0.031/1.462,0.027/1.468,0.028/1.466,0.027/1.468,0.025/1.470
LMarker[Belady],0.048/1.436,0.035/1.455,0.030/1.462,0.028/1.466,0.026/1.469,0.025/1.470,0.025/1.471
LNonMarker[Belady],0.048/1.436,0.043/1.444,0.039/1.449,0.037/1.452,0.036/1.453,0.036/1.454,0.035/1.456
FollowerRobust[OracleState],0.337/1.000,0.094/1.366,0.072/1.400,0.061/1.417,0.059/1.419,0.056/1.424,0.058/1.420
PredictiveOnlineMin[Belady]-msf-100,0.337/1.000,0.212/1.189,0.167/1.256,0.140/1.297,0.131/1.310,0.127/1.316,0.121/1.326
RPB-OnlineMin[Belady]-msf-100-pb-0,0.337/1.000,0.213/1.187,0.166/1.258,0.141/1.296,0.131/1.311,0.126/1.319,0.127/1.316
RPB-OnlineMin[Belady]-msf-100-pb-1,0.337/1.000,0.253/1.127,0.212/1.188,0.188/1.225,0.175/1.244,0.174/1.246,0.171/1.250
RPB-OnlineMin[Belady]-msf-100-pb-2,0.337/1.000,0.256/1.122,0.219/1.178,0.194/1.216,0.188/1.224,0.183/1.232,0.181/1.235
RPB-OnlineMin[Belady]-msf-100-pb-4,0.337/1.000,0.255/1.124,0.218/1.180,0.192/1.218,0.186/1.228,0.185/1.229,0.182/1.234
RPB-OnlineMin[Belady]-msf-100-pb-5,0.337/1.000,0.257/1.121,0.218/1.180,0.194/1.216,0.187/1.226,0.179/1.238,0.182/1.233
RPB-OnlineMin[Belady]-msf-100-pb-10,0.337/1.000,0.257/1.120,0.220/1.177,0.196/1.213,0.190/1.222,0.184/1.231,0.179/1.238
RPB-OnlineMin[Belady]-msf-100-pb-20,0.337/1.000,0.256/1.122,0.220/1.176,0.196/1.212,0.188/1.225,0.182/1.233,0.182/1.234
RPB-OnlineMin[Belady]-msf-100-pb-50,0.337/1.000,0.255/1.124,0.218/1.179,0.196/1.213,0.187/1.226,0.182/1.233,0.178/1.240
RPB-OnlineMin[Belady]-msf-100-pb-100,0.337/1.000,0.257/1.121,0.221/1.175,0.193/1.217,0.186/1.228,0.182/1.233,0.178/1.239
RPB-OnlineMin[Belady]-msf-100-pb-200,0.337/1.000,0.256/1.122,0.218/1.179,0.197/1.211,0.190/1.222,0.182/1.233,0.180/1.236
RPB-OnlineMin[Belady]-msf-100-pb-500,0.337/1.000,0.254/1.125,0.219/1.178,0.195/1.214,0.188/1.225,0.183/1.232,0.179/1.238
RPB-OnlineMin[Belady]-msf-100-pb-1000,0.337/1.000,0.254/1.125,0.220/1.177,0.195/1.214,0.186/1.227,0.184/1.231,0.182/1.234
"CombDet[Predict[Belady], LRU]",0.337/1.000,0.291/1.069,0.265/1.108,0.243/1.141,0.238/1.150,0.235/1.153,0.230/1.161
"CombineRandom[Predict[Belady], LRU]",0.337/1.000,0.292/1.068,0.263/1.111,0.245/1.138,0.239/1.147,0.235/1.154,0.229/1.163
