set_id,dim,lambda,mu,sigma_x,noise_sigma,M_RD,q_pair,M_topmu,update_dispersion_sq,update_cosine,f0,f_after_draw1,f_after_draw2,f_after_mean_update,E_f_after,Var_update,Jensen_gap,gap_over_half_var
111.0,40.0,16.0,8.0,0.5,1.0,0.078125,0.1,0.125,0.2872291300943387,0.900852030403283,62.93678660718339,60.801069792649244,60.517448979734,60.56406894743342,60.598590482660335,0.06904307045381333,0.034521535226915034,0.999999999971275
112.0,40.0,16.0,8.0,0.5,1.0,0.015625,0.016666666666666666,0.0,0.0,0.9999999999990485,93.63996647574334,88.35935389044276,88.35935389044276,88.30616297580687,88.37008105558843,0.127836159563106,0.06391807978155839,0.9999999999844391
113.0,40.0,16.0,8.0,0.5,1.0,0.0625,0.08333333333333333,0.0,0.0,0.9999999999993485,75.4122795641665,72.49230679663732,72.49230679663732,72.52240821019306,72.54696570174372,0.04911498310128961,0.024557491550652344,0.9999999999595863
114.0,40.0,16.0,8.0,0.5,1.0,0.0703125,0.08333333333333333,0.125,0.2809271670883338,0.8541368733380215,99.01892946120954,92.61269649088221,92.58933529448282,92.49459876255293,92.52770835712141,0.06621918913688471,0.0331095945684865,0.9999999999711306
115.0,40.0,16.0,8.0,0.5,1.0,0.078125,0.10833333333333334,0.25,0.4290043767647739,0.8157383663633496,81.63640379744078,77.72536324852827,77.59063748922858,77.5636771504814,77.66030545103246,0.19325660110212955,0.09662830055106042,0.9999999999896059
116.0,40.0,16.0,8.0,0.5,1.0,0.0625,0.06666666666666667,0.0,0.0,0.9999999999992641,78.20313479395108,76.08065506400638,76.08065506400638,76.099380672266,76.11531527203253,0.03186919953313383,0.015934599766538327,0.9999999999354494
117.0,40.0,16.0,8.0,0.5,1.0,0.0546875,0.058333333333333334,0.125,0.24704142047990357,0.9207136119190593,86.76084770760474,84.78869679090486,84.36421343157933,84.43440659500037,84.4660879774975,0.06336276499425947,0.031681382497126265,0.9999999999683262
118.0,40.0,16.0,8.0,0.5,1.0,0.0625,0.075,0.125,0.2737913891656918,0.9023176398032466,122.4304468231465,118.34794607575385,118.00487858412482,118.13447060312873,118.18233292234767,0.09572463843781592,0.04786231921893602,0.999999999979693
119.0,40.0,16.0,8.0,0.5,1.0,0.0546875,0.058333333333333334,0.125,0.3740435513215822,0.8562429167402986,84.89574115344641,81.26839619205549,81.48264609233084,81.37324322330215,81.43644821444366,0.12640998228300498,0.0632049911415038,0.999999999984199
120.0,40.0,16.0,8.0,0.5,1.0,0.0859375,0.11666666666666667,0.125,0.2818640981248709,0.8914538087568251,109.14959316478614,105.82602834995164,105.83739005353016,105.81832621802789,105.86313646968968,0.08962050332350474,0.04481025166178654,0.9999999999784462
121.0,40.0,16.0,8.0,0.5,1.0,0.0703125,0.08333333333333333,0.0,0.0,0.9999999999994191,90.3103809016026,84.93135686977955,84.93135686977955,84.94807162088229,84.95747152474968,0.01879980773481035,0.00939990386738998,0.9999999998919994
122.0,40.0,16.0,8.0,0.5,1.0,0.09375,0.10833333333333334,0.0,0.0,0.9999999999992636,96.30467838033586,91.61891947554858,91.61891947554858,91.62071653286942,91.6220499693678,0.0026668729966536422,0.0013334364983705882,0.9999999992828807
123.0,40.0,16.0,8.0,0.5,1.0,0.03125,0.03333333333333333,0.0,0.0,0.9999999999990467,117.24175733929019,111.08361939783163,111.08361939783163,111.11945986592859,111.14279331830787,0.04666690475850385,0.02333345237927631,0.9999999999581881
124.0,40.0,16.0,8.0,0.5,1.0,0.0546875,0.06666666666666667,0.125,0.30091081361884175,0.8957324397845536,45.623906875405076,43.85253897318994,43.85202778970786,43.849595390508995,43.885133386002245,0.07107599098646947,0.03553799549325021,0.9999999999722966
125.0,40.0,16.0,8.0,0.5,1.0,0.0546875,0.08333333333333333,0.0,0.0,0.9999999999991785,55.92351696262032,50.63939823585155,50.63939823585155,50.6745327966371,50.693510844337865,0.0379560954015222,0.018978047700763057,0.9999999999474107
126.0,40.0,16.0,8.0,0.5,1.0,0.078125,0.1,0.0,0.0,0.9999999999991714,58.45148665536405,56.14361378239565,56.14361378239565,56.162576311502924,56.181292466894355,0.03743231078287583,0.01871615539143079,0.9999999999461895
127.0,40.0,16.0,8.0,0.5,1.0,0.0546875,0.058333333333333334,0.0,0.0,0.999999999999233,105.08010867647695,100.73731951760602,100.73731951760602,100.73343081158066,100.79683215300872,0.12680268285608784,0.06340134142806164,0.999999999984507
128.0,40.0,16.0,8.0,0.5,1.0,0.140625,0.18333333333333332,0.375,1.0060380168027843,0.5608104199077132,56.39377766851235,54.91217447835891,55.36525982588319,54.857801509936934,54.95943142077096,0.20325982166807538,0.10162991083402773,0.9999999999900623
129.0,40.0,16.0,8.0,0.5,1.0,0.046875,0.058333333333333334,0.125,0.3340897703297488,0.8832427446801037,115.56480340869467,109.99774908047905,110.01545786632462,110.00121046699829,110.04400042109913,0.0855799082017224,0.04278995410084008,0.9999999999761364
130.0,40.0,16.0,8.0,0.5,1.0,0.0390625,0.041666666666666664,0.0,0.0,0.9999999999994217,75.03072532464319,66.32169206653002,66.32169206653002,66.31883477135715,66.3381456517177,0.03862176072120708,0.01931088036054973,0.9999999999454294
131.0,40.0,16.0,8.0,0.5,1.0,0.0703125,0.08333333333333333,0.125,0.22776815144718546,0.9219465001509056,95.96910596044904,91.4195579215839,91.16274144676794,91.201922921965,91.23925311651156,0.07466038909310137,0.03733019454656983,0.9999999999737249
132.0,40.0,16.0,8.0,0.5,1.0,0.046875,0.05,0.125,0.2662678037849612,0.9065796403261898,90.35383626628057,85.34156939085499,85.12901276881622,85.17298393466632,85.20565914087037,0.06535041240806261,0.03267520620404696,0.9999999999698749
133.0,40.0,16.0,8.0,0.5,1.0,0.0703125,0.08333333333333333,0.125,0.3663162449555802,0.8821221208810307,100.0387434869945,96.8033180379777,97.04584123590514,96.86570487617898,96.9229359887056,0.11446222505321864,0.057231112526622496,0.9999999999827572
134.0,40.0,16.0,8.0,0.5,1.0,0.0859375,0.11666666666666667,0.125,0.3023315894388134,0.8564478288310977,82.2912591964586,78.27867828743774,78.1959193955187,78.37462171185398,78.45666124584216,0.16407906797633837,0.08203953398817987,0.999999999987941
135.0,40.0,16.0,8.0,0.5,1.0,0.0703125,0.09166666666666666,0.125,0.22125776093965266,0.9147264561750305,67.17894185827188,63.3886455784135,63.40564704515829,63.365265957945404,63.41688517414738,0.10323843240395689,0.051619216201977736,0.9999999999806137
136.0,40.0,16.0,8.0,0.5,1.0,0.0546875,0.06666666666666667,0.0,0.0,0.9999999999992343,79.16348007302626,78.18408188975019,78.18408188975019,78.16823137713,78.25382427332372,0.17118579238740222,0.08559289619371668,0.9999999999884986
137.0,40.0,16.0,8.0,0.5,1.0,0.046875,0.05,0.125,0.3555124156569019,0.8660806826715551,71.205607844419,64.88761018491144,64.90706884940728,64.92008727351076,64.98130378025722,0.12243301349286709,0.06121650674646162,0.9999999999841231
138.0,40.0,16.0,8.0,0.5,1.0,0.0546875,0.06666666666666667,0.125,0.2951971604966989,0.9028229555497055,85.54181169110068,79.26140308206622,79.11750169493106,79.12149483100853,79.14020035122871,0.037411040440372176,0.01870552022018046,0.9999999999462391
139.0,40.0,16.0,8.0,0.5,1.0,0.0390625,0.041666666666666664,0.125,0.21220980246974075,0.9313190429202224,98.72498127662239,93.35593740149437,93.45470984197112,93.38593365333418,93.43049463687477,0.0891219670810958,0.04456098354059179,0.9999999999785439
140.0,40.0,16.0,8.0,0.5,1.0,0.046875,0.058333333333333334,0.125,0.22171946409438578,0.9108199715289617,74.50664257524929,70.78391405369842,70.41055908994981,70.46376652946473,70.50678010825196,0.08602715757438648,0.04301357878722456,0.9999999999774798
141.0,40.0,16.0,8.0,0.5,1.0,0.0546875,0.058333333333333334,0.125,0.31247830689042955,0.9012156399916226,82.94615027081724,77.06362013608666,77.00569611558693,76.92376852415511,76.9767043498905,0.10587165147075794,0.05293582573538913,0.9999999999813012
142.0,40.0,16.0,8.0,0.5,1.0,0.1015625,0.125,0.125,0.46458927228153457,0.7955161692830784,84.15495371124442,81.7461114332536,81.54381901135386,81.49674945912868,81.58202322268278,0.17054752710821905,0.08527376355409899,0.9999999999881495
143.0,40.0,16.0,8.0,0.5,1.0,0.0703125,0.1,0.125,0.4412259081827146,0.82175432493514,65.58529807263116,62.77227210308536,63.659525757435595,62.848677443578694,62.88882938465838,0.08030388215937403,0.040151941079685116,0.9999999999750473
144.0,40.0,16.0,8.0,0.5,1.0,0.0703125,0.09166666666666666,0.125,0.2926880055386801,0.8877458548398931,91.52011922974884,87.10992571661112,87.32381455104405,87.21626443254125,87.27574367165136,0.11895847822023528,0.059479239110103777,0.9999999999829543
145.0,40.0,16.0,8.0,0.5,1.0,0.0703125,0.08333333333333333,0.125,0.20966949804993695,0.8987804314083868,62.162518264813365,58.77145520102115,58.949037638443365,58.802784983439665,58.86794105388351,0.13031214088769902,0.06515607044384808,0.9999999999846302
146.0,40.0,16.0,8.0,0.5,1.0,0.0390625,0.041666666666666664,0.125,0.2729147869889206,0.9100560663694189,77.58223403190507,73.60511044453496,73.64976229027673,73.61047309963476,73.64866154079184,0.07637688231409104,0.038188441157075204,0.9999999999745914
147.0,40.0,16.0,8.0,0.5,1.0,0.046875,0.06666666666666667,0.125,0.2461161257299134,0.921229255750715,107.87523744870606,101.44419021997554,101.42000273984671,101.42642540396119,101.50340163545305,0.1539524629836867,0.07697623149185517,0.9999999999871625
148.0,40.0,16.0,8.0,0.5,1.0,0.0390625,0.05,0.0,0.0,0.9999999999992094,83.17567188149711,78.72487756103058,78.72487756103058,78.71447903755242,78.77265565851673,0.11635324192857238,0.05817662096430354,0.9999999999831092
149.0,40.0,16.0,8.0,0.5,1.0,0.0859375,0.10833333333333334,0.125,0.29883514146184786,0.8966782167642453,71.99232551931341,69.23584900254346,69.03861088067508,69.15156487176026,69.22193226908512,0.14073479464972521,0.07036739732485842,0.9999999999857292
150.0,40.0,16.0,8.0,0.5,1.0,0.1015625,0.14166666666666666,0.125,0.18286876171907085,0.9315740397714264,61.24674691396851,60.78968563653976,60.772703665499456,60.56147876190346,60.61895571254881,0.1149539012906811,0.057476950645352076,0.9999999999828023
151.0,40.0,16.0,8.0,0.5,1.0,0.09375,0.10833333333333334,0.125,0.3663671216467248,0.8755507852542187,82.64938156321618,79.44255055462756,79.26933257351884,79.37422539544455,79.4216748305387,0.09489887018828473,0.04744943509415123,0.9999999999791117
152.0,40.0,16.0,8.0,0.5,1.0,0.09375,0.10833333333333334,0.25,0.6004649752392966,0.7343580898069706,80.4996973737323,77.59149923301365,77.54819057570244,77.16067585902933,77.20856221156626,0.09577270507389138,0.04788635253693485,0.9999999999788909
153.0,40.0,16.0,8.0,0.5,1.0,0.0859375,0.1,0.125,0.1961466718522662,0.92334938737926,82.30230790801134,77.16373705669703,77.10373494855146,77.1057250468594,77.13171965615703,0.0519892185952011,0.025994609297626425,0.999999999962526
154.0,40.0,16.0,8.0,0.5,1.0,0.0625,0.075,0.0,0.0,0.9999999999993456,77.30029762285004,75.35467533050587,75.35467533050587,75.23153809824986,75.28434096821127,0.10560573992278721,0.05280286996141115,0.9999999999813939
155.0,40.0,16.0,8.0,0.5,1.0,0.078125,0.10833333333333334,0.125,0.2621130988845179,0.8922444027092621,70.10599019097756,67.31746876625728,66.91814390501582,66.97803900717135,67.00688877896874,0.05769954359484829,0.028849771797396784,0.9999999999643894
156.0,40.0,16.0,8.0,0.5,1.0,0.0859375,0.125,0.0,0.0,0.9999999999989136,89.16507890992257,86.12792217430324,86.12792217430324,86.13669421897784,86.1481008264897,0.022813215023771025,0.011406607511858624,0.9999999999099742
157.0,40.0,16.0,8.0,0.5,1.0,0.03125,0.03333333333333333,0.125,0.3926191538754797,0.8736490821108549,117.74247623784595,110.83451906278542,110.85379149697899,110.81427841152157,110.85242229479547,0.07628776654789518,0.03814388327390361,0.9999999999726306
158.0,40.0,16.0,8.0,0.5,1.0,0.046875,0.05,0.125,0.3405916794719909,0.8942445912147869,76.73439671698871,71.27256099555295,71.66339437595455,71.31651269161554,71.34197812798537,0.05093087273967922,0.0254654363698279,0.9999999999602712
159.0,40.0,16.0,8.0,0.5,1.0,0.125,0.15833333333333333,0.25,0.45823271033308766,0.8723675471254569,58.23736005080803,55.91180441760807,55.908762924111414,55.871836588486104,55.943620143838174,0.14356711070409037,0.07178355535207004,0.9999999999864154
160.0,40.0,16.0,8.0,0.5,1.0,0.046875,0.05,0.125,0.28261157213689886,0.9194725414047024,67.76202792493211,63.25123098720138,63.16434044832132,63.17302811345836,63.21010415482381,0.07415208273087416,0.037076041365452284,0.9999999999734385
161.0,40.0,16.0,8.0,0.5,1.0,0.0703125,0.1,0.125,0.3819572058600464,0.8444444123974775,54.924950983988694,52.63560510661771,52.37436745678703,52.56103116457984,52.650542417821555,0.17902250648340468,0.08951125324171727,0.999999999988995
162.0,40.0,16.0,8.0,0.5,1.0,0.09375,0.13333333333333333,0.25,0.7372231157260786,0.7633871147829507,60.598927753001334,56.43762966667687,56.63553611656209,56.2708858146899,56.36640347695186,0.19103532452395314,0.09551766226196179,0.9999999999893759
163.0,40.0,16.0,8.0,0.5,1.0,0.0859375,0.10833333333333334,0.125,0.26102226856565147,0.9293161723826174,94.92646798302918,92.76261046789256,92.21302199232382,91.98045400404182,92.06785750497394,0.17480700186433296,0.08740350093212612,0.999999999988097
164.0,40.0,16.0,8.0,0.5,1.0,0.03125,0.03333333333333333,0.0,0.0,0.9999999999991817,121.15889475468533,115.99429029880865,115.99429029880865,115.83830491410346,115.88723374864628,0.09785766908565391,0.04892883454282071,0.9999999999794346
165.0,40.0,16.0,8.0,0.5,1.0,0.03125,0.03333333333333333,0.0,0.0,0.9999999999994382,119.27629854909019,111.82568276907247,111.82568276907247,111.85545033759016,111.8767581818168,0.042615688453220196,0.021307844226640782,0.9999999999545091
166.0,40.0,16.0,8.0,0.5,1.0,0.0546875,0.06666666666666667,0.125,0.27227290783354285,0.8932715643478037,132.72599541859458,125.53676307269137,125.53048449759663,125.36891134940153,125.41919896826431,0.10057523772556798,0.050287618862782324,0.9999999999800813
167.0,40.0,16.0,8.0,0.5,1.0,0.09375,0.125,0.25,0.8545698021266191,0.652888384951668,98.52570426848635,95.25587199849424,95.02813814005182,94.88789275435637,94.98609709442874,0.19640868014471463,0.09820434007237111,0.9999999999899576
168.0,40.0,16.0,8.0,0.5,1.0,0.046875,0.058333333333333334,0.0,0.0,0.9999999999992539,90.45458604418488,86.44177083526549,86.44177083526549,86.45312880713095,86.46118627782158,0.01611494138118627,0.008057470690630453,0.9999999998805229
169.0,40.0,16.0,8.0,0.5,1.0,0.0390625,0.05,0.125,0.32090882419625655,0.9293309398597535,93.35208598818853,85.04863867568332,84.86590990082397,84.88937102595693,84.92398207657398,0.06922210123414499,0.034611050617044725,0.9999999999703052
170.0,40.0,16.0,8.0,0.5,1.0,0.0546875,0.06666666666666667,0.125,0.2809612161214911,0.8880927160936002,81.12460914962926,78.53224759005288,78.56676348898719,78.53420944173006,78.58314463835853,0.09787039325707944,0.04893519662847723,0.9999999999782878
171.0,40.0,16.0,8.0,0.5,1.0,0.046875,0.05,0.0,0.0,0.9999999999992316,94.3030399576772,88.50715453626943,88.50715453626943,88.50877537788149,88.51034079770614,0.003130839649227624,0.0015654198246437545,0.9999999993803211
172.0,40.0,16.0,8.0,0.5,1.0,0.0703125,0.09166666666666666,0.0,0.0,0.9999999999994732,92.97817607667565,90.56220749027142,90.56220749027142,90.57521690756924,90.59654876290726,0.042663710676005724,0.021331855338019068,0.9999999999538816
173.0,40.0,16.0,8.0,0.5,1.0,0.0625,0.075,0.0,0.0,0.9999999999989659,74.05058554200451,68.7755783098999,68.7755783098999,68.86640720208284,68.89203588840167,0.05125737263770592,0.02562868631882509,0.9999999999598939
174.0,40.0,16.0,8.0,0.5,1.0,0.0703125,0.1,0.0,0.0,0.9999999999992478,70.42336431138226,67.49612487737552,67.49612487737552,67.4769778495293,67.49908511301993,0.04421452698123604,0.022107263490624973,0.9999999999550806
175.0,40.0,16.0,8.0,0.5,1.0,0.0234375,0.025,0.0,0.0,0.9999999999992255,83.13132818171319,80.13354329833798,80.13354329833798,80.22898605512836,80.26382221512961,0.0696723200024403,0.03483616000124812,0.9999999999720972
176.0,40.0,16.0,8.0,0.5,1.0,0.0625,0.075,0.125,0.35226295012747233,0.8598970150958244,108.6005379558162,105.15612312113899,105.23861597821514,105.14092217105166,105.1891688322855,0.0964933224676021,0.04824666123384702,0.999999999980226
177.0,40.0,16.0,8.0,0.5,1.0,0.046875,0.06666666666666667,0.125,0.24877137004695207,0.9302686678633945,53.82648051586286,50.853332954663706,50.86442716813663,50.77840416064321,50.84961941952793,0.14243051776941196,0.07121525888472036,0.9999999999861598
178.0,40.0,16.0,8.0,0.5,1.0,0.0546875,0.058333333333333334,0.0,0.0,0.9999999999991773,90.5853866243583,85.88800215530824,85.88800215530824,85.88119195699707,85.89203599351754,0.021688073040931715,0.01084403652046717,0.9999999999079044
179.0,40.0,16.0,8.0,0.5,1.0,0.0859375,0.11666666666666667,0.125,0.2732210836646399,0.8623610294965846,46.32184972159533,43.954993981022874,44.04511511220323,43.914921652230454,43.965534994836894,0.10122668521287922,0.05061334260643946,0.9999999999802394
180.0,40.0,16.0,8.0,0.5,1.0,0.0078125,0.008333333333333333,0.0,0.0,0.9999999999991444,99.08935621944414,94.26435453553245,94.26435453553245,94.32868880216232,94.37963495242381,0.10189230052299578,0.050946150261495404,0.9999999999803227
181.0,40.0,16.0,8.0,0.5,1.0,0.046875,0.05,0.125,0.39088365200292036,0.8714128735347255,67.25534233743598,61.908060463073454,62.04502704528204,61.605591467484686,61.649998383443915,0.08881383191845438,0.044406915959228854,0.9999999999775185
182.0,40.0,16.0,8.0,0.5,1.0,0.0703125,0.1,0.0,0.0,0.9999999999989998,98.98601283270891,99.05883696946393,99.05883696946393,99.05918271674878,99.06287915761388,0.0073928817301147495,0.0036964408650987934,0.9999999997406745
183.0,40.0,16.0,8.0,0.5,1.0,0.0546875,0.06666666666666667,0.0,0.0,0.9999999999989675,120.94216240703622,115.88876285305032,115.88876285305032,115.89549960694148,115.90177851472507,0.012557815567182586,0.006278907783581644,0.9999999998392
184.0,40.0,16.0,8.0,0.5,1.0,0.046875,0.058333333333333334,0.0,0.0,0.999999999999168,126.86613054989306,123.49707990186565,123.49707990186565,123.46546820160165,123.50236155706531,0.07378671092745129,0.03689335546366124,0.9999999999711491
185.0,40.0,16.0,8.0,0.5,1.0,0.0703125,0.08333333333333333,0.0,0.0,0.9999999999991801,109.65637338174982,105.40814407663686,105.40814407663686,105.4062141981176,105.411860190874,0.01129198551293928,0.00564599275639921,0.9999999998104087
186.0,40.0,16.0,8.0,0.5,1.0,0.078125,0.09166666666666666,0.125,0.42863831348948145,0.7591081326898071,54.680844113556226,51.57458457490494,51.9077309252334,51.41587836871333,51.47591771841485,0.12007869940302716,0.06003934970151903,0.999999999983435
187.0,40.0,16.0,8.0,0.5,1.0,0.046875,0.05,0.125,0.3692098389674997,0.8346831324445602,97.60123901260079,90.83522746022861,90.85892548331309,90.78833181415226,90.84127963359253,0.10589563888058211,0.052947819440277044,0.9999999999808489
188.0,40.0,16.0,8.0,0.5,1.0,0.0859375,0.1,0.0,0.0,0.9999999999992085,60.21470928846633,56.23937093333867,56.23937093333867,56.243329228735945,56.29337521696917,0.10009197646644488,0.05004598823322226,0.9999999999800148
189.0,40.0,16.0,8.0,0.5,1.0,0.078125,0.09166666666666666,0.0,0.0,0.9999999999994383,96.16311330050945,90.37205025138078,90.37205025138078,90.38323193335569,90.38600588094052,0.005547895169613648,0.0027739475848278516,0.9999999996470833
190.0,40.0,16.0,8.0,0.5,1.0,0.0546875,0.06666666666666667,0.25,0.6002332797447969,0.8299543086881773,67.35742082197297,61.7789409893022,61.818708070792844,61.663674493475675,61.724553261155656,0.12175753535994907,0.06087876767998068,0.999999999983675
191.0,40.0,16.0,8.0,0.5,1.0,0.1015625,0.14166666666666666,0.0,0.0,0.9999999999991983,81.71847605721996,78.54585760130803,78.54585760130803,78.5560219707012,78.57549060305355,0.038937264704691985,0.019468632352356963,0.9999999999491989
192.0,40.0,16.0,8.0,0.5,1.0,0.046875,0.058333333333333334,0.125,0.32123438556870954,0.8087583870951561,105.98356514861052,99.83904091165252,99.88739395748964,99.87759136997211,99.9343842570332,0.11358577412212736,0.056792887061092756,0.9999999999829041
193.0,40.0,16.0,8.0,0.5,1.0,0.078125,0.1,0.125,0.3098008144299818,0.8769047836421331,81.87710677714234,78.99320528432453,78.94062561240104,78.92698300799842,78.97923735831893,0.10450870064099177,0.05225435032050996,0.9999999999811322
194.0,40.0,16.0,8.0,0.5,1.0,0.0859375,0.1,0.0,0.0,0.9999999999991548,44.454858173518154,42.581935816867244,42.581935816867244,42.61233078675515,42.67487730662538,0.1250930397404603,0.06254651987023152,0.9999999999840338
195.0,40.0,16.0,8.0,0.5,1.0,0.0546875,0.058333333333333334,0.0,0.0,0.9999999999990237,61.75248966302071,59.46480521832692,59.46480521832692,59.388624639662616,59.43353285393596,0.0898164285467021,0.044908214273341684,0.9999999999775238
196.0,40.0,16.0,8.0,0.5,1.0,0.0546875,0.058333333333333334,0.25,0.9931611766122724,0.6845850437003521,79.10370164971982,75.37990001733435,75.03132053452303,74.91491548583257,75.01928646306891,0.2087419544726756,0.10437097723634281,0.9999999999904667
197.0,40.0,16.0,8.0,0.5,1.0,0.03125,0.03333333333333333,0.0,0.0,0.9999999999990032,88.03091718910866,81.65921061703737,81.65921061703737,81.63722696968523,81.6886667071575,0.10287947494449923,0.051439737472264824,0.9999999999808555
198.0,40.0,16.0,8.0,0.5,1.0,0.078125,0.08333333333333333,0.25,0.6938946605987252,0.7140365589303435,92.17646256874326,88.6491416617576,88.45396948198812,88.26112106535268,88.34610559935912,0.16996906801292688,0.08498453400643768,0.99999999998793
199.0,40.0,16.0,8.0,0.5,1.0,0.078125,0.08333333333333333,0.0,0.0,0.9999999999988974,83.74400340635268,79.11169616939779,79.11169616939779,79.14998057676846,79.19375976630744,0.0875583790779269,0.043779189538980745,0.9999999999775531
