"","M2","df","p","RMSEA","RMSEA_5","RMSEA_95","SRMSR","TLI","CFI"
"stats",64512.1361114936,5250,0,0.0548940296546371,0.0545081433789597,0.0552661023452785,0.0555729357063468,0.774695205413653,0.783360774436205
"stats",69774.6928004609,5250,0,0.0572795285218702,0.0568939659495174,0.0576506129441376,0.0573021540039681,0.804865350799562,0.812370529614964
"stats",76214.236154801,5250,0,0.0600698058131281,0.0596845269929528,0.0604398309586139,0.0595509158821201,0.842328363152314,0.848392656877225
"stats",72535.3659591345,5250,0,0.0584920403880672,0.0581066126708879,0.0588626527162367,0.064943001841862,0.831655345027502,0.838130139449521
"stats",69520.5146804184,5250,0,0.0571665983505241,0.056781022255743,0.0575377277249805,0.0638284775671732,0.787527273403725,0.795699301349735
"stats",65787.3665886842,5250,0,0.0554815038449122,0.0550957049923625,0.055853325315454,0.0585350535857023,0.817057584073185,0.824093830839601
"stats",94466.8484638312,5250,0,0.0673534584613618,0.0669685520609874,0.0677210953834498,0.0692392585494315,0.634783608019079,0.648830392326038
"stats",86520.6620078675,5148,0,0.0649585177125162,0.0645698324517672,0.06533060945258,0.0684267503616679,0.724329933016632,0.735035566685889
