"X","a1","d","g","u"
"X1",3.92501618678444,2.85671129901609,0.771016169215133,1
"X2",1.25788154794205,4.26015995784549,0.313175686990122,1
"X3",1.78401933746973,2.11200641573461,0.0773977194821145,1
"X5",1.39761924667269,3.86847781236573,0.346761636208261,1
"X6",-0.47962492682195,2.07121825895483,0.000320394546817756,1
"X7",6.65833789445844,-5.40456151262746,0.102849605976203,1
"X8",7.18948985139309,5.02931639751591,0.708759813838332,1
"X10",2.49715167750248,7.18188864469972,0.339869492228445,1
"X11",2.23762666115638,9.94251318587913,0.263316690106995,1
"X12",4.65819571839111,3.11722725530845,0.456082672002257,1
"X13",2.35592968454118,2.93204743218531,0.820400448884689,1
"X15",2.42458391263787,-1.71122625203403,0.132494870707479,1
"X16",3.74497114075534,-1.58304849523109,0.255162426832174,1
"X17",1.53748754577966,-2.25644210597632,0.112542020395868,1
"X18",0.161383134331174,0.518284773836844,0.213967036196971,1
"X19",3.50839780610116,6.93599839384738,0.633395689856698,1
"X20",3.5284361483423,4.1098231444269,0.571499219826026,1
"X21",3.67199494363284,2.04135787094886,0.536940933409332,1
"X24",1.01159148530601,4.70309653650989,0.161590754146448,1
"X26",5.04534766886081,-2.14927022175984,0.16022532668827,1
"X27",0.803576673754257,-0.825579392546571,0.00311917908981238,1
"X28",-0.14330922211204,-8.40307336666289,0.000835095349249534,1
"X29",0.552002883617313,1.05986165116618,0.0873569138760336,1
"X30",-0.0546305288726603,-2.10522588315263,0.0520309219755959,1
"X31",8.16585251974251,-7.9803596422107,0.31866525495077,1
"X32",3.45977788846648,6.03232751651255,0.58564096108723,1
"X35",1.11021611405517,0.0599390703142602,0.345731388687833,1
"X36",0.268476108433175,-8.30074106426055,0.0029527383177449,1
"X37",0.650971879828436,0.289960869929925,0.00318793161468504,1
"X39",-0.976029722443758,-3.57483929465323,0.000713775134081088,1
"X40",-1.20772839118045,-7.12594302285135,0.0132002533641445,1
"X41",3.16855590929543,-0.0222976925768342,0.648181219920001,1
"X42",2.37612765066708,6.19463345604945,0.617384986141465,1
"X43",2.1657132113145,7.78979500355381,0.195326776029109,1
"X44",0.533859072403477,-5.63509964221543,0.00635473746033921,1
"X45",1.78977344986135,1.96599277281239,0.577824647928156,1
"X48",5.04577954919457,-2.15403038557394,0.216064661915419,1
"X49",1.57949710840114,5.74373966017102,0.124125468671128,1
"X50",1.85914333075011,8.23644022011375,0.23464492360515,1
"X52",1.27455226036714,5.11572116863856,0.107500087205836,1
"X53",0.43303387658933,-4.04347767676295,0.00108681330442498,1
"X54",4.29898003407067,8.8208819410285,0.698217846877281,1
"X55",0.500434631455858,2.56794190274645,0.0369074620803322,1
"X56",1.48467175694161,4.61971226513747,0.177521475943706,1
"X57",2.26071387217728,2.15327426480111,0.157979391070304,1
"X58",3.57711544483407,2.40044990659823,0.856907123897328,1
"X59",4.43784438481478,-3.18593117551259,0.0525104773468811,1
"X60",1.81879417548697,1.44791969529399,0.0937452813528426,1
"X61",-0.34931937119163,-2.74363872840893,0.00142452304704673,1
"X62",2.47156789769092,3.65370280654996,0.650379863105484,1
"X64",0.357215678222736,1.58996055756944,0.0353793574474509,1
"X65",0.832148259510861,-6.24293990352475,0.000804522931169512,1
"X67",2.26456453089924,4.85878032823747,0.44991140825358,1
"X68",7.79755798286522,-4.60230501205666,0.425043579541562,1
"X69",0.0810136163858775,-0.542442103297651,0.0308445177468409,1
"X70",3.15892697588889,8.28614100712149,0.545610879424761,1
"X72",-1.2706037097811,-5.59925626277297,0.00185157962627774,1
"X73",1.46574307560226,5.75505436639465,0.0979967319045414,1
"X76",3.99527281295536,2.53590061328867,0.5019416184646,1
"X77",-0.377206075409294,-1.19616493656676,0.00126240127963245,1
"X78",4.82696025922086,6.61908534949022,0.739322059230615,1
"X82",0.851164378067908,1.08118019593985,0.0370882562869372,1
"X84",2.54104076027633,-0.290257479315319,0.289489047248485,1
"X85",4.20484671760345,6.2670347286845,0.608579175080657,1
"X86",4.74108284680774,-2.8274024913927,0.304425168551254,1
"X88",0.0399305283748661,0.66025127004063,7.47080479057678e-05,1
"X89",-1.27033107271093,-6.45185948237444,0.000179047935852221,1
"X90",-1.13900454304736,-5.36243271088738,0.000483985006645372,1
"X91",2.06763568285581,7.91792568761699,0.169457155921534,1
"X93",2.92095327913792,1.5862455093789,0.324342415586806,1
"X94",2.43351548288331,1.77441365176402,0.454888191389013,1
"X95",3.8537601774957,4.87064591353944,0.344532246157767,1
"X96",2.51049482192138,1.01774079499925,0.114483123447142,1
"X97",4.85438063543083,-2.4478646533703,0.390230272084804,1
"X98",3.32903647684676,4.8511210354685,0.841995663586198,1
"X99",5.64107471734459,-3.98037776927694,0.105363241613377,1
"X100",1.6329298549403,5.46224024477271,0.184805263115615,1
"X103",11.3201727015166,-2.13737588276474,0.634898550756239,1
"X105",6.99115068990382,-9.04825001098184,0.0950644692897829,1
"X106",4.43968399553666,10.2412290001551,0.523953915707939,1
"X107",-2.1438404697848,-9.23950179265201,0.000774990608126371,1
"X108",3.60793898644894,-2.96996848752386,0.356457075450516,1
"X109",3.69782822525803,8.6786166048651,0.822353003674173,1
"X111",0.122011168361677,0.588977199827837,0.0663993403068933,1
"X112",-1.3573477892623,-8.61432218735016,0.000816696918739552,1
"X114",1.44400279925381,-3.39711874860726,0.0476507900683378,1
"X115",4.26121270306966,4.56055441883731,0.922530816728146,1
