dataset,seed,mse,aug_mse,delta_mse,p_wilcoxon,should_proceed,features_perturbed
503_wind_sample_5256,985772,0.005367931781550434,0.0051557727545021295,-3.9523420878315645,0.080078125,False,"[11, 9]"
503_wind_sample_5256,305711,0.005716628043023488,0.005359527864212724,-6.246692562874808,0.0029296875,True,"[0, 2, 1]"
503_wind_sample_5256,435829,0.005613281514103434,0.005252914056853836,-6.419907078313648,0.013671875,True,"[12, 11, 13]"
503_wind_sample_5256,117952,0.006094581425634192,0.005626218150428497,-7.6849129168367485,0.0029296875,True,[1]
503_wind_sample_5256,963395,0.005109357867869861,0.004739734060101835,-7.23425168732849,0.0322265625,False,[0]
503_wind_sample_5256,152315,0.006186494025003534,0.00588870177677891,-4.813586613371921,0.0654296875,False,"[12, 11]"
503_wind_sample_5256,882371,0.005772772764675396,0.005223601645044488,-9.513125529405587,0.052734375,False,"[2, 1]"
503_wind_sample_5256,359783,0.005622178479899939,0.00528273731697071,-6.037538013828223,0.0185546875,True,"[5, 0]"
503_wind_sample_5256,304137,0.006060183313173697,0.005661670720991568,-6.575916463052161,0.1875,False,[0]
503_wind_sample_5256,122579,0.005236742228139975,0.004973861803316938,-5.019922947714172,0.0419921875,True,"[11, 9, 10, 8, 7]"
503_wind_sample_5256,610581,0.006059553699208684,0.00582866633357921,-3.810303152518068,0.0322265625,False,[0]
503_wind_sample_5256,448242,0.005205196131860817,0.00489767664113139,-5.9079328221104115,0.0048828125,True,[0]
503_wind_sample_5256,374564,0.0055406266954135825,0.005026119431870031,-9.286084261360726,0.0244140625,True,"[10, 5, 2]"
503_wind_sample_5256,735831,0.005787166443548734,0.005512383786500388,-4.748138138564526,0.080078125,False,"[11, 8, 7, 6]"
503_wind_sample_5256,736326,0.00574488560161707,0.005455161363072858,-5.04316810873763,0.0185546875,True,[5]
