dataset,seed,mse,aug_mse,delta_mse,p_wilcoxon,should_proceed,features_perturbed
294_satellite_image_sample_700,985772,0.02287328420345398,0.021925895293595496,-4.1419015364458405,0.009765625,True,"[22, 18, 30, 34]"
294_satellite_image_sample_700,305711,0.016869700840558294,0.017575176414513574,4.181909214769053,0.1875,False,"[22, 30, 18, 34, 14]"
294_satellite_image_sample_700,435829,0.018310776079379146,0.018023795815353138,-1.567275263385445,0.6875,False,"[22, 30, 18]"
294_satellite_image_sample_700,117952,0.023976856035761107,0.02340340379941797,-2.391690701599255,0.4609375,False,"[18, 22]"
294_satellite_image_sample_700,963395,0.02797153805274226,0.025675926635367573,-8.206954558759525,0.0029296875,True,[22]
294_satellite_image_sample_700,152315,0.022624898713599937,0.02173937244227462,-3.9139457927960724,0.8623046875,False,"[30, 26, 18, 34]"
294_satellite_image_sample_700,882371,0.027803303317685667,0.02780849543198189,0.018674451150270967,0.9033203125,False,[22]
294_satellite_image_sample_700,359783,0.013320418758726334,0.01271363208438429,-4.555312301608627,0.1376953125,False,"[30, 18, 22]"
294_satellite_image_sample_700,304137,0.019084758214008922,0.017975721809047624,-5.811110586390473,0.0966796875,False,"[30, 34, 22, 18, 26]"
294_satellite_image_sample_700,122579,0.02273697221583181,0.0227055840503359,-0.13804901197026243,0.9345703125,False,"[22, 30, 18, 34]"
294_satellite_image_sample_700,610581,0.02915416999485626,0.027190555104255377,-6.7352796905119545,0.0966796875,False,"[30, 18, 34]"
294_satellite_image_sample_700,448242,0.020334715492582003,0.02105077840124233,3.521381496198181,0.009765625,True,"[18, 30]"
294_satellite_image_sample_700,374564,0.03632352682241379,0.035893631492194045,-1.1835175926652468,0.1611328125,False,"[30, 18, 22, 34, 26]"
294_satellite_image_sample_700,735831,0.019822269985814593,0.019488661842362424,-1.6829966683478195,0.9755859375,False,"[30, 22, 18, 26, 34]"
294_satellite_image_sample_700,736326,0.020234356958478483,0.02092075208640554,3.3922260506501933,0.384765625,False,"[30, 18, 26]"
