old,new,coverage_LAC,setsize_LAC,coverage_LAC_W,setsize_LAC_W,coverage_APS,setsize_APS,coverage_APS_W,setsize_APS_W
other,computer science,0.9166666666666666,3.1160714285714284,0.9404761904761905,3.244047619047619,0.9970238095238095,4.303571428571429,1.0,4.5625
other,history,0.8735632183908046,2.3908045977011496,0.8773946360153256,2.4233716475095783,1.0,4.170498084291188,1.0,4.252873563218391
other,engineering,0.95,3.1,0.95,3.1083333333333334,1.0,4.008333333333334,1.0,4.108333333333333
other,culture,0.9316546762589928,2.420863309352518,0.935251798561151,2.4424460431654675,1.0,3.9820143884892087,1.0,3.971223021582734
other,business,0.9441176470588235,2.2470588235294118,0.9558823529411765,2.4176470588235293,1.0,3.7794117647058822,1.0,3.902941176470588
other,geography,0.88125,2.425,0.90625,2.51875,0.99375,3.975,0.99375,4.15
other,biology,0.8848167539267016,2.696335078534031,0.9136125654450262,2.905759162303665,0.9973821989528796,4.18586387434555,1.0,4.536649214659686
other,philosophy,0.8202459791863765,2.8959318826868494,0.8344370860927153,2.9858088930936613,0.9981078524124882,4.52317880794702,0.9990539262062441,4.589403973509934
other,economics,0.9234608985024958,3.1231281198003327,0.9950083194675541,3.906821963394343,1.0,4.227953410981697,1.0,4.78036605657238
other,physics,0.9104477611940298,3.1641791044776117,0.9682835820895522,3.6082089552238807,1.0,4.031716417910448,1.0,4.294776119402985
other,chemistry,0.9246031746031746,3.4166666666666665,0.996031746031746,3.9523809523809526,1.0,4.309523809523809,1.0,4.765873015873016
other,law,0.8891304347826087,3.253260869565217,1.0,6.0,1.0,4.4902173913043475,1.0,6.0
other,math,0.9381443298969072,3.6174112256586484,0.9358533791523482,3.6105383734249714,1.0,4.3184421534937,1.0,4.799541809851088
other,politics,0.8886756238003839,2.677543186180422,0.9328214971209213,2.998080614203455,0.9980806142034548,4.026871401151632,1.0,4.264875239923224
other,health,0.8709677419354839,2.6522423288749017,0.8725413060582219,2.658536585365854,0.999213217938631,4.155782848151063,1.0,4.472856018882769
other,psychology,0.880469583778015,2.6531483457844183,0.9210245464247598,2.9391675560298824,0.9989327641408752,4.03948772678762,1.0,4.331910352187833
computer science,history,0.867816091954023,2.3256704980842913,0.8793103448275862,2.4482758620689653,0.9923371647509579,3.92911877394636,1.0,4.32183908045977
computer science,engineering,0.95,3.0083333333333333,0.95,3.1083333333333334,1.0,3.925,1.0,4.083333333333333
computer science,culture,0.920863309352518,2.3597122302158273,0.9532374100719424,2.6366906474820144,1.0,3.7805755395683454,1.0,4.205035971223022
computer science,business,0.9411764705882353,2.1941176470588237,0.9970588235294118,3.4088235294117646,0.9970588235294118,3.514705882352941,1.0,5.064705882352941
computer science,geography,0.875,2.3375,0.88125,2.43125,0.9875,3.75,0.99375,4.03125
computer science,biology,0.8691099476439791,2.6178010471204187,0.8691099476439791,2.6256544502617802,0.9921465968586387,3.9607329842931938,0.9973821989528796,4.204188481675392
computer science,philosophy,0.8145695364238411,2.859035004730369,0.8088930936613056,2.827814569536424,0.9981078524124882,4.23841059602649,0.9990539262062441,4.563859981078524
computer science,economics,0.9051580698835274,3.0399334442595674,1.0,4.289517470881863,0.9983361064891847,4.066555740432612,1.0,5.4891846921797
computer science,physics,0.9011194029850746,3.080223880597015,0.9123134328358209,3.1940298507462686,0.996268656716418,3.9141791044776117,1.0,4.32089552238806
computer science,chemistry,0.9206349206349206,3.3373015873015874,0.9285714285714286,3.4365079365079363,1.0,4.119047619047619,1.0,4.416666666666667
computer science,law,0.8771739130434782,3.1652173913043478,0.8521739130434782,3.017391304347826,0.9978260869565218,4.261956521739131,1.0,4.498913043478261
computer science,math,0.9266895761741123,3.540664375715922,0.9461626575028637,3.654066437571592,1.0,4.162657502863689,1.0,4.715922107674685
computer science,politics,0.8733205374280231,2.595009596928983,0.9904030710172744,3.602687140115163,0.9961612284069098,3.907869481765835,1.0,4.971209213051823
computer science,health,0.8583792289535799,2.5924468922108574,0.8623131392604249,2.6160503540519278,0.995279307631786,3.973249409913454,0.998426435877262,4.056648308418568
computer science,psychology,0.8644610458911419,2.568836712913554,0.8900747065101388,2.704375667022412,0.9967982924226254,3.8591248665955176,1.0,4.1974386339381
history,engineering,0.95,3.2333333333333334,0.9833333333333333,3.433333333333333,1.0,3.908333333333333,1.0,4.058333333333334
history,culture,0.9496402877697842,2.5863309352517985,0.9496402877697842,2.6115107913669067,1.0,3.758992805755396,1.0,4.097122302158273
history,business,0.9558823529411765,2.4088235294117646,1.0,6.0,0.9941176470588236,3.4911764705882353,1.0,6.0
history,geography,0.90625,2.53125,0.9375,2.78125,0.98125,3.71875,0.99375,3.85625
history,biology,0.9109947643979057,2.863874345549738,0.9214659685863874,3.031413612565445,0.9921465968586387,3.93979057591623,0.9973821989528796,4.2408376963350785
history,philosophy,0.8467360454115421,3.031220435193945,0.8315988647114475,2.968779564806055,0.9971617786187322,4.154210028382214,0.9981078524124882,4.531693472090823
history,economics,0.9517470881863561,3.3144758735440933,0.9950083194675541,3.841930116472546,0.9983361064891847,4.05657237936772,1.0,4.816971713810316
history,physics,0.9253731343283582,3.292910447761194,0.9291044776119403,3.3059701492537314,0.996268656716418,3.8955223880597014,1.0,4.042910447761194
history,chemistry,0.9404761904761905,3.5555555555555554,0.9444444444444444,3.607142857142857,1.0,4.107142857142857,1.0,4.353174603174603
history,law,0.9271739130434783,3.4543478260869565,0.9391304347826087,3.5119565217391306,0.9978260869565218,4.2423913043478265,1.0,4.91195652173913
history,math,0.9587628865979382,3.7651775486827033,0.9530355097365406,3.7147766323024056,0.9988545246277205,4.139747995418099,1.0,4.22680412371134
history,politics,0.9117082533589251,2.8502879078694816,0.982725527831094,3.470249520153551,0.9961612284069098,3.888675623800384,1.0,4.157389635316699
history,health,0.9016522423288749,2.82690794649882,1.0,6.0,0.994492525570417,3.945712037765539,1.0,6.0
history,psychology,0.9082177161152615,2.8121664887940234,0.9178228388473852,2.9018143009605124,0.9957310565635006,3.833511205976521,1.0,4.1568836712913555
engineering,culture,0.8992805755395683,2.0899280575539567,0.9676258992805755,2.8741007194244603,1.0,4.111510791366906,1.0,4.892086330935252
engineering,business,0.9147058823529411,1.9558823529411764,0.9735294117647059,2.6823529411764704,1.0,3.976470588235294,1.0,4.420588235294118
engineering,geography,0.80625,2.01875,0.8625,2.31875,0.99375,4.15625,1.0,4.4
engineering,biology,0.8115183246073299,2.2905759162303663,0.9109947643979057,2.863874345549738,1.0,4.327225130890052,1.0,4.790575916230367
engineering,philosophy,0.7880794701986755,2.6811731315042575,0.9612109744560076,3.578051087984863,0.9990539262062441,4.582781456953643,1.0,5.500473036896878
engineering,economics,0.8618968386023295,2.713810316139767,0.9517470881863561,3.3144758735440933,1.0,4.3394342762063225,1.0,4.582362728785358
engineering,physics,0.8246268656716418,2.7388059701492535,0.9347014925373134,3.333955223880597,1.0,4.173507462686567,1.0,4.9440298507462686
engineering,chemistry,0.8412698412698413,2.9246031746031744,0.9404761904761905,3.5595238095238093,1.0,4.488095238095238,1.0,5.408730158730159
engineering,law,0.7902173913043479,2.732608695652174,0.9271739130434783,3.4565217391304346,1.0,4.659782608695652,1.0,4.898913043478261
engineering,math,0.8762886597938144,3.2371134020618557,0.9621993127147767,3.7777777777777777,1.0,4.5303550973654065,1.0,5.036655211912944
engineering,politics,0.8234165067178503,2.280230326295585,0.9520153550863724,3.1554702495201536,1.0,4.18042226487524,1.0,4.408829174664107
engineering,health,0.8095987411487018,2.3044846577498035,0.9331235247836349,3.126671911880409,0.999213217938631,4.305271439811173,1.0,4.782848151062156
engineering,psychology,0.8143009605122732,2.2614727854855925,1.0,6.0,1.0,4.183564567769477,1.0,6.0
