old,new,coverage_LAC,setsize_LAC,coverage_LAC_W,setsize_LAC_W
other,politics,0.8886756238003839,2.677543186180422,0.9692898272552783,3.347408829174664
other,culture,0.9316546762589928,2.420863309352518,0.935251798561151,2.449640287769784
other,law,0.8891304347826087,3.253260869565217,0.966304347826087,3.7
other,psychology,0.880469583778015,2.6531483457844183,0.9509071504802561,3.173959445037353
other,computer science,0.9166666666666666,3.1160714285714284,0.9345238095238095,3.2202380952380953
other,health,0.8709677419354839,2.6522423288749017,0.998426435877262,4.132966168371361
other,biology,0.8848167539267016,2.696335078534031,0.9109947643979057,2.8350785340314135
other,engineering,0.95,3.1,0.95,3.175
other,geography,0.88125,2.425,0.90625,2.50625
other,chemistry,0.9246031746031746,3.4166666666666665,0.9285714285714286,3.4484126984126986
other,philosophy,0.8202459791863765,2.8959318826868494,0.8628192999053926,3.119205298013245
other,physics,0.9104477611940298,3.1641791044776117,0.9458955223880597,3.417910447761194
other,business,0.9441176470588235,2.2470588235294118,0.9735294117647059,2.6323529411764706
other,economics,0.9234608985024958,3.1231281198003327,1.0,6.0
other,math,0.9381443298969072,3.6174112256586484,0.9621993127147767,3.776632302405498
other,history,0.8735632183908046,2.3908045977011496,0.9118773946360154,2.6340996168582373
politics,culture,0.9424460431654677,2.5215827338129495,0.9676258992805755,2.8884892086330933
politics,law,0.9021739130434783,3.3434782608695652,0.941304347826087,3.5380434782608696
politics,psychology,0.8964781216648879,2.7395944503735326,1.0,6.0
politics,computer science,0.9345238095238095,3.1964285714285716,0.9553571428571429,3.449404761904762
politics,health,0.8867033831628639,2.7403619197482296,0.9488591660110149,3.3036978756884343
politics,biology,0.9057591623036649,2.81151832460733,0.9424083769633508,3.1649214659685865
politics,engineering,0.95,3.15,0.9833333333333333,3.3666666666666667
politics,geography,0.90625,2.49375,0.9125,2.60625
politics,chemistry,0.9285714285714286,3.492063492063492,0.9563492063492064,3.761904761904762
politics,philosophy,0.8297067171239356,2.957426679280984,0.9867549668874173,3.724692526017029
politics,physics,0.9160447761194029,3.2276119402985075,0.9589552238805971,3.5242537313432836
politics,business,0.9558823529411765,2.3441176470588236,0.9735294117647059,2.6911764705882355
politics,economics,0.9417637271214643,3.2246256239600664,0.9667221297836939,3.415973377703827
politics,math,0.9495990836197021,3.7010309278350517,0.993127147766323,3.983963344788087
politics,history,0.8869731800766284,2.4885057471264367,0.9080459770114943,2.6149425287356323
culture,law,0.8260869565217391,2.872826086956522,0.9271739130434783,3.4489130434782607
culture,psychology,0.8249733191035219,2.35965848452508,0.8826040554962646,2.663820704375667
culture,computer science,0.8630952380952381,2.7767857142857144,0.8928571428571429,2.9285714285714284
culture,health,0.8284815106215578,2.3926042486231314,0.8992918961447679,2.823760818253344
culture,biology,0.824607329842932,2.387434554973822,0.9109947643979057,2.858638743455497
culture,engineering,0.925,2.75,0.95,3.2083333333333335
culture,geography,0.825,2.1,0.8625,2.30625
culture,chemistry,0.8690476190476191,3.0238095238095237,0.9404761904761905,3.5476190476190474
culture,philosophy,0.7928098391674551,2.742667928098392,0.7928098391674551,2.7322611163670767
culture,physics,0.8414179104477612,2.841417910447761,0.8880597014925373,3.037313432835821
culture,business,0.9235294117647059,2.0088235294117647,0.9705882352941176,2.6
culture,economics,0.8801996672212978,2.8119800332778704,0.9417637271214643,3.2312811980033276
culture,math,0.8911798396334479,3.3241695303550975,0.9942726231386025,3.988545246277205
culture,history,0.8295019157088123,2.1130268199233715,0.8793103448275862,2.4521072796934864
