old,new,coverage_LAC,setsize_LAC,coverage_LAC_W,setsize_LAC_W
business,math,0.868270332187858,3.211912943871707,1.0,6.0
business,politics,0.8023032629558541,2.161228406909789,0.8963531669865643,2.748560460652591
business,biology,0.7853403141361257,2.1989528795811517,0.887434554973822,2.6727748691099475
business,other,0.8323959505061868,2.2767154105736784,0.9167604049493814,2.7941507311586053
business,physics,0.8078358208955224,2.66044776119403,0.8600746268656716,2.955223880597015
business,health,0.7867820613690008,2.2069236821400473,0.9095200629425649,2.923682140047207
business,psychology,0.7929562433297759,2.151547491995731,1.0,6.0
business,geography,0.775,1.93125,0.88125,2.34375
business,culture,0.8741007194244604,2.0035971223021583,0.9280575539568345,2.4676258992805757
business,philosophy,0.7748344370860927,2.6064333017975403,0.8666035950804163,3.0823084200567643
business,computer science,0.8511904761904762,2.6458333333333335,0.9494047619047619,3.363095238095238
business,chemistry,0.8373015873015873,2.865079365079365,0.9246031746031746,3.4007936507936507
business,economics,0.8352745424292846,2.6239600665557403,0.9467554076539102,3.2462562396006653
business,engineering,0.8833333333333333,2.566666666666667,0.9333333333333333,2.9916666666666667
business,law,0.7858695652173913,2.6771739130434784,0.925,3.4293478260869565
business,history,0.7835249042145593,1.9003831417624522,0.9080459770114943,2.6743295019157087
math,politics,0.8272552783109405,2.314779270633397,1.0,6.0
math,biology,0.819371727748691,2.3743455497382198,0.887434554973822,2.6649214659685865
math,other,0.8582677165354331,2.3914510686164228,0.9111361079865017,2.734533183352081
math,physics,0.8302238805970149,2.83955223880597,0.8414179104477612,2.8973880597014925
math,health,0.8103855232100708,2.3422501966955154,0.8410700236034618,2.5232100708103857
math,psychology,0.8110992529348986,2.297758804695838,0.9060832443970117,2.791889007470651
math,geography,0.8125,2.0875,0.9,2.51875
math,culture,0.89568345323741,2.115107913669065,0.9280575539568345,2.4568345323741005
math,philosophy,0.7861873226111636,2.6915799432355723,0.902554399243141,3.226111636707663
math,computer science,0.8720238095238095,2.8095238095238093,0.9404761904761905,3.2083333333333335
math,chemistry,0.8809523809523809,3.0595238095238093,0.9047619047619048,3.2698412698412698
math,economics,0.8735440931780366,2.815307820299501,0.9650582362728786,3.4193011647254576
math,engineering,0.9,2.675,0.925,2.825
math,law,0.825,2.890217391304348,0.8630434782608696,3.117391304347826
math,history,0.814176245210728,2.057471264367816,0.8601532567049809,2.3333333333333335
politics,biology,0.9031413612565445,2.824607329842932,0.9109947643979057,2.9214659685863875
politics,other,0.9235095613048369,2.8177727784027,0.9325084364454443,2.8863892013498313
politics,physics,0.914179104477612,3.2388059701492535,0.9347014925373134,3.3582089552238807
politics,health,0.8890637293469709,2.7702596380802516,0.9221085759244689,3.042486231313926
politics,psychology,0.8975453575240128,2.749199573105656,0.9445037353255069,3.16008537886873
politics,geography,0.89375,2.49375,0.9125,2.56875
politics,culture,0.9316546762589928,2.5071942446043165,0.9460431654676259,2.618705035971223
politics,philosophy,0.879848628192999,3.141911069063387,0.9895931882686849,3.763481551561022
politics,computer science,0.9434523809523809,3.2351190476190474,0.9523809523809523,3.4732142857142856
politics,chemistry,0.9325396825396826,3.5515873015873014,0.9365079365079365,3.619047619047619
politics,economics,0.9467554076539102,3.281198003327787,0.9816971713810316,3.6239600665557403
politics,engineering,0.9583333333333334,3.1,0.975,3.216666666666667
politics,law,0.9293478260869565,3.4532608695652174,0.941304347826087,3.526086956521739
politics,history,0.8908045977011494,2.5114942528735633,0.9195402298850575,2.7337164750957856
biology,other,0.9280089988751407,2.845894263217098,0.905511811023622,2.705286839145107
biology,physics,0.9253731343283582,3.3041044776119404,0.9104477611940298,3.1828358208955225
biology,health,0.8945712037765539,2.8276947285601888,0.9016522423288749,2.8717545239968527
biology,psychology,0.9071504802561366,2.8046958377801494,1.0,6.0
biology,geography,0.90625,2.5375,0.88125,2.3625
biology,culture,0.9424460431654677,2.5575539568345325,0.9676258992805755,2.776978417266187
biology,philosophy,0.9091769157994324,3.2771996215704826,0.9754020813623463,3.596026490066225
biology,computer science,0.9434523809523809,3.2708333333333335,0.9494047619047619,3.363095238095238
biology,chemistry,0.9365079365079365,3.5912698412698414,0.9642857142857143,3.8015873015873014
biology,economics,0.9584026622296173,3.3410981697171382,0.9184692179700499,3.103161397670549
biology,engineering,0.9666666666666667,3.191666666666667,0.9416666666666667,3.066666666666667
biology,law,0.9369565217391305,3.506521739130435,0.9728260869565217,3.768478260869565
biology,history,0.9003831417624522,2.582375478927203,0.9195402298850575,2.7260536398467434
other,physics,0.9011194029850746,3.111940298507463,0.9701492537313433,3.6156716417910446
other,health,0.8701809598741149,2.660896931549961,0.8945712037765539,2.826121164437451
other,psychology,0.8729989327641409,2.6157950907150482,0.9188900747065102,2.903948772678762
other,geography,0.88125,2.3625,0.9125,2.56875
other,culture,0.920863309352518,2.406474820143885,0.9244604316546763,2.41726618705036
other,philosophy,0.8315988647114475,2.9318826868495744,0.9091769157994324,3.270577105014191
other,computer science,0.9226190476190477,3.1041666666666665,0.9434523809523809,3.2767857142857144
other,chemistry,0.9285714285714286,3.4365079365079363,1.0,4.134920634920635
other,economics,0.9334442595673876,3.1663893510815306,0.9933444259567388,4.004991680532446
other,engineering,0.9333333333333333,2.9916666666666667,0.9416666666666667,3.066666666666667
other,law,0.9043478260869565,3.3119565217391305,1.0,6.0
other,history,0.8697318007662835,2.3831417624521074,0.8831417624521073,2.4885057471264367
physics,health,0.8764752163650669,2.69315499606609,0.9244689221085759,3.065302911093627
physics,psychology,0.8847385272145144,2.6616862326574173,0.9231590181430096,2.977588046958378
physics,geography,0.89375,2.41875,0.91875,2.7375
physics,culture,0.9244604316546763,2.4280575539568345,0.9676258992805755,2.7985611510791366
physics,philosophy,0.8429517502365185,2.987701040681173,0.9801324503311258,3.6149479659413433
physics,computer science,0.9375,3.1577380952380953,0.9375,3.1577380952380953
physics,chemistry,0.9285714285714286,3.4801587301587302,0.9325396825396826,3.5595238095238093
physics,economics,0.9384359400998337,3.2029950083194674,0.9584026622296173,3.366056572379368
physics,engineering,0.9416666666666667,3.033333333333333,0.9666666666666667,3.125
physics,law,0.9152173913043479,3.369565217391304,0.9445652173913044,3.5586956521739133
physics,history,0.8773946360153256,2.4272030651340994,0.9252873563218391,2.8026819923371646
health,psychology,0.9114194236926361,2.838847385272145,0.9434364994663821,3.1291355389541087
health,geography,0.9125,2.55,0.93125,2.81875
health,culture,0.9424460431654677,2.6007194244604315,0.9640287769784173,2.712230215827338
health,philosophy,0.9328287606433302,3.380321665089877,0.9801324503311258,3.6140018921475874
health,computer science,0.9434523809523809,3.306547619047619,0.9523809523809523,3.4970238095238093
health,chemistry,0.9365079365079365,3.619047619047619,0.9682539682539683,3.8095238095238093
health,economics,0.9584026622296173,3.366056572379368,0.9700499168053245,3.4775374376039934
health,engineering,0.9666666666666667,3.2,0.9833333333333333,3.2583333333333333
health,law,0.9434782608695652,3.5543478260869565,0.9847826086956522,3.9
health,history,0.9042145593869731,2.624521072796935,0.9329501915708812,2.9367816091954024
psychology,geography,0.9,2.51875,0.9125,2.61875
psychology,culture,0.935251798561151,2.5251798561151078,0.9460431654676259,2.6043165467625897
psychology,philosophy,0.8987701040681173,3.2147587511825924,0.8930936613055819,3.1835383159886472
psychology,computer science,0.9434523809523809,3.2470238095238093,0.9523809523809523,3.425595238095238
psychology,chemistry,0.9325396825396826,3.5753968253968256,0.9523809523809523,3.738095238095238
psychology,economics,0.956738768718802,3.3161397670549086,0.9866888519134775,3.7104825291181363
psychology,engineering,0.9666666666666667,3.175,0.9916666666666667,3.558333333333333
psychology,law,0.9358695652173913,3.485869565217391,0.9728260869565217,3.765217391304348
psychology,history,0.896551724137931,2.553639846743295,0.9252873563218391,2.8371647509578546
