old,new,coverage_LAC,setsize_LAC,coverage_LAC_W,setsize_LAC_W
other,biology,0.8848167539267016,2.696335078534031,0.9738219895287958,3.4293193717277486
other,health,0.8709677419354839,2.6522423288749017,0.970102281667978,3.5200629425649095
other,physics,0.9104477611940298,3.1641791044776117,0.9682835820895522,3.6082089552238807
other,politics,0.8886756238003839,2.677543186180422,0.9596928982725528,3.197696737044146
other,history,0.8735632183908046,2.3908045977011496,0.9712643678160919,3.5555555555555554
other,engineering,0.95,3.1,0.95,3.1416666666666666
other,math,0.9381443298969072,3.6174112256586484,0.9495990836197021,3.6907216494845363
other,geography,0.88125,2.425,0.90625,2.51875
other,economics,0.9234608985024958,3.1231281198003327,0.9950083194675541,3.906821963394343
other,culture,0.9316546762589928,2.420863309352518,0.9424460431654677,2.5035971223021583
other,psychology,0.880469583778015,2.6531483457844183,0.9135538954108858,2.865528281750267
other,philosophy,0.8202459791863765,2.8959318826868494,0.9933774834437086,3.837275307473983
other,computer science,0.9166666666666666,3.1160714285714284,0.9464285714285714,3.3095238095238093
other,law,0.8891304347826087,3.253260869565217,1.0,6.0
other,business,0.9441176470588235,2.2470588235294118,0.9705882352941176,2.6294117647058823
other,chemistry,0.9246031746031746,3.4166666666666665,1.0,6.0
biology,health,0.8867033831628639,2.7380015735641225,0.9488591660110149,3.2974036191974823
biology,physics,0.9160447761194029,3.2257462686567164,0.914179104477612,3.218283582089552
biology,politics,0.9021113243761996,2.775431861804223,0.9021113243761996,2.775431861804223
biology,history,0.8850574712643678,2.4827586206896552,0.89272030651341,2.5057471264367814
biology,engineering,0.95,3.15,0.95,3.1666666666666665
biology,math,0.9495990836197021,3.6987399770904927,0.9690721649484536,3.801832760595647
biology,geography,0.90625,2.49375,0.90625,2.4875
biology,economics,0.9417637271214643,3.222961730449251,0.9267886855241264,3.146422628951747
biology,culture,0.9424460431654677,2.5179856115107913,1.0,3.726618705035971
biology,psychology,0.8964781216648879,2.737459978655283,1.0,6.0
biology,philosophy,0.8287606433301797,2.955534531693472,0.9460737937559129,3.498580889309366
biology,computer science,0.9345238095238095,3.193452380952381,0.9464285714285714,3.3482142857142856
biology,law,0.9021739130434783,3.341304347826087,1.0,6.0
biology,business,0.9558823529411765,2.3411764705882354,0.9705882352941176,2.611764705882353
biology,chemistry,0.9285714285714286,3.492063492063492,0.9722222222222222,3.8293650793650795
health,physics,0.9253731343283582,3.292910447761194,0.9253731343283582,3.28544776119403
health,politics,0.9117082533589251,2.8502879078694816,0.9596928982725528,3.197696737044146
health,history,0.9022988505747126,2.57088122605364,0.9559386973180076,3.256704980842912
health,engineering,0.95,3.225,0.9833333333333333,3.341666666666667
health,math,0.9587628865979382,3.7651775486827033,0.981672394043528,3.877434135166094
health,geography,0.90625,2.53125,0.9375,2.76875
health,economics,0.9517470881863561,3.3144758735440933,0.9767054908485857,3.4742096505823628
health,culture,0.9496402877697842,2.5863309352517985,0.9532374100719424,2.7482014388489207
health,psychology,0.9082177161152615,2.8121664887940234,0.9754535752401281,3.454642475987193
health,philosophy,0.8467360454115421,3.031220435193945,0.8883632923368022,3.2336802270577105
health,computer science,0.9404761904761905,3.2410714285714284,0.9494047619047619,3.386904761904762
health,law,0.9271739130434783,3.4543478260869565,0.9782608695652174,3.8217391304347825
health,business,0.9558823529411765,2.4088235294117646,0.9764705882352941,2.7205882352941178
health,chemistry,0.9404761904761905,3.5555555555555554,0.9484126984126984,3.734126984126984
physics,politics,0.8848368522072937,2.6391554702495204,0.9520153550863724,3.147792706333973
physics,history,0.8697318007662835,2.3505747126436782,0.9272030651340997,2.8199233716475094
physics,engineering,0.95,3.05,0.95,3.1666666666666665
physics,math,0.9312714776632303,3.5784650630011456,0.981672394043528,3.877434135166094
physics,geography,0.88125,2.38125,0.9375,2.85625
physics,economics,0.913477537437604,3.076539101497504,0.9816971713810316,3.550748752079867
physics,culture,0.920863309352518,2.384892086330935,0.9532374100719424,2.7553956834532376
physics,psychology,0.8751334044823906,2.606189967982924,0.9167556029882604,2.8975453575240127
physics,philosophy,0.8164616840113529,2.880794701986755,0.9810785241248817,3.6802270577105016
physics,computer science,0.9166666666666666,3.0922619047619047,0.9464285714285714,3.3214285714285716
physics,law,0.8826086956521739,3.208695652173913,0.9434782608695652,3.5510869565217393
physics,business,0.9411764705882353,2.223529411764706,0.9705882352941176,2.5676470588235296
physics,chemistry,0.9246031746031746,3.373015873015873,0.9444444444444444,3.619047619047619
politics,history,0.8869731800766284,2.4885057471264367,0.9425287356321839,3.0766283524904217
politics,engineering,0.95,3.15,0.9916666666666667,3.5
politics,math,0.9495990836197021,3.7010309278350517,0.9851088201603666,3.9037800687285222
politics,geography,0.90625,2.49375,0.9375,2.8125
politics,economics,0.9417637271214643,3.2246256239600664,0.9833610648918469,3.572379367720466
politics,culture,0.9424460431654677,2.5215827338129495,0.9748201438848921,3.0107913669064748
politics,psychology,0.8964781216648879,2.7395944503735326,0.9156883671291356,2.8911419423692637
politics,philosophy,0.8297067171239356,2.957426679280984,1.0,6.0
politics,computer science,0.9345238095238095,3.1964285714285716,0.9553571428571429,3.449404761904762
politics,law,0.9021739130434783,3.3434782608695652,1.0,6.0
politics,business,0.9558823529411765,2.3441176470588236,0.9411764705882353,2.226470588235294
