old,new,coverage_LAC,setsize_LAC,coverage_LAC_W,setsize_LAC_W
philosophy,physics,{'base_icl1': 0.9645522388059702},{'base_icl1': 2.6865671641791047},{'base_icl1': 0.9477611940298507},{'base_icl1': 2.264925373134328}
philosophy,health,{'base_icl1': 0.957513768686074},{'base_icl1': 2.250196695515342},{'base_icl1': 0.9047993705743509},{'base_icl1': 1.4893784421715184}
philosophy,history,{'base_icl1': 0.9770114942528736},{'base_icl1': 1.7911877394636015},{'base_icl1': 0.9616858237547893},{'base_icl1': 1.5727969348659003}
philosophy,biology,{'base_icl1': 0.9790575916230366},{'base_icl1': 1.8193717277486912},{'base_icl1': 0.9738219895287958},{'base_icl1': 1.6596858638743455}
philosophy,other,{'base_icl1': 0.9808773903262092},{'base_icl1': 2.1361079865016874},{'base_icl1': 0.9133858267716536},{'base_icl1': 1.3779527559055118}
philosophy,math,{'base_icl1': 0.9725085910652921},{'base_icl1': 3.4536082474226806},{'base_icl1': 0.9060710194730813},{'base_icl1': 2.3940435280641466}
philosophy,computer science,{'base_icl1': 0.9851190476190477},{'base_icl1': 2.738095238095238},{'base_icl1': 0.9851190476190477},{'base_icl1': 2.830357142857143}
philosophy,economics,{'base_icl1': 0.9683860232945092},{'base_icl1': 2.2778702163061566},{'base_icl1': 0.9351081530782029},{'base_icl1': 1.7504159733777038}
philosophy,psychology,{'base_icl1': 0.9701173959445037},{'base_icl1': 1.83991462113127},{'base_icl1': 0.9882604055496265},{'base_icl1': 3.4599786552828173}
philosophy,engineering,{'base_icl1': 0.9666666666666667},{'base_icl1': 2.566666666666667},{'base_icl1': 0.9666666666666667},{'base_icl1': 2.5}
philosophy,geography,{'base_icl1': 0.96875},{'base_icl1': 1.7375},{'base_icl1': 0.95625},{'base_icl1': 1.475}
philosophy,chemistry,{'base_icl1': 0.9523809523809523},{'base_icl1': 3.0277777777777777},{'base_icl1': 0.9603174603174603},{'base_icl1': 3.2698412698412698}
philosophy,culture,{'base_icl1': 0.9928057553956835},{'base_icl1': 1.8669064748201438},{'base_icl1': 0.9820143884892086},{'base_icl1': 1.4784172661870503}
philosophy,business,{'base_icl1': 0.9911764705882353},{'base_icl1': 1.785294117647059},{'base_icl1': 0.9941176470588236},{'base_icl1': 2.0470588235294116}
philosophy,law,{'base_icl1': 0.9510869565217391},{'base_icl1': 2.9043478260869566},{'base_icl1': 0.9347826086956522},{'base_icl1': 2.590217391304348}
philosophy,politics,{'base_icl1': 0.9731285988483686},{'base_icl1': 1.9520153550863724},{'base_icl1': 0.9846449136276392},{'base_icl1': 2.2994241842610363}
physics,health,{'base_icl1': 0.9150275373721479},{'base_icl1': 1.5594020456333595},{'base_icl1': 0.9354838709677419},{'base_icl1': 1.7002360346184107}
