old,new,coverage_LAC,setsize_LAC,coverage_LAC_W,setsize_LAC_W,coverage_APS,setsize_APS,coverage_APS_W,setsize_APS_W
physics,geography,0.88125,2.38125,0.9375,2.85625,1.0,4.29375,1.0,4.65625
physics,other,0.8976377952755905,2.6670416197975255,0.9482564679415073,3.0112485939257594,0.9988751406074241,4.338582677165355,0.9988751406074241,4.446569178852643
physics,economics,0.913477537437604,3.076539101497504,0.9816971713810316,3.550748752079867,1.0,4.475873544093178,1.0,4.509151414309485
physics,biology,0.8743455497382199,2.657068062827225,1.0,6.0,1.0,4.458115183246074,1.0,6.0
physics,health,0.8646734854445318,2.6191974822974036,0.9425649095200629,3.2108575924468923,1.0,4.439811172305271,1.0,4.5059008654602675
physics,psychology,0.8751334044823906,2.606189967982924,0.9167556029882604,2.8975453575240127,1.0,4.321237993596585,1.0,4.550693703308431
physics,math,0.9312714776632303,3.5784650630011456,0.981672394043528,3.877434135166094,1.0,4.747995418098511,1.0,4.790378006872852
physics,philosophy,0.8164616840113529,2.880794701986755,0.9810785241248817,3.6802270577105016,0.9990539262062441,4.653736991485336,1.0,5.425733207190161
physics,engineering,0.95,3.05,0.95,3.1666666666666665,1.0,4.225,1.0,4.25
physics,history,0.8697318007662835,2.3505747126436782,0.9272030651340997,2.8199233716475094,1.0,4.4655172413793105,1.0,4.632183908045977
physics,law,0.8826086956521739,3.208695652173913,0.9434782608695652,3.5510869565217393,1.0,4.797826086956522,1.0,4.886956521739131
physics,chemistry,0.9246031746031746,3.373015873015873,0.9444444444444444,3.619047619047619,1.0,4.662698412698413,1.0,4.825396825396825
physics,business,0.9411764705882353,2.223529411764706,0.9705882352941176,2.5676470588235296,1.0,4.176470588235294,1.0,4.391176470588236
physics,computer science,0.9166666666666666,3.0922619047619047,0.9464285714285714,3.3214285714285716,1.0,4.6398809523809526,1.0,4.6101190476190474
physics,culture,0.920863309352518,2.384892086330935,0.9532374100719424,2.7553956834532376,1.0,4.255395683453237,1.0,4.460431654676259
physics,politics,0.8848368522072937,2.6391554702495204,0.9520153550863724,3.147792706333973,1.0,4.324376199616123,1.0,4.675623800383877
geography,other,0.9325084364454443,2.8638920134983126,0.9808773903262092,3.421822272215973,0.9977502812148481,4.0517435320584925,1.0,5.042744656917885
geography,economics,0.9534109816971714,3.3194675540765393,1.0,6.0,1.0,4.261231281198003,1.0,6.0
geography,biology,0.9109947643979057,2.8743455497382198,0.9712041884816754,3.410994764397906,1.0,4.2539267015706805,1.0,4.369109947643979
geography,health,0.9016522423288749,2.83477576711251,0.977970102281668,3.7002360346184107,0.999213217938631,4.206923682140047,1.0,5.076317859952793
geography,psychology,0.9103521878335112,2.823906083244397,0.9989327641408752,4.054429028815369,0.9989327641408752,4.08324439701174,1.0,5.572038420490928
geography,math,0.9621993127147767,3.7754868270332187,0.9885452462772051,3.9564719358533793,1.0,4.376861397479955,1.0,4.791523482245132
geography,philosophy,0.8486281929990539,3.0397350993377485,0.9990539262062441,4.56480605487228,0.9981078524124882,4.538315988647114,1.0,5.877956480605487
geography,engineering,0.9583333333333334,3.2416666666666667,1.0,3.933333333333333,1.0,4.066666666666666,1.0,5.1
geography,history,0.9042145593869731,2.5766283524904217,0.9559386973180076,3.256704980842912,1.0,4.222222222222222,1.0,4.9559386973180075
geography,law,0.9282608695652174,3.4619565217391304,0.9652173913043478,3.6815217391304347,1.0,4.554347826086956,1.0,4.846739130434782
geography,chemistry,0.9404761904761905,3.5555555555555554,0.9404761904761905,3.5555555555555554,1.0,4.357142857142857,1.0,4.392857142857143
geography,business,0.9558823529411765,2.4176470588235293,1.0,3.726470588235294,1.0,3.838235294117647,1.0,5.432352941176471
