algorithm,seed,max_evals,evaluations,best_noisy,post_true,post_return_mean,post_loss_median,post_loss_cvar20
BERW-HeteroRobust,1,246,246,774.6639272581016,1134.4095126790946,-1134.4095126790946,1130.7622644745577,1440.660669873642
BERW-HeteroRobust,2,246,246,663.1060641142786,1188.0001869599396,-1188.0001869599396,1081.2389096558359,1704.6720423279298
BERW-HeteroRobust,3,246,246,8.388539998082285,910.4183807493338,-910.4183807493338,892.4754604866115,1187.1566077294572
BERW-HeteroRobust,4,246,246,906.2666657564031,1081.6101880599522,-1081.6101880599522,1118.6104190802084,1315.1210409526807
BERW-HeteroRobust,5,246,246,917.4791613272835,1134.8147348419643,-1134.8147348419643,1130.2241572049493,1274.6465405608137
BERW-HeteroRobust,6,246,246,489.5036739501291,1023.5341915076879,-1023.5341915076879,996.5410138516627,1267.4530853367614
BERW-HeteroRobust,7,246,246,992.0764477223602,1098.5824804646754,-1098.5824804646754,1090.0808451547964,1317.4099391900525
BERW-HeteroRobust,8,246,246,746.9454980296674,1098.0375305148004,-1098.0375305148004,1022.0014537910149,1471.1586417685953
BERW-HeteroRobust,9,246,246,769.3373067511416,1049.851917417364,-1049.851917417364,983.6927573120743,1435.976733778947
BERW-HeteroRobust,10,246,246,772.0241081577512,1036.3260475626003,-1036.3260475626003,998.1927510897178,1338.485017211826
BERW-HeteroRobust,11,246,246,653.8987360274833,1081.379913172264,-1081.379913172264,1100.3336537469627,1462.3012681202113
BERW-HeteroRobust,12,246,246,848.202663754493,1224.4131373360851,-1224.4131373360851,1208.9801056369547,1394.1318059614464
BERW-HeteroRobust,13,246,246,6.722892050958489,1100.7226714745505,-1100.7226714745505,1188.2027365776196,1471.1309568556017
BERW-HeteroRobust,14,246,246,855.2428805201258,995.8141168649338,-995.8141168649338,990.887183560312,1140.066356584544
BERW-HeteroRobust,15,246,246,129.16899301415722,1072.9361144521786,-1072.9361144521786,1093.4387042667856,1259.9838012424077
BERW-HeteroRobust,16,246,246,944.2470036873948,1017.5426443425517,-1017.5426443425517,970.8064177743836,1486.8783363300038
BERW-HeteroRobust,17,246,246,791.490021712327,1141.4564000439573,-1141.4564000439573,1113.9196883525835,1520.8250113259633
BERW-HeteroRobust,18,246,246,647.7973865182814,1019.081448249671,-1019.081448249671,980.1663672962883,1344.374169749619
BERW-HeteroRobust,19,246,246,523.8483895530874,1067.6769190089885,-1067.6769190089885,1032.3431917550133,1365.7582184341481
BERW-HeteroRobust,20,246,246,816.0518321067896,1098.3140662564153,-1098.3140662564153,1062.6883199979452,1399.134278066422
CMA-ES-sep,1,246,246,916.2411550099142,1112.4510602877178,-1112.4510602877178,1079.3225960933328,1377.452167358237
CMA-ES-sep,2,246,246,823.6912551737058,1041.5785100633295,-1041.5785100633295,936.8728039509756,1374.664075999077
CMA-ES-sep,3,246,246,656.0485431637132,1045.842133025594,-1045.842133025594,1056.2943849421727,1247.5360927154109
CMA-ES-sep,4,246,246,652.7719268324839,1015.2842475827376,-1015.2842475827376,977.1154851579777,1292.5180151790123
CMA-ES-sep,5,246,246,801.9979891054043,1088.6388574540997,-1088.6388574540997,1143.9459598845326,1488.0311987806142
CMA-ES-sep,6,246,246,884.958176620952,983.9699188070908,-983.9699188070908,1000.1525517026487,1083.0193177550393
CMA-ES-sep,7,246,246,895.5766972726974,1071.2335540950276,-1071.2335540950276,1060.0808394456362,1145.7241272890114
CMA-ES-sep,8,246,246,879.5750431238026,962.1103884284671,-962.1103884284671,966.6261756498761,1124.5725909554933
CMA-ES-sep,9,246,246,1007.2699996046072,1068.7554239396761,-1068.7554239396761,1081.8565348389054,1148.5632944546692
CMA-ES-sep,10,246,246,638.238782846635,924.0443495758153,-924.0443495758153,896.0267359737381,1052.824083194117
CMA-ES-sep,11,246,246,869.7019735561697,978.6278397065685,-978.6278397065685,994.2169693517458,1072.9011123803202
CMA-ES-sep,12,246,246,775.0034968372192,1157.2858884595926,-1157.2858884595926,1115.7585860701943,1452.4666945070594
CMA-ES-sep,13,246,246,1047.4613962293643,1178.6974192410794,-1178.6974192410794,1185.2742973632294,1358.4902403008796
CMA-ES-sep,14,246,246,924.360924985133,1167.837032891337,-1167.837032891337,1143.2912284438444,1479.8716643863872
CMA-ES-sep,15,246,246,801.3815573017717,1022.9775379886603,-1022.9775379886603,980.9341329128197,1469.5792652559649
CMA-ES-sep,16,246,246,854.1431206055245,1081.576174191394,-1081.576174191394,1095.8093628087956,1190.2375040857366
CMA-ES-sep,17,246,246,967.5263694646576,1073.2757668763538,-1073.2757668763538,1068.5263047904734,1319.2238726462374
CMA-ES-sep,18,246,246,748.1874869720817,892.2603801185962,-892.2603801185962,888.9884772034039,1038.332993028516
CMA-ES-sep,19,246,246,920.2023894970326,1159.8465207424306,-1159.8465207424306,1163.0755203967879,1388.6982262357806
CMA-ES-sep,20,246,246,1042.2011953467495,1255.9402179284275,-1255.9402179284275,1193.0939194669363,1629.344599649636
