dataset,seed,mse,aug_mse,delta_mse,p_wilcoxon,should_proceed,features_perturbed
623_fri_c4_1000_10_sample_500,985772,0.0015374756306878506,0.001506719757843613,-2.0004136800840033,0.8388671875,False,"[3, 1]"
623_fri_c4_1000_10_sample_500,305711,0.0017611475334549384,0.0019493356544286909,10.685539819856752,0.1376953125,False,"[3, 1]"
623_fri_c4_1000_10_sample_500,435829,0.00182756365824228,0.001719664059344658,-5.904013160416974,0.1611328125,False,"[3, 1, 4, 2]"
623_fri_c4_1000_10_sample_500,117952,0.0014638726462992432,0.0013869576351250013,-5.25421465922515,0.0244140625,True,"[3, 1, 2, 4]"
623_fri_c4_1000_10_sample_500,963395,0.002137682000209932,0.002144851621401229,0.33539231703277983,0.1162109375,False,"[3, 1, 2]"
623_fri_c4_1000_10_sample_500,152315,0.0016567459903238466,0.0017799259328221098,7.435053002553821,0.2783203125,False,"[3, 1]"
623_fri_c4_1000_10_sample_500,882371,0.0019058882625464174,0.0017957332795626158,-5.779718840212904,0.615234375,False,"[3, 1, 2]"
623_fri_c4_1000_10_sample_500,359783,0.002121378985208837,0.0021033641651922322,-0.8492032843830263,0.3125,False,"[3, 1, 2]"
623_fri_c4_1000_10_sample_500,304137,0.0017843868844593708,0.0017882463202071495,0.21628917929129748,0.0009765625,True,"[3, 1, 4, 2, 0]"
623_fri_c4_1000_10_sample_500,122579,0.002975210078828127,0.0027298039766201422,-8.248362156148824,0.4228515625,False,"[3, 1, 2, 4, 0]"
623_fri_c4_1000_10_sample_500,610581,0.0017771247130378596,0.0016525533836807221,-7.009712286550347,0.4228515625,False,"[3, 2]"
623_fri_c4_1000_10_sample_500,448242,0.0017998542211350198,0.0014027108849694867,-22.065305706541473,0.0048828125,True,"[3, 1, 2, 0, 8]"
623_fri_c4_1000_10_sample_500,374564,0.0015441954472423692,0.001483992139898522,-3.898684421804152,0.080078125,False,"[3, 1, 2]"
623_fri_c4_1000_10_sample_500,735831,0.0020314031530113434,0.0018923559899989364,-6.844882701214874,0.0654296875,False,"[3, 1, 4]"
623_fri_c4_1000_10_sample_500,736326,0.0018082491023135323,0.001609911402739925,-10.968494292066703,0.009765625,True,"[3, 1, 4, 2]"
