init_top30,bo_top30
6.0,6.2
6.0,6.2
6.0,6.2
6.1,6.3
6.1,6.2
6.1,6.2
6.1,6.2
6.3,6.3
6.1,6.4
6.5,6.3
6.6,6.3
6.6,6.3
6.3,6.8
6.6,6.5
6.2,6.9
6.7,6.6
6.4,6.8
6.1,8.3
6.5,6.3
6.6,6.4
6.5,6.7
6.5,6.5
6.4,6.3
6.5,6.4
6.8,6.9
6.8,6.6
10.2,6.7
6.8,6.4
6.8,7.4
6.8,6.7
