init_top20,ori_top20
-6.800000190734863,-6.9
-6.800000190734863,-6.9
-6.699999809265137,-6.6
-6.699999809265137,-6.6
-6.599999904632568,-6.4
-6.599999904632568,-6.4
-6.599999904632568,-6.4
-6.5,-6.3
-6.5,-6.3
-6.400000095367432,-6.3
-6.400000095367432,-6.2
-6.400000095367432,-6.2
-6.300000190734863,-6.1
-6.300000190734863,-6.1
-6.300000190734863,-6.0
-6.199999809265137,-6.0
-6.199999809265137,-6.0
-6.199999809265137,-6.0
-6.199999809265137,-5.9
-6.099999904632568,-5.9
