method,image_id,oracle_0,oracle_1,avg_oracle
easy_control,57981,0.8747066662803835,0.8034519222412144,0.839079294260799
easy_control,30278,0.6906138621847384,0.6160500486472045,0.6533319554159714
easy_control,83916,1.0,0.946285018270402,0.973142509135201
easy_control,94840,0.925908507909363,0.8527789653698161,0.8893437366395895
easy_control,18087,0.8991774356284951,0.6142441015351114,0.7567107685818033
easy_control,100294,1.0,0.9688211030048588,0.9844105515024296
easy_control,65641,1.0,0.9097178814018418,0.9548589407009208
easy_control,1590,0.8808365082455019,0.6435106649239412,0.7621735865847215
easy_control,3279,0.920437598423144,0.853848801193071,0.8871431998081074
easy_control,65110,0.6098280728765717,0.479095641335826,0.5444618571061989
easy_control,63265,1.0,0.9709875884048924,0.9854937942024462
easy_control,28092,0.9754773555671976,0.9168570887162396,0.9461672221417186
easy_control,63955,0.6034416299559471,0.5962187958883994,0.5998302129221733
easy_control,8239,0.95928831176069,0.9264347317236288,0.9428615217421592
easy_control,64419,0.797378669627915,0.5920593709432722,0.6947190202855936
easy_control,16781,1.0,0.9492344665568548,0.9746172332784272
easy_control,65209,1.0,0.9316080354217964,0.9658040177108982
easy_control,30032,0.7247987359376327,,0.7247987359376327
easy_control,62441,1.0,0.9448056255804697,0.9724028127902348
easy_control,3235,1.0,0.7528815359057357,0.8764407679528678
easy_control,86193,0.9083021121789652,0.8173426725308139,0.8628223923548894
easy_control,34970,0.8727805584826133,0.4320337197049526,0.6524071390937829
easy_control,97384,0.9138138138138138,0.950852547462717,0.9323331806382652
easy_control,100397,0.9823192986844648,0.961318491398424,0.9718188950414444
easy_control,59047,1.0,0.983790947543255,0.9918954737716276
easy_control,85911,1.0,1.0,1.0
easy_control,99524,0.8342260995881445,0.6632606739903764,0.7487433867892604
easy_control,353,0.8744810647017207,0.8314311267737242,0.8529560957377225
easy_control,30793,1.0,0.7639645622349337,0.8819822811174669
easy_control,95017,0.9774594102797391,0.9840204005792124,0.980739905429476
easy_control,99755,0.9636290596705912,0.9044837922190292,0.93405642594481
easy_control,57351,1.0,0.9617271907112522,0.9808635953556262
easy_control,29359,0.8885417159810002,0.8351875522731935,0.8618646341270968
easy_control,31163,0.6815017993957331,0.58263299545253,0.6320673974241315
easy_control,3792,0.5640554716804931,0.4630577907827359,0.5135566312316144
easy_control,33829,0.9582103662821152,0.9858955195278064,0.9720529429049608
easy_control,66689,1.0,1.0,1.0
easy_control,9377,0.898159688412853,0.9420058422590069,0.92008276533593
easy_control,56331,1.0,0.9551239680420192,0.9775619840210096
easy_control,58642,0.96012126687133,0.937284203918206,0.948702735394768
easy_control,58405,1.0,0.8922277790894846,0.9461138895447424
easy_control,98832,1.0,1.0,1.0
easy_control,100177,0.8864715390949849,0.8426085011640556,0.8645400201295202
easy_control,29355,1.0,0.9192073170731708,0.9596036585365854
easy_control,97172,1.0,0.950363049616781,0.9751815248083904
easy_control,96919,0.8119255082863489,0.8160601400990944,0.8139928241927217
easy_control,21129,1.0,0.8378501046836796,0.9189250523418396
easy_control,85926,0.9469107551487416,0.9266590389016018,0.9367848970251716
easy_control,36829,0.6734017826094914,0.7213650811081218,0.6973834318588066
easy_control,29681,0.8712000267192145,0.8495908620286563,0.8603954443739354
easy_control,31120,1.0,1.0,1.0
easy_control,56602,0.9218847158313642,0.9525401069518716,0.937212411391618
easy_control,3978,1.0,0.9607390793549077,0.980369539677454
easy_control,85194,1.0,1.0,1.0
easy_control,96807,0.887539832408828,0.700917620677446,0.794228726543137
easy_control,6623,1.0,0.90226559053279,0.951132795266395
easy_control,28950,1.0,0.8684807891713141,0.934240394585657
easy_control,38414,0.7740839243498818,0.7974906422379826,0.7857872832939322
easy_control,95929,0.891804138094312,0.6745499589910964,0.7831770485427042
easy_control,95878,0.965477667134229,0.912442182627546,0.9389599248808876
easy_control,10249,0.9628269677650004,0.936245009831377,0.9495359887981888
easy_control,93930,1.0,0.9719721824962844,0.9859860912481422
easy_control,13968,0.5137748311107763,,0.5137748311107763
easy_control,58117,0.9919418627644848,0.5451230966976468,0.7685324797310659
easy_control,97949,0.4792300459096189,0.5028486088832347,0.4910393273964268
easy_control,15129,0.9225392803964708,0.9760872947085362,0.9493132875525035
easy_control,68459,0.9897640918392184,0.9891015297521928,0.9894328107957056
easy_control,98073,0.7649659099423092,0.7701855598012037,0.7675757348717565
easy_control,97393,0.8796100299685141,0.6957095709570957,0.7876598004628049
easy_control,98812,0.5227899038148124,0.6110633708078252,0.5669266373113189
easy_control,21539,0.9498865910607072,0.8056971314209473,0.8777918612408273
easy_control,37600,1.0,0.9766159415714256,0.9883079707857128
easy_control,46355,1.0,1.0,1.0
easy_control,58962,1.0,0.8821399050114183,0.9410699525057092
easy_control,86174,0.9561969976297076,0.7803160389781406,0.8682565183039241
easy_control,98515,1.0,0.1429157498228471,0.5714578749114236
easy_control,7072,0.9014167433302668,0.8043348666053358,0.8528758049678014
easy_control,64947,1.0,0.9595456790123456,0.9797728395061728
easy_control,29635,1.0,0.9346920615687536,0.9673460307843768
easy_control,32072,0.9476019906805718,0.9790788347544932,0.9633404127175326
easy_control,56087,0.9372161704906354,,0.9372161704906354
easy_control,15099,0.923409250071511,0.9281339080516458,0.9257715790615784
easy_control,8563,0.8128651264010818,,0.8128651264010818
easy_control,57855,1.0,0.960899906952014,0.9804499534760068
easy_control,3065,0.9661933799467104,0.9710037374152822,0.9685985586809964
easy_control,38048,0.5882523838675202,0.700281187420235,0.6442667856438776
easy_control,20219,1.0,0.9494759825327512,0.9747379912663756
easy_control,57958,1.0,0.9048169286342946,0.9524084643171472
easy_control,97265,1.0,1.0,1.0
easy_control,31286,1.0,1.0,1.0
easy_control,9128,,0.7157701895065621,0.7157701895065621
easy_control,32408,0.750341655716163,,0.750341655716163
easy_control,68636,1.0,1.0,1.0
easy_control,12068,0.8880650332833793,0.6433276408880215,0.7656963370857004
easy_control,101082,0.8530746873060971,0.968257078475556,0.9106658828908264
easy_control,43442,1.0,0.9925533864906976,0.9962766932453488
easy_control,94445,1.0,0.9387133228397304,0.9693566614198652
easy_control,30634,1.0,1.0,1.0
easy_control,44739,0.940439864801427,0.8952915219228241,0.9178656933621256
easy_control,58685,0.887893382688007,0.8750219081470264,0.8814576454175167
diptych,57981,0.9623688386745304,0.9094305881238304,0.9358997133991804
diptych,30278,0.9632556358934724,0.9055640227386,0.9344098293160362
diptych,83916,0.9358684440212648,0.8771225105133699,0.9064954772673172
diptych,94840,0.9191564810623208,0.7616945827674664,0.8404255319148937
diptych,18087,0.9845720888297548,,0.9845720888297548
diptych,100294,0.9679150267680348,1.0,0.9839575133840174
diptych,65641,1.0,0.8895580601680576,0.9447790300840287
diptych,1590,0.7261416280608868,1.0,0.8630708140304434
diptych,3279,0.8811512794661289,0.6166162561812857,0.7488837678237072
diptych,65110,0.9836384141580636,0.947271623145658,0.9654550186518608
diptych,63265,0.979215800027746,0.908085406918818,0.943650603473282
diptych,28092,1.0,0.9582616414453085,0.9791308207226542
diptych,63955,0.950161266099792,0.9458775235820384,0.9480193948409152
diptych,8239,1.0,1.0,1.0
diptych,64419,0.9464150628400904,0.7625641052395435,0.854489584039817
diptych,16781,0.9869077732959596,1.0,0.9934538866479798
diptych,65209,0.9200574605250864,0.7366392600205549,0.8283483602728207
diptych,30032,0.9646685329738964,0.9579834007277612,0.9613259668508288
diptych,62441,0.9624570963518628,0.9415979618555608,0.9520275291037118
diptych,3235,0.8972702599645604,0.8096808200435144,0.8534755400040375
diptych,86193,0.8216985848212357,0.7858408062754199,0.8037696955483278
diptych,34970,1.0,0.9908916465731636,0.9954458232865816
diptych,97384,0.9832439475199224,0.9321273823591796,0.9576856649395508
diptych,100397,1.0,1.0,1.0
diptych,59047,0.9522298189152714,1.0,0.9761149094576356
diptych,85911,0.9377355884036234,0.9314104714728346,0.934573029938229
diptych,99524,0.9633699870633894,0.9340297542043984,0.948699870633894
diptych,353,0.9887881743425468,0.9176382687437924,0.9532132215431696
diptych,30793,1.0,0.8324418328897789,0.9162209164448896
diptych,95017,1.0,0.955977692031306,0.9779888460156532
diptych,99755,1.0,1.0,1.0
diptych,57351,1.0,1.0,1.0
diptych,29359,0.9809185533837428,0.9036775547856152,0.9422980540846788
diptych,31163,1.0,0.7203433688852887,0.8601716844426444
diptych,3792,0.8800962098689813,0.531051585819502,0.7055738978442416
diptych,33829,0.94145165661147,0.9200718839587524,0.9307617702851112
diptych,66689,0.8803486529318542,0.6819155822414678,0.781132117586661
diptych,9377,0.99394324408221,1.0,0.9969716220411052
diptych,56331,1.0,0.9194817640662722,0.959740882033136
diptych,58642,1.0,0.9894404631958617,0.9947202315979308
diptych,58405,0.9665151748574948,0.9812740717917116,0.9738946233246032
diptych,98832,0.9800722941209522,0.9769320572609392,0.9785021756909458
diptych,100177,0.9662062635714446,0.9703521300172372,0.9682791967943408
diptych,29355,0.9787992495309568,0.9611632270168856,0.9699812382739212
diptych,97172,1.0,0.9965110796793966,0.9982555398396984
diptych,96919,0.985660706644404,0.9857949539783358,0.98572783031137
