method,image_id,oracle_0,oracle_1,avg_oracle
diptych,21129,0.9690370852309694,0.9600455432661028,0.9645413142485362
diptych,85926,0.950136045683323,0.8394427381967232,0.8947893919400232
diptych,36829,0.9551056956246928,1.0,0.9775528478123464
diptych,29681,1.0,0.9012000397867896,0.9506000198933948
diptych,31120,0.9462318422800708,0.9501798538609046,0.9482058480704876
diptych,56602,1.0,0.9865864343006948,0.9932932171503476
diptych,3978,1.0,0.8003230969440414,0.9001615484720207
diptych,85194,0.9246007623597394,0.9163692796201074,0.9204850209899234
diptych,96807,0.9780127131335766,1.0,0.9890063565667884
diptych,6623,0.9688633852514524,0.9831485903696048,0.9760059878105286
diptych,28950,1.0,1.0,1.0
diptych,38414,0.9424893168172228,0.910304538324228,0.9263969275707252
diptych,95929,0.6925892639817259,0.7525791533262184,0.7225842086539722
diptych,95878,0.961578944166266,0.9443670412440756,0.9529729927051708
diptych,10249,0.7985520681587428,0.9067540723083036,0.8526530702335231
diptych,93930,1.0,0.9949867452582966,0.9974933726291484
diptych,13968,0.9404708520179372,,0.9404708520179372
diptych,58117,1.0,0.9661973928312164,0.9830986964156084
diptych,97949,1.0,0.9871511744629592,0.9935755872314797
diptych,15129,0.9457329512337284,1.0,0.972866475616864
diptych,68459,0.9330653677146848,0.8789045202166434,0.905984943965664
diptych,98073,1.0,1.0,1.0
diptych,97393,0.9845357447087348,0.9275932114540332,0.956064478081384
diptych,98812,1.0,0.8961222415545488,0.9480611207772744
diptych,21539,0.8424784431721621,0.7556242773761266,0.7990513602741444
diptych,37600,0.9666511424418196,0.9047377111647402,0.93569442680328
diptych,46355,1.0,0.969311815369178,0.984655907684589
diptych,58962,0.93997298784453,0.8211069981491671,0.8805399929968485
diptych,86174,1.0,0.9214632598774922,0.960731629938746
diptych,98515,1.0,1.0,1.0
diptych,7072,1.0,1.0,1.0
diptych,64947,0.988256549232159,0.9916931778013433,0.9899748635167512
diptych,29635,1.0,0.994674104072744,0.997337052036372
diptych,32072,1.0,1.0,1.0
diptych,56087,0.972421259562102,0.8981751876807362,0.9352982236214192
diptych,15099,0.9677446365108014,1.0,0.9838723182554008
diptych,8563,0.5792128113138876,,0.5792128113138876
diptych,57855,1.0,0.9371653161436336,0.9685826580718168
diptych,3065,0.9346938775510204,,0.9346938775510204
diptych,38048,0.93815638906548,0.9386904005085824,0.9384233947870312
diptych,20219,1.0,0.969616383541897,0.9848081917709486
diptych,57958,1.0,0.9808149849407948,0.9904074924703974
diptych,97265,0.9687208564927072,1.0,0.9843604282463536
diptych,31286,0.9756356944842748,0.953780709301214,0.9647082018927444
diptych,9128,0.9670737686404778,0.96740429798322,0.967239033311849
diptych,32408,0.7342677345537758,,0.7342677345537758
diptych,68636,0.9897467205159513,0.9671112363420056,0.9784289784289784
diptych,12068,0.6899460979610967,0.6157722052964612,0.6528591516287789
diptych,101082,0.969435292906414,0.9850007721610212,0.9772180325337176
diptych,43442,1.0,0.9104665325142978,0.9552332662571488
diptych,94445,1.0,1.0,1.0
diptych,30634,1.0,1.0,1.0
diptych,44739,0.9113659607373594,0.9283406919603882,0.9198533263488736
diptych,58685,0.881064792866745,0.9713215095172844,0.9261931511920148
dsd_diffusion,57981,0.886603736300485,,0.886603736300485
dsd_diffusion,30278,0.892486016402206,,0.892486016402206
dsd_diffusion,83916,0.8999234216348063,,0.8999234216348063
dsd_diffusion,94840,0.9368424348697396,,0.9368424348697396
dsd_diffusion,18087,0.9744863371706254,,0.9744863371706254
dsd_diffusion,100294,1.0,,1.0
dsd_diffusion,65641,0.9283502675404316,,0.9283502675404316
dsd_diffusion,1590,0.8995294946067919,,0.8995294946067919
dsd_diffusion,3279,1.0,,1.0
dsd_diffusion,65110,0.8747798489894851,,0.8747798489894851
dsd_diffusion,63265,0.8454427290572444,,0.8454427290572444
dsd_diffusion,28092,1.0,,1.0
dsd_diffusion,63955,0.935880742201712,,0.935880742201712
dsd_diffusion,8239,0.9819156800653198,,0.9819156800653198
dsd_diffusion,64419,0.7460438720942922,,0.7460438720942922
dsd_diffusion,16781,0.8922671951021133,,0.8922671951021133
dsd_diffusion,65209,1.0,,1.0
dsd_diffusion,30032,0.9501223483524368,,0.9501223483524368
dsd_diffusion,62441,1.0,,1.0
dsd_diffusion,3235,0.969018892354776,,0.969018892354776
dsd_diffusion,86193,0.957753420995472,,0.957753420995472
dsd_diffusion,34970,0.8817669521735308,,0.8817669521735308
dsd_diffusion,97384,1.0,,1.0
dsd_diffusion,100397,1.0,,1.0
dsd_diffusion,59047,1.0,,1.0
dsd_diffusion,85911,0.8994608150470219,,0.8994608150470219
dsd_diffusion,99524,0.9899124651700753,,0.9899124651700753
dsd_diffusion,353,1.0,,1.0
dsd_diffusion,30793,0.8613619564868078,,0.8613619564868078
dsd_diffusion,95017,1.0,,1.0
dsd_diffusion,99755,0.9514561679481336,,0.9514561679481336
dsd_diffusion,57351,1.0,,1.0
dsd_diffusion,29359,0.9532476122708732,,0.9532476122708732
dsd_diffusion,31163,1.0,,1.0
dsd_diffusion,3792,0.9522038207035776,,0.9522038207035776
dsd_diffusion,33829,1.0,,1.0
dsd_diffusion,66689,1.0,,1.0
dsd_diffusion,9377,1.0,,1.0
dsd_diffusion,56331,1.0,,1.0
dsd_diffusion,58642,1.0,,1.0
dsd_diffusion,58405,0.9847142432258972,,0.9847142432258972
dsd_diffusion,98832,0.9788631304883506,,0.9788631304883506
dsd_diffusion,100177,0.9871961504117472,,0.9871961504117472
dsd_diffusion,29355,1.0,,1.0
dsd_diffusion,97172,1.0,,1.0
dsd_diffusion,96919,1.0,,1.0
dsd_diffusion,21129,1.0,,1.0
dsd_diffusion,85926,0.901389288610973,,0.901389288610973
dsd_diffusion,36829,1.0,,1.0
dsd_diffusion,29681,0.94622801711258,,0.94622801711258
dsd_diffusion,31120,1.0,,1.0
dsd_diffusion,56602,1.0,,1.0
dsd_diffusion,3978,1.0,,1.0
dsd_diffusion,85194,1.0,,1.0
dsd_diffusion,96807,0.8769429355133652,,0.8769429355133652
dsd_diffusion,6623,0.9687739651951628,,0.9687739651951628
dsd_diffusion,28950,0.935975345619268,,0.935975345619268
dsd_diffusion,38414,0.8759206719682464,,0.8759206719682464
dsd_diffusion,95929,0.7449049916313872,,0.7449049916313872
dsd_diffusion,95878,1.0,,1.0
dsd_diffusion,10249,0.952165303802574,,0.952165303802574
dsd_diffusion,93930,0.9924138160300522,,0.9924138160300522
dsd_diffusion,13968,1.0,,1.0
dsd_diffusion,58117,0.9902425783593816,,0.9902425783593816
dsd_diffusion,97949,0.9004866003340838,,0.9004866003340838
dsd_diffusion,15129,1.0,,1.0
dsd_diffusion,68459,0.989323233045094,,0.989323233045094
dsd_diffusion,98073,1.0,,1.0
dsd_diffusion,97393,1.0,,1.0
dsd_diffusion,98812,0.972492608218996,,0.972492608218996
dsd_diffusion,21539,1.0,,1.0
dsd_diffusion,37600,0.9702670922224088,,0.9702670922224088
dsd_diffusion,46355,0.9923393621597264,,0.9923393621597264
dsd_diffusion,58962,0.9678419166688464,,0.9678419166688464
dsd_diffusion,86174,1.0,,1.0
dsd_diffusion,98515,0.8610924369747899,,0.8610924369747899
dsd_diffusion,7072,1.0,,1.0
dsd_diffusion,64947,1.0,,1.0
dsd_diffusion,29635,0.9711922590488428,,0.9711922590488428
dsd_diffusion,32072,0.961146331516702,,0.961146331516702
dsd_diffusion,56087,0.9597756825717364,,0.9597756825717364
dsd_diffusion,15099,0.9866064019836582,,0.9866064019836582
dsd_diffusion,8563,0.8527409932386217,,0.8527409932386217
dsd_diffusion,57855,1.0,,1.0
dsd_diffusion,3065,0.929700163830691,,0.929700163830691
dsd_diffusion,38048,1.0,,1.0
dsd_diffusion,20219,0.9147244035224164,,0.9147244035224164
dsd_diffusion,57958,1.0,,1.0
dsd_diffusion,97265,1.0,,1.0
dsd_diffusion,31286,0.9544877064494433,,0.9544877064494433
dsd_diffusion,9128,0.955088315542578,,0.955088315542578
dsd_diffusion,32408,0.9064251245330012,,0.9064251245330012
dsd_diffusion,68636,1.0,,1.0
dsd_diffusion,12068,0.9016563975354084,,0.9016563975354084
dsd_diffusion,101082,0.9869297739084084,,0.9869297739084084
dsd_diffusion,43442,1.0,,1.0
dsd_diffusion,94445,1.0,,1.0
dsd_diffusion,30634,1.0,,1.0
dsd_diffusion,44739,1.0,,1.0
dsd_diffusion,58685,0.8951661168872743,,0.8951661168872743
