init_top30,bo_top30
8.3,8.4
8.3,8.4
8.4,8.5
8.4,8.6
8.5,8.6
8.6,8.7
9.0,8.7
9.6,8.7
8.7,8.7
8.8,8.7
8.4,9.0
9.3,8.9
8.6,9.0
9.0,8.7
8.7,8.9
8.7,9.0
13.1,8.8
9.9,9.0
8.4,9.1
8.4,9.5
8.9,9.8
8.7,9.1
10.2,9.9
9.9,9.4
8.6,9.7
9.4,9.3
8.8,9.3
9.3,9.4
8.5,9.6
9.6,9.6
