M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1.00,1.16,1.00,1.00,0.95
128,1.00,1.18,1.04,1.05,1.01
256,1.00,1.11,1.00,1.03,0.97
512,1.00,1.13,1.04,1.05,0.99
