M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,4423.247,4967.136,4310.675,4159.390,4056.884
128,6646.679,7005.467,6590.095,6408.350,6089.367
256,8204.194,8652.306,7954.905,7938.542,7599.845
512,8647.294,8778.568,8217.912,8210.267,7948.012
