M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,648.842,872.168,703.646,698.272,670.600
128,1101.254,1477.593,1183.048,1163.482,1106.562
256,1481.113,1852.712,1587.504,1587.472,1514.285
512,1532.212,1865.008,1620.855,1553.373,1525.727
