M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1260.255,1676.214,1343.241,1327.098,1216.147
128,2107.515,2721.811,2216.889,2186.807,2112.836
256,2908.427,3495.641,2950.262,2975.685,2838.361
512,2944.704,3510.114,2997.229,2949.309,2833.170
