M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,4221.629,4896.985,4234.722,4241.682,4019.967
128,6229.464,7354.592,6473.821,6548.167,6270.747
256,7858.768,8759.793,7877.837,8074.683,7605.951
512,7992.803,9014.548,8326.925,8393.595,7938.185
