M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,2462.923,3015.789,2438.649,2623.575,2424.851
128,3709.033,4389.729,3891.767,3946.486,3815.527
256,4814.981,5455.623,4943.384,4980.610,4902.388
512,4772.123,5599.423,5129.716,5116.604,5074.475
