M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1.00,1.36,1.08,1.15,1.08
128,1.00,1.38,1.05,1.11,1.08
256,1.00,1.36,1.06,1.10,1.09
512,1.00,1.28,1.05,1.07,0.99
