M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,2107.834,2486.295,2145.468,2163.656,1958.724
128,3149.691,3682.433,3334.667,3295.032,3054.204
256,4020.632,4475.536,4200.832,4122.330,3894.986
512,4196.293,4534.544,4292.526,4172.460,4007.275
