M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1.00,1.34,1.08,1.08,1.03
128,1.00,1.34,1.07,1.06,1.00
256,1.00,1.25,1.07,1.07,1.02
512,1.00,1.22,1.06,1.01,1.00
