M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,2524.905,2908.460,2474.851,2516.509,2446.617
128,3927.944,4497.724,3970.065,3876.967,3825.833
256,5001.280,5488.144,5003.525,5014.594,4826.509
512,5175.721,5487.283,5106.116,5078.573,4945.517
