M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1.00,8.56,7.82,7.43,6.58
128,1.00,1.21,1.09,1.07,0.96
256,1.00,1.12,1.05,1.03,0.96
512,1.00,1.15,1.07,1.04,0.98
