probe_value_key,threshold,n_non_ties,accuracy,correct,pred_berw_count,pred_berw_rate,pred_cma_label_cma,pred_cma_label_berw,pred_berw_label_cma,pred_berw_label_berw
misranking_rd,0.0,450,0.3422222222222222,154,450,1.0,0,0,296,154
misranking_rd,0.005,450,0.47555555555555556,214,316,0.7022222222222222,97,37,199,117
misranking_rd,0.01,450,0.47555555555555556,214,316,0.7022222222222222,97,37,199,117
misranking_rd,0.015,450,0.47555555555555556,214,316,0.7022222222222222,97,37,199,117
misranking_rd,0.02,450,0.47555555555555556,214,316,0.7022222222222222,97,37,199,117
misranking_rd,0.025,450,0.5177777777777778,233,283,0.6288888888888889,123,44,173,110
misranking_rd,0.03,450,0.5177777777777778,233,283,0.6288888888888889,123,44,173,110
misranking_rd,0.035,450,0.5177777777777778,233,283,0.6288888888888889,123,44,173,110
misranking_rd,0.04,450,0.5177777777777778,233,283,0.6288888888888889,123,44,173,110
misranking_rd,0.045,450,0.5244444444444445,236,270,0.6,131,49,165,105
misranking_rd,0.05,450,0.5244444444444445,236,270,0.6,131,49,165,105
misranking_rd,0.055,450,0.5244444444444445,236,270,0.6,131,49,165,105
misranking_rd,0.06,450,0.5244444444444445,236,270,0.6,131,49,165,105
misranking_rd,0.065,450,0.5244444444444445,236,260,0.5777777777777777,136,54,160,100
misranking_rd,0.07,450,0.5244444444444445,236,260,0.5777777777777777,136,54,160,100
misranking_rd,0.075,450,0.5244444444444445,236,260,0.5777777777777777,136,54,160,100
misranking_rd,0.08,450,0.5244444444444445,236,260,0.5777777777777777,136,54,160,100
misranking_rd,0.085,450,0.5266666666666666,237,253,0.5622222222222222,140,57,156,97
misranking_rd,0.09,450,0.5266666666666666,237,253,0.5622222222222222,140,57,156,97
misranking_rd,0.095,450,0.5266666666666666,237,253,0.5622222222222222,140,57,156,97
misranking_rd,0.1,450,0.5266666666666666,237,253,0.5622222222222222,140,57,156,97
misranking_rd,0.105,450,0.5222222222222223,235,249,0.5533333333333333,141,60,155,94
misranking_rd,0.11,450,0.5222222222222223,235,249,0.5533333333333333,141,60,155,94
misranking_rd,0.115,450,0.5222222222222223,235,249,0.5533333333333333,141,60,155,94
misranking_rd,0.12,450,0.5222222222222223,235,249,0.5533333333333333,141,60,155,94
misranking_rd,0.125,450,0.5222222222222223,235,249,0.5533333333333333,141,60,155,94
misranking_rd,0.13,450,0.5222222222222223,235,249,0.5533333333333333,141,60,155,94
misranking_rd,0.135,450,0.5222222222222223,235,249,0.5533333333333333,141,60,155,94
misranking_rd,0.14,450,0.5244444444444445,236,248,0.5511111111111111,142,60,154,94
misranking_rd,0.145,450,0.5244444444444445,236,248,0.5511111111111111,142,60,154,94
misranking_rd,0.15,450,0.5244444444444445,236,248,0.5511111111111111,142,60,154,94
misranking_rd,0.155,450,0.5244444444444445,236,248,0.5511111111111111,142,60,154,94
misranking_rd,0.16,450,0.5244444444444445,236,248,0.5511111111111111,142,60,154,94
misranking_rd,0.165,450,0.5377777777777778,242,236,0.5244444444444445,151,63,145,91
misranking_rd,0.17,450,0.5377777777777778,242,236,0.5244444444444445,151,63,145,91
misranking_rd,0.17500000000000002,450,0.5377777777777778,242,236,0.5244444444444445,151,63,145,91
misranking_rd,0.18,450,0.5377777777777778,242,236,0.5244444444444445,151,63,145,91
misranking_rd,0.185,450,0.5444444444444444,245,225,0.5,158,67,138,87
