"","a1","d","g","u"
"1",8.84207803984775,5.34625896218382,0.783657148003668,1
"6",-0.68300997151729,2.19149100947164,0.00349238146705367,1
"24",0.980311373866995,4.45715231829329,0.179330467638225,1
"48",4.91171131360458,-2.45672296110502,0.246028864440575,1
"51",0.842743193600884,7.69608156545997,0.17843823942841,1
"63",6.40329477453423,12.6595300708659,0.843077383158466,1
"76",3.2206986109741,2.62333782458965,0.377809033206394,1
"77",-0.466175314441008,-1.17670128687572,0.000339010735387651,1
"90",-1.46172114818845,-5.42221008506941,0.000504507657383833,1
"117",-0.627886593836453,-1.5405367573673,0.0266102289197547,1
"132",-1.68080379605817,-2.55219046462013,6.62925091177497e-05,1
"148",0.738561287507724,4.17363361103248,0.22137675086801,1
"150",2.57640196238844,-0.0174272446103457,0.226459721629189,1
"153",2.97749470192119,4.73197719597959,0.0135496495943082,1
"157",4.33938182682758,3.81285714105744,0.22183575984056,1
"171",5.72158357440926,0.724302628703494,0.805897842794486,1
"172",1.97032552368059,7.06733429038828,0.237721503037636,1
"200",-0.621173211527122,-1.46264720254229,0.00082749724274061,1
"203",2.69146991250595,1.99181535384349,0.431227049168127,1
"224",3.71211925575823,-3.78531304307683,0.0207094361006465,1
"229",1.15896762517592,-0.791157739752157,0.563740117052631,1
"234",3.38180503092717,3.0894954304928,0.579648844272152,1
"267",1.88582069616637,2.04317504321558,0.704615245314467,1
"281",0.0263691659494972,-2.35809541242923,0.0407890126330884,1
"282",-0.835765207167103,-0.670874597555191,1.69036729288961e-05,1
"285",-0.353202433569846,-1.27195527616135,0.177128312805044,1
"304",3.63624791434364,5.45273801970406,0.256464515582757,1
"335",3.69075301477939,6.71275178918749,0.0209199555928172,1
"356",1.95219379041827,6.66692003243762,0.18549602928041,1
"360",2.38907285821463,0.774614015754773,0.0318128495514208,1
"386",3.09736119685067,-2.7504324157479,0.393286411431828,1
"389",5.44041830323337,4.65480462627901,0.906249999610953,1
"393",11.6190525621864,-13.1658668951646,0.24668487717832,1
"417",-0.594377458190909,-2.91139604691934,0.00023000500076925,1
"419",-0.651639255548754,-1.62142169504558,0.000255866864225417,1
"422",0.590408146423528,-4.51952290309682,0.000317032671588529,1
"436",0.155323614657399,4.98810917681629,0.150902693624049,1
"439",0.412341349033795,4.46650959807381,0.151414983031992,1
"444",0.900914363765551,8.42470113393765,0.187891953929425,1
"459",6.85164266479152,-8.00508214077386,0.106547740816541,1
"482",1.99074129879649,0.984448664072957,0.865509274725066,1
"495",-0.721927667783358,-8.79826115022663,7.47431922868831e-05,1
"531",-0.958805739399341,0.445942353340124,0.000376303448697027,1
"544",5.65980421964901,1.36621450096856,0.50434139002305,1
"557",4.80286777823329,-5.68655827165534,0.0183815431993926,1
"569",5.09767140701153,-1.89185521349,0.0206600743821625,1
"570",2.38683595661639,10.0038687624186,0.244900092832088,1
"579",-0.210541813860912,5.87000872230276,0.157004053407172,1
"585",2.97672638394043,8.25185641686249,0.288772600841895,1
"602",4.73865415518253,1.48049857778544,0.0872584355823036,1
"603",4.78785968260579,-0.144064112370994,0.643658969705385,1
"614",4.26881510884455,5.37531060419865,0.408685362571166,1
"615",-1.03123010595756,1.17455118570794,0.000359414183598619,1
"691",-1.25216637876594,-2.00121897381793,0.000119470071367793,1
"705",0.853571664033909,2.67464077410778,0.0110542843024481,1
"714",3.24911757199072,8.08793041179169,0.121140116668863,1
"723",4.95735111996421,-1.49626919360131,0.287081489180652,1
"724",2.19849154172359,7.71056833964315,0.220410735758874,1
"726",2.06034602972803,6.86763389971717,0.185343723626139,1
"730",2.67264407867992,2.49035262271727,0.446787230379536,1
"752",6.23459880190596,-2.60528349330885,0.533294030454443,1
"759",-1.34440592796111,-0.280253080545122,9.96912276252394e-05,1
"761",-1.87118903129043,-7.72228449371714,0.000106094789012828,1
"766",15.3652558630954,-9.4941496877156,0.697440697617352,1
"770",-1.13578383776003,-2.01800871431535,9.23499590662952e-05,1
"781",0.587705263840138,3.00508361694153,0.125094790453544,1
"811",0.325698065676264,-4.46282626938308,0.00589824324304231,1
"817",2.65707751874441,-0.365255398816678,0.0938888887313443,1
"831",3.82729204976628,1.86760746872463,0.104304095280148,1
"832",-0.24214093054221,-5.15569187565363,0.00258333099183087,1
"835",4.04154094263234,5.79680820818075,0.286972368285398,1
"843",1.20619162717563,5.59739784762368,0.173527489478457,1
"848",2.17420308722777,6.80193367096151,0.210748822966993,1
"929",1.43649642906846,2.88790156235385,0.333591064052167,1
"933",-0.676810242431147,-4.19730915611039,0.000182051549393055,1
"951",0.944246176194424,-1.06205585700162,0.119375704868875,1
"972",13.794440818701,-7.60151813509848,0.543828509477226,1
"973",2.30853531118998,7.97169961041693,0.238401857881761,1
"980",2.90375232976095,1.99403633928353,0.0146122546953208,1
"992",2.98826760813267,-4.09293811710732,0.583883531176526,1
"997",2.30953314128225,0.618057079257432,0.150842105643791,1
"1024",1.58495133059485,-0.932767239981048,0.00410137711244867,1
"1026",-3.49221003534398,5.04755893085042,0.000283382470697002,1
"1034",3.0561215177113,-1.14278237838308,0.69604757101688,1
"1037",0.532143058628786,3.1209561823072,0.250358261265601,1
"1043",2.03033617908006,7.31814924359955,0.178497242425237,1
"1055",7.25871875131357,-2.94606507874185,0.391990946332221,1
"1064",2.36653923078435,0.87997059783502,0.163248716750068,1
"1077",1.19755826689729,6.80690038365812,0.173561420287944,1
"1085",2.56655927857134,2.88615650995802,0.00316232124518245,1
"1089",2.47155276665513,4.76489671490971,0.0188526057549934,1
"1103",-1.08729915562959,-1.54706580902766,0.000538198506813565,1
"1104",9.53156324870937,-14.6502342343136,0.0478553187131822,1
"1113",1.22219266190199,4.68760153228034,0.192796722576984,1
"1115",4.16586662267218,0.471586393234032,0.342605138204397,1
"1145",4.07735196807477,0.101660042375019,0.196672988212003,1
"1152",0.739076377802091,-0.268215924545431,0.000523503786381603,1
"1157",0.664801949419731,2.46366860711211,0.554516607787562,1
"1162",9.07346979381144,13.0763993915532,0.762535058921902,1
