"X","F1","SE_F1","Theta_Linked"
1,0.111308954416621,0.20182783764096,-0.153074144366563
2,0.116120317953859,0.201008940577052,-0.149070859910876
3,0.104516703205419,0.201507839362602,-0.15872562205734
4,0.384238236694607,0.231220867423305,0.0740160650488507
5,0.359705134348078,0.216983774620146,0.0536033511656676
6,0.359705134348078,0.216983774620146,0.0536033511656676
7,0.120359817696779,0.230816784556752,-0.145543393468285
8,0.391036425119938,0.218045654325068,0.0796724827855942
9,0.320009036477962,0.221818263151718,0.0205743001856494
10,0.457154117981195,0.224619968487618,0.134685563802801
11,0.0404990238567966,0.22075201098211,-0.21199139144723
12,-0.416362924291717,0.218648217082313,-0.592122371212563
13,-0.580004143159415,0.188759594934654,-0.728279687684781
14,-0.644707416363596,0.218201705188885,-0.782115903935239
15,-0.723846537396423,0.169972566397412,-0.847963435641243
16,-1.76906111982663,0.201295670705092,-1.71763193154988
17,-0.0484706928586575,0.224020041080033,-0.286018448683119
18,-1.32471422732418,0.20522085627926,-1.34791407632651
19,1.45016363103755,0.264656856017264,0.960916946486703
20,1.52626346093613,0.255981829322109,1.02423564268488
21,1.4411063302021,0.256028408904404,0.953380839234694
22,-1.394482239188,0.185310982687218,-1.40596439724633
23,-0.772017634604196,0.211584620127874,-0.888044091191942
24,0.0378283977495593,0.249819609298444,-0.214213480029668
25,-0.151342793637831,0.272962404136834,-0.371612954021509
26,-0.65907273415371,0.324561528116882,-0.79406853502725
27,-0.151342793637831,0.272962404136834,-0.371612954021509
28,-1.33654318279569,0.209907319522384,-1.3577563327263
29,0.286942289206909,0.238616715088869,-0.00693881419986281
30,-0.814489555809157,0.243189005616334,-0.923382759876403
31,-0.0203769084435666,0.203544528284119,-0.262643077111239
32,-0.0593272070935414,0.239011406368507,-0.29505158748942
33,-0.426576055128761,0.198753791859851,-0.600620184276861
34,0.151378565544501,0.237755982630345,-0.119734312501412
35,-0.501027169494596,0.191510941905032,-0.662567070339925
36,-0.461274106128951,0.229321233937887,-0.629490621344563
37,-0.377752292140216,0.212074160495893,-0.559996479597843
38,-0.748847562159791,0.245129835234633,-0.868765483342854
39,-0.658960004410422,0.227401260611208,-0.793974738492129
40,-0.355218021357286,0.20626801881732,-0.541246889123681
41,-0.378211409726949,0.218079076544437,-0.560378487376734
42,0.164547954461201,0.24363507518636,-0.10877675139985
