"","a1","d","g","u"
"11",1.67116386587802,-0.684851573856275,0.58209242793194,1
"25",-1.7058087788063,-5.93681195626224,0.00011257929187201,1
"31",3.13659764043878,4.4053914493794,0.00794208198482098,1
"33",-0.996572500091976,-4.83721195119365,0.000166667109536839,1
"39",4.60184962228421,9.78641369899308,0.785586334573709,1
"52",-0.523085504436664,-3.17690611574232,0.000439550654052362,1
"56",3.6930130033024,4.33360540099586,0.857132403090182,1
"71",0.385246203522923,2.22944599047735,0.321278956968517,1
"75",4.86904621637684,-0.57574082952088,0.756960726254077,1
"115",-0.127239693704683,0.204172387394182,0.141437279597145,1
"148",2.16149094458572,0.899743249621572,0.507634297432945,1
"159",-1.940861983774,-9.82232116606954,4.07700523540749e-05,1
"160",-1.2709570428108,-0.76270196769223,0.000553387471863574,1
"186",1.31795700488708,2.0943582767287,0.00836795384046525,1
"194",-1.27468694832961,-0.476584608473053,0.00110446582093862,1
"195",0.733992195257572,3.85860349208117,0.154136608646841,1
"200",1.56054781348313,2.12519216762672,0.00581450976936738,1
"201",-0.313565682905549,-1.82372861914549,0.00530907214265937,1
"212",2.81045716665664,3.93237745169266,0.796187875064337,1
"220",7.74385569207411,3.67834052916548,0.667030991270105,1
"233",4.4744932698006,1.64380368045858,0.894427609854375,1
"275",5.16865307083783,1.20576019466202,0.932148164832604,1
"277",-1.29493605517513,0.948527181986448,0.00070549671609932,1
"279",-1.01862863489577,-1.87866660535739,0.000230459816060139,1
"282",0.889689927150986,3.22177827571153,0.264252507886816,1
"302",2.69771773200578,6.72143047953957,0.224110144637232,1
"322",1.70815165563267,0.866997374332623,0.326989570945114,1
"324",6.41930377779594,-8.19220481021433,0.376459052200077,1
"333",-0.63467005906805,-3.23730590522788,0.000273645203560376,1
"364",5.23367579574005,3.38883023566658,0.919640072793103,1
"398",1.6940610036436,1.52005199753251,0.0109801982883249,1
"420",8.4405713368693,9.94304361064972,0.839181785245223,1
"422",7.6598373704354,-7.36986368841567,0.392803359124113,1
"426",-1.34092991807105,0.215792641961318,0.000337009510566921,1
"433",5.96496196892925,-0.0637121290721447,0.788883164066417,1
"445",-0.0547980498991426,-0.163210326583296,0.0875464019429412,1
"468",2.16590588830172,4.10176796330055,0.0293406359704591,1
"474",-0.0282452029481488,0.0411863548024829,0.00558830503875329,1
"480",-1.62621091985375,-1.99074398839199,0.000127858117982399,1
"493",1.98492233624762,-1.85046373718756,0.755366131193712,1
"497",9.39651292562952,-12.7546352973531,0.0591685872789837,1
"502",3.80511258542571,2.81681431145236,0.597579868867891,1
"512",2.23190257158839,4.80507722432718,0.190047279693626,1
"513",1.4213075184003,1.54638990066249,0.230107790210301,1
"523",8.23521923859115,4.25171075045831,0.466433721132698,1
"541",2.20193108048892,3.08764056687038,0.0122381800463261,1
"555",5.20131480254593,0.14417341469591,0.416648003875449,1
"585",2.18560021751935,8.89572811088064,0.219768156714977,1
"604",1.23829699776576,5.03715846835049,0.181143394923161,1
"614",0.136322202015696,3.38184500269231,0.13917685603477,1
"624",11.6480888772641,-10.2691727038126,0.716100815734527,1
"625",-1.40970729939851,-0.968072578719847,0.00017613786950239,1
"631",1.25564294364305,1.16393469675534,0.00481148849435886,1
"660",0.275631175962469,-0.757028113463624,0.240354360151954,1
"696",0.364657941859486,2.70899312607024,0.226072910245071,1
"724",-0.296267622353826,-0.478194314547796,0.00236998547546926,1
"732",-3.11215509305913,1.49678045180529,0.000233435842610265,1
"745",2.60853413954669,2.97976947074727,0.702713721709133,1
"776",3.43666077187907,5.48844644868508,0.124340187472796,1
"787",1.69303825205813,7.46279909468634,0.189412474814932,1
"792",1.32242646003128,4.76787131962948,0.270473470228494,1
"819",1.13132164553186,0.0538736916596255,0.267632026494707,1
"842",0.881117928300296,-0.957205978426645,0.460394002473434,1
"845",3.08670602615113,-6.03776991967755,0.222892058764903,1
"854",12.237026312405,-11.0293319019797,0.604736143579293,1
"867",2.08430138547677,4.73730594232754,0.54533593313521,1
"872",3.73018634048001,0.30009533415294,0.117575723875912,1
"879",-0.502195371500538,-0.918536538469086,0.000823137331524603,1
"881",-1.83335626984826,-4.64384686952555,7.44352476239944e-05,1
"892",-0.484788109235022,-0.202549581831949,0.0191182808887244,1
"912",2.37789342009336,10.0759674247682,0.24225795601214,1
"920",1.73250492982596,7.25928176132629,0.189790340604173,1
"929",-1.15916651409799,-0.454567484198951,0.0966641164604635,1
"931",4.5399079420445,4.47151993514454,0.820226096988205,1
"951",1.70592055421787,6.87591290961134,0.177850114551902,1
"965",-1.61877960416862,-1.56084279444636,0.417398245926983,1
"966",4.28292400645592,7.24946007923061,0.0151632554779159,1
"984",2.33801880674161,6.9923304999335,0.170200367840299,1
"991",1.28573987957652,4.61365275677031,0.243461408646028,1
"1050",11.1999198292271,7.88622853576184,0.530341142366403,1
"1064",0.132270189629416,8.26390345543983,0.180234431205505,1
"1070",1.44012641113613,-0.804228450634273,0.383884407477558,1
"1078",1.16668854908683,5.49963733558762,0.160556112243884,1
"1080",1.41189756357758,1.80104979919782,0.00857990499653722,1
"1091",-2.22106904886077,-4.25250851572942,8.95993571386488e-05,1
"1111",2.05020255388323,7.87880786525204,0.19549958373069,1
"1120",-1.08003419579334,-0.454028736619123,0.000424477013207461,1
"1130",0.171956281991088,0.520155499874909,0.050767950980059,1
"1132",4.58258215950924,0.19489859184334,0.2579603569605,1
"1154",-0.369225548031909,-3.03755397492016,0.000869630987672003,1
"1179",0.357876478437568,4.12391742777408,0.151318542310231,1
"1188",0.416658681558161,-1.49817455394279,0.00297627383176365,1
"1198",1.75198531234165,-4.16602408388936,0.351595147823404,1
"1210",1.76141548903437,4.02830706217137,0.0420930916181722,1
"1211",-2.24019028146104,4.11411825771101,0.00320211941679101,1
"1224",1.00994008294675,3.46002024777212,0.32011369175742,1
"1235",3.22145507361172,8.18577090415206,0.155516564097996,1
"1236",-0.942462356300037,-3.48621780869732,0.000183137339751759,1
"1241",7.77872289766494,1.41310181810854,0.532378243126999,1
"1243",1.33286283532723,1.63186538060886,0.232787824140515,1
