M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,26249.323,28943.853,28792.576,29032.476,28356.346
1024,36240.556,45903.295,39169.798,36865.522,34532.989
2048,36690.993,49555.670,43046.679,40510.702,38214.978
4096,36654.521,50613.853,42715.329,40287.611,38775.369
8192,35324.987,48162.419,40885.405,38585.445,37060.878
16384,35088.090,47310.484,40158.333,37888.592,36527.300
32768,35038.208,47074.792,40134.795,37903.578,36471.882
65536,,,,,
