M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,1.00,1.42,1.18,1.10,1.04
1024,1.00,1.48,1.19,1.12,1.06
2048,1.00,1.52,1.24,1.14,1.08
4096,1.00,1.47,1.23,1.12,1.06
8192,1.00,1.48,1.22,1.12,1.06
16384,1.00,1.47,1.22,1.12,1.06
32768,,,,,
65536,,,,,
