M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,1.00,11.74,13.37,13.13,13.33
1024,1.00,1.29,1.21,1.13,1.10
2048,1.00,1.38,1.23,1.14,1.09
4096,1.00,1.37,1.20,1.11,1.06
8192,1.00,1.35,1.18,1.10,1.05
16384,1.00,1.34,1.17,1.10,1.05
32768,1.00,1.34,1.17,1.10,1.05
65536,1.00,1.34,1.18,1.10,1.06
