M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,1.00,1.19,1.12,1.05,1.01
1024,1.00,1.31,1.13,1.05,0.99
2048,1.00,1.47,1.23,1.13,1.08
4096,1.00,1.41,1.20,1.10,1.05
8192,1.00,1.40,1.19,1.10,1.04
16384,1.00,1.39,1.18,1.10,1.04
32768,1.00,1.39,1.18,1.10,1.04
65536,1.00,1.40,1.18,1.10,1.05
