M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,37672.933,36478.718,37199.103,35026.993,37502.442
1024,68231.504,70254.985,70306.271,68025.531,65122.426
2048,70994.965,94368.175,80927.575,77268.704,73484.749
4096,72571.268,96545.336,83317.380,78231.547,75131.683
8192,72293.741,95842.497,82638.659,77425.980,75014.594
16384,71359.390,94154.762,81423.294,76268.034,73354.682
32768,71023.763,93642.993,81043.012,76214.179,73492.449
65536,70951.441,94287.641,81223.467,76552.854,73616.274
