M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,1.00,1.06,1.05,1.06,1.03
1024,1.00,1.26,1.08,1.05,1.04
2048,1.00,1.35,1.10,1.10,1.08
4096,1.00,1.37,1.14,1.12,1.09
8192,1.00,1.33,1.12,1.10,1.07
16384,1.00,1.31,1.11,1.09,1.06
32768,1.00,1.31,1.11,1.09,1.06
65536,,,,,
