M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,26822.783,28371.253,28188.792,28528.507,27751.360
1024,43379.661,54494.705,46634.281,45430.529,45174.605
2048,46077.795,62239.243,50468.172,50694.465,49902.918
4096,44882.059,61532.879,51369.329,50368.630,49133.339
8192,43522.977,57745.465,48890.708,47969.102,46600.665
16384,43069.222,56438.761,47756.890,46852.795,45725.090
32768,43005.884,56227.918,47671.137,46939.633,45717.124
65536,,,,,
