M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,1.00,1.10,1.10,1.11,1.08
1024,1.00,1.27,1.08,1.02,0.95
2048,1.00,1.35,1.17,1.10,1.04
4096,1.00,1.38,1.17,1.10,1.06
8192,1.00,1.36,1.16,1.09,1.05
16384,1.00,1.35,1.14,1.08,1.04
32768,1.00,1.34,1.15,1.08,1.04
65536,,,,,
