M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,15186.050,20062.260,18559.298,17244.651,16333.235
1024,17570.169,23639.384,20531.519,19146.565,18242.620
2048,18369.695,25645.542,21159.627,19790.105,18865.774
4096,18406.731,25344.911,21354.265,20022.877,19044.468
8192,18141.897,25055.394,21175.562,19880.980,
16384,18150.981,25085.294,,,
32768,,,,,
65536,,,,,
