M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
512,1.00,0.96,1.06,0.96,1.08
1024,1.00,0.92,0.97,0.95,0.96
2048,1.00,1.30,1.20,1.15,1.06
4096,1.00,1.40,1.22,1.16,1.07
8192,1.00,1.33,1.17,1.11,1.04
16384,1.00,1.31,1.16,1.10,1.03
32768,1.00,1.31,1.16,1.10,1.03
65536,1.00,1.32,1.17,1.10,1.03
