angles_pos_neutral,angles_pos_neg,angles_neg_neutral
0.69250816,0.5879983,0.50207007
0.6242163,0.45980048,0.40598404
0.51540023,0.6838922,0.40598404
0.5707201,0.53510666,0.40598404
0.6004274,0.6730033,0.40598404
0.617065,0.5940626,0.33130485
0.5876033,0.63972974,0.33130485
0.56176734,0.56254995,0.33130485
0.6686892,0.60539436,0.33130485
0.7038357,0.6410265,0.44268507
0.68123317,0.5614166,0.44268507
0.6813929,0.5558759,0.44268507
0.71098125,0.5649177,0.44268507
0.46027607,0.6025621,0.3892675
0.43004388,0.58176655,0.3892675
0.4937783,0.5697908,0.3892675
0.56763875,0.5879983,0.3892675
0.40351412,0.6010352,0.37828627
0.40351412,0.4834728,0.32101563
0.40351412,0.7471154,0.5271997
0.40351412,0.5293845,0.36313897
0.27849188,0.52691555,0.4714958
0.27849188,0.32799757,0.32841998
0.27849188,0.69630724,0.6266874
0.27849188,0.48539978,0.42559612
0.49054542,0.7545249,0.58872664
0.49054542,0.5338216,0.49751574
0.49054542,0.53181815,0.62695444
0.49054542,0.512951,0.45917237
0.28113025,0.6144023,0.53113043
