algorithm,seed,max_evals,evaluations,best_noisy,post_true,post_median,post_cvar20
UH-CMA-ES(maxevals=30),1,200,200,0.004863582680791463,0.018385708715836065,0.012973842310011228,0.03779801799636236
UH-CMA-ES(maxevals=30),2,200,200,0.006908649701303115,0.06834471085939559,0.05660764505172738,0.13528126151486344
UH-CMA-ES(maxevals=30),3,200,200,0.09315612635047972,0.14353147527822913,0.14649953823359152,0.17340300204927053
UH-CMA-ES(maxevals=30),4,200,200,0.0019551696601535864,0.015614767993724155,0.00965334032751361,0.034548871271640996
UH-CMA-ES(maxevals=30),5,200,200,0.001604173014647865,0.009958940699688258,0.005418100169281724,0.02142270226480291
UH-CMA-ES(maxevals=30),6,200,200,0.010126346642974531,0.018001439841631862,0.015377424308130412,0.03191582716166615
UH-CMA-ES(maxevals=30),7,200,200,0.0007292698475541952,0.019322155958929225,0.015515839510723339,0.042472081950313885
UH-CMA-ES(maxevals=30),8,200,200,0.002257343558305863,0.04929098006435589,0.04719745297211443,0.08428942217135985
UH-CMA-ES(maxevals=30),9,200,200,0.0002676722084253116,0.011677990265370518,0.006214154290419724,0.03133944891850943
UH-CMA-ES(maxevals=30),10,200,200,0.03234673768464322,0.07735570468453218,0.07220507217885616,0.11460558712517932
UH-CMA-ES(maxevals=30),11,200,200,0.005503269600128949,0.056730639643172445,0.042494682154948074,0.11642235278317858
UH-CMA-ES(maxevals=30),12,200,200,0.0028854242262142766,0.008618810327457892,0.00683200515352016,0.01745649124324176
UH-CMA-ES(maxevals=30),13,200,200,0.045463564586510595,0.15314752547759874,0.15184897619781138,0.1869047662333535
UH-CMA-ES(maxevals=30),14,200,200,0.003153881512200805,0.007625820431795281,0.005040422752007188,0.018332560958130694
UH-CMA-ES(maxevals=30),15,200,200,0.009331757472672987,0.02902515292552013,0.02914786081311415,0.033783101451955164
UH-CMA-ES(maxevals=30),16,200,200,0.008037114602578239,0.016552365299844933,0.013688169966740504,0.028193075908182277
UH-CMA-ES(maxevals=30),17,200,200,0.06952451511984481,0.18510809836536296,0.1831861412496919,0.2505716131155605
UH-CMA-ES(maxevals=30),18,200,200,0.00028765398412726814,0.007426748071857411,0.004938929511898008,0.018540501489806342
UH-CMA-ES(maxevals=30),19,200,200,0.029273111702485213,0.10426555168759455,0.11216899800245961,0.12377648597263753
UH-CMA-ES(maxevals=30),20,200,200,0.030805958832108998,0.0733008012574522,0.06391377772410942,0.13440872200801257
UH-CMA-ES(maxevals=30),21,200,200,0.0004512756638666782,0.008298559476180835,0.005218415567174905,0.01924049711541146
UH-CMA-ES(maxevals=30),22,200,200,0.03297301736763827,0.05379058914345163,0.04665740868193824,0.08288594119967525
UH-CMA-ES(maxevals=30),23,200,200,0.059001614540815234,0.10647720357453075,0.10785047261810485,0.1355898354274561
UH-CMA-ES(maxevals=30),24,200,200,0.023188387089978287,0.08052424355833036,0.07671285911635611,0.12115564517268859
UH-CMA-ES(maxevals=30),25,200,200,0.004038809555028634,0.01607187314181535,0.014288173603679306,0.03017848923612953
UH-CMA-ES(maxevals=30),26,200,200,0.02226478055107522,0.05007977039766848,0.05037979816560142,0.07269272402012325
UH-CMA-ES(maxevals=30),27,200,200,0.003983799742090287,0.037615666789424074,0.0399542998086944,0.05880907187143783
UH-CMA-ES(maxevals=30),28,200,200,0.009707320927383318,0.021722605432822395,0.02147626422654829,0.02900606343490319
