dataset_name,method,baseline,seed,mse,aug_mse,delta_percent,quality_score
HousePrice,ada,xgboost,122579,0.00031410242191919524,0.00032406283365659787,3.171071294689031,0.9737386101693886
HousePrice,tabddpm,xgboost,122579,0.00031410242191919524,0.0003470344894688937,10.484499720976508,0.9541274317795663
HousePrice,tvae,xgboost,122579,0.00031410242191919524,0.003464155644390571,1002.8745411207767,0.8325214073125147
HousePrice,ctgan,xgboost,122579,0.00031410242191919524,0.006171348988721254,1864.756893949984,0.9187218694610307
HousePrice,crda,xgboost,122579,0.00031410242191919524,0.0003058667899931783,-2.621957473519767,0.9896918779153998
623_fri_c4_1000_10,c_mixup,xgboost,985772,0.0011888439141245375,0.005165038548118508,334.45892995314136,0.9681163199378804
623_fri_c4_1000_10,ada,xgboost,985772,0.0011888439141245375,0.0015734801384247998,32.35380353387329,0.9877836763287406
623_fri_c4_1000_10,tabddpm,xgboost,985772,0.0011888439141245375,0.002056461039708579,72.97990217857601,0.9828355709602781
623_fri_c4_1000_10,tvae,xgboost,985772,0.0011888439141245375,0.0026613722447974947,123.86220875406713,0.866899928160892
623_fri_c4_1000_10,ctgan,xgboost,985772,0.0011888439141245375,0.004817277546424172,305.2068979948143,0.9188313296074868
623_fri_c4_1000_10,crda,xgboost,985772,0.0011888439141245375,0.00120907716594848,1.7019266855432584,0.989006414607107
623_fri_c4_1000_10,c_mixup,xgboost,305711,0.0013478509550073133,0.001958300293422352,45.29056689444765,0.9881212581082679
623_fri_c4_1000_10,ada,xgboost,305711,0.0013478509550073133,0.0015518187232563658,15.13281327518485,0.988881108241881
623_fri_c4_1000_10,tabddpm,xgboost,305711,0.0013478509550073133,0.0016831855105878567,24.879201541888875,0.9825194762595415
623_fri_c4_1000_10,tvae,xgboost,305711,0.0013478509550073133,0.004630898012800359,243.57641663541597,0.8572965019909455
623_fri_c4_1000_10,ctgan,xgboost,305711,0.0013478509550073133,0.004282040872141252,217.69394503400554,0.8998769120267631
623_fri_c4_1000_10,crda,xgboost,305711,0.0013478509550073133,0.001451679495647448,7.703265724923667,0.9797214762341808
623_fri_c4_1000_10,c_mixup,xgboost,435829,0.0014247884587805294,0.002488505493231073,74.65789239765282,0.9779432125350523
623_fri_c4_1000_10,ada,xgboost,435829,0.0014247884587805294,0.0014976687346636025,5.115164671213791,0.9883765624696488
623_fri_c4_1000_10,tabddpm,xgboost,435829,0.0014247884587805294,0.001646500748976281,15.561067246818814,0.9812061283510607
623_fri_c4_1000_10,tvae,xgboost,435829,0.0014247884587805294,0.0033928425745651442,138.12956608794153,0.8699394429575575
623_fri_c4_1000_10,ctgan,xgboost,435829,0.0014247884587805294,0.0029864448074243067,109.60619023966495,0.9248177272540092
623_fri_c4_1000_10,crda,xgboost,435829,0.0014247884587805294,0.0014664102116391563,2.921258422759181,0.9890647365002341
623_fri_c4_1000_10,c_mixup,xgboost,117952,0.0017418732636169329,0.004344066466740969,149.3905014490367,0.9699882548504136
623_fri_c4_1000_10,ada,xgboost,117952,0.0017418732636169329,0.0018195225740576455,4.457804827859679,0.987682641888971
623_fri_c4_1000_10,tabddpm,xgboost,117952,0.0017418732636169329,0.0016745076884756196,-3.867421157922318,0.9840474280338132
623_fri_c4_1000_10,tvae,xgboost,117952,0.0017418732636169329,0.003125861556536067,79.45401779951176,0.8705992590984484
623_fri_c4_1000_10,ctgan,xgboost,117952,0.0017418732636169329,0.004605368294972512,164.39169778687815,0.914371525483047
623_fri_c4_1000_10,crda,xgboost,117952,0.0017418732636169329,0.001715568189820305,-1.5101600297834705,0.9895613940088153
623_fri_c4_1000_10,c_mixup,xgboost,963395,0.0018129246827460043,0.005626884032051749,210.37605067678865,0.9655772997095251
623_fri_c4_1000_10,ada,xgboost,963395,0.0018129246827460043,0.00213517007440012,17.77489129697416,0.9867530555191287
623_fri_c4_1000_10,tabddpm,xgboost,963395,0.0018129246827460043,0.0017688194430120119,-2.4328225079481527,0.9851604836781254
623_fri_c4_1000_10,tvae,xgboost,963395,0.0018129246827460043,0.002642213949965783,45.74317262665702,0.8770556318603386
623_fri_c4_1000_10,ctgan,xgboost,963395,0.0018129246827460043,0.0025198070115530656,38.991268392703404,0.897869460761124
623_fri_c4_1000_10,crda,xgboost,963395,0.0018129246827460043,0.0016937093379112127,-6.575857561507643,0.9975767312097406
623_fri_c4_1000_10,c_mixup,xgboost,152315,0.0013172324932586143,0.004319967478304753,227.9578586478588,0.9701668746133798
623_fri_c4_1000_10,ada,xgboost,152315,0.0013172324932586143,0.0016957746691516273,28.737688891697665,0.9873209417459075
623_fri_c4_1000_10,tabddpm,xgboost,152315,0.0013172324932586143,0.0019653611669437562,49.2038176253745,0.9860081241977783
623_fri_c4_1000_10,tvae,xgboost,152315,0.0013172324932586143,0.002339465479855229,77.60459841586356,0.8394417998142898
623_fri_c4_1000_10,ctgan,xgboost,152315,0.0013172324932586143,0.004468756090505612,239.2534054068657,0.9125842307635534
623_fri_c4_1000_10,crda,xgboost,152315,0.0013172324932586143,0.0014140297039667588,7.348528919802481,0.9895406976045475
623_fri_c4_1000_10,c_mixup,xgboost,882371,0.0012702253934833297,0.00360130862046326,183.51729062724982,0.9759310506648664
623_fri_c4_1000_10,ada,xgboost,882371,0.0012702253934833297,0.0015054957027719168,18.52193402018259,0.987430489513075
623_fri_c4_1000_10,tabddpm,xgboost,882371,0.0012702253934833297,0.0017229101762114157,35.63814619440821,0.9810565836352164
623_fri_c4_1000_10,tvae,xgboost,882371,0.0012702253934833297,0.003379083712101434,166.02237126081988,0.8796364395104924
623_fri_c4_1000_10,ctgan,xgboost,882371,0.0012702253934833297,0.0037499186090566277,195.216788161765,0.912187813792063
623_fri_c4_1000_10,crda,xgboost,882371,0.0012702253934833297,0.001353016484480808,6.5178267906013785,0.9895182817995749
623_fri_c4_1000_10,c_mixup,xgboost,359783,0.0017490002765307344,0.0018531722400870934,5.956086168436257,0.9911496123912902
623_fri_c4_1000_10,ada,xgboost,359783,0.0017490002765307344,0.0018612257711879947,6.416550995627486,0.9885454809877028
623_fri_c4_1000_10,tabddpm,xgboost,359783,0.0017490002765307344,0.0015931045281275924,-8.913420454819612,0.9806561285091727
623_fri_c4_1000_10,tvae,xgboost,359783,0.0017490002765307344,0.004753201507853947,171.76676708606686,0.8737702800263799
623_fri_c4_1000_10,ctgan,xgboost,359783,0.0017490002765307344,0.003593809870520408,105.47794753063067,0.9284742982415841
623_fri_c4_1000_10,crda,xgboost,359783,0.0017490002765307344,0.0016750009657212966,-4.230949062868112,0.989696645542772
623_fri_c4_1000_10,c_mixup,xgboost,304137,0.0015062705960588463,0.0034264649457533525,127.48003942443613,0.975549092771895
623_fri_c4_1000_10,ada,xgboost,304137,0.0015062705960588463,0.0017817202317865948,18.28686269575081,0.988141625226594
623_fri_c4_1000_10,tabddpm,xgboost,304137,0.0015062705960588463,0.001980225704291178,31.46546905134005,0.9835565747849175
623_fri_c4_1000_10,tvae,xgboost,304137,0.0015062705960588463,0.0024248146479984006,60.98134387957401,0.8705388736999595
623_fri_c4_1000_10,ctgan,xgboost,304137,0.0015062705960588463,0.004348587463268224,188.6989545335542,0.9214715170664041
623_fri_c4_1000_10,crda,xgboost,304137,0.0015062705960588463,0.0016654005933137504,10.56450266447924,0.9883673212307496
623_fri_c4_1000_10,c_mixup,xgboost,122579,0.0014868818228540998,0.002319523553753761,55.99918689579436,0.9808516961969251
623_fri_c4_1000_10,ada,xgboost,122579,0.0014868818228540998,0.0020235008210277806,36.090225189761874,0.9863672034398263
623_fri_c4_1000_10,tabddpm,xgboost,122579,0.0014868818228540998,0.002021792569543609,35.97533700847437,0.9854782182194162
623_fri_c4_1000_10,tvae,xgboost,122579,0.0014868818228540998,0.0023473800526635823,57.872671289890334,0.8618701906164097
623_fri_c4_1000_10,ctgan,xgboost,122579,0.0014868818228540998,0.002625450765984777,76.57427279224997,0.9072884327635965
623_fri_c4_1000_10,crda,xgboost,122579,0.0014868818228540998,0.001459905768805175,-1.8142702153116455,0.9934128029575238
ConcreteCompressiveStrength,c_mixup,xgboost,985772,0.00313411152229526,0.003063133763962863,-2.2646851532716594,0.9585734610400833
ConcreteCompressiveStrength,ada,xgboost,985772,0.00313411152229526,0.0029688160033501747,-5.27407904183421,0.967929247802235
ConcreteCompressiveStrength,tabddpm,xgboost,985772,0.00313411152229526,0.002797519250628459,-10.739639265302802,0.9343196301958034
ConcreteCompressiveStrength,tvae,xgboost,985772,0.00313411152229526,0.0034614044005238064,10.442923804729638,0.8587190887994457
ConcreteCompressiveStrength,ctgan,xgboost,985772,0.00313411152229526,0.003497726809293465,11.601861784800564,0.9139342331470455
ConcreteCompressiveStrength,crda,xgboost,985772,0.00313411152229526,0.0030027209606339183,-4.192274612012475,0.9733124649026972
ConcreteCompressiveStrength,c_mixup,xgboost,305711,0.002481497766805475,0.002417594282985963,-2.5751981192301163,0.9697306715667906
ConcreteCompressiveStrength,ada,xgboost,305711,0.002481497766805475,0.0023722172878997538,-4.403811293628611,0.9670936508364438
ConcreteCompressiveStrength,tabddpm,xgboost,305711,0.002481497766805475,0.002540811231225462,2.390228402113106,0.9328953343632491
ConcreteCompressiveStrength,tvae,xgboost,305711,0.002481497766805475,0.0026363982363800257,6.242216763062405,0.8758237834574281
ConcreteCompressiveStrength,ctgan,xgboost,305711,0.002481497766805475,0.0031229769713053885,25.85048485962225,0.9067526296524858
ConcreteCompressiveStrength,crda,xgboost,305711,0.002481497766805475,0.00261322569048861,5.308403877901263,0.9819546874256411
ConcreteCompressiveStrength,c_mixup,xgboost,435829,0.00300160870000071,0.0026729679985073446,-10.948818928106373,0.9591759483162448
ConcreteCompressiveStrength,ada,xgboost,435829,0.00300160870000071,0.0031612077369102235,5.317116681780531,0.9709926098091065
ConcreteCompressiveStrength,tabddpm,xgboost,435829,0.00300160870000071,0.0031290406903439405,4.245456456172997,0.9338040433546824
ConcreteCompressiveStrength,tvae,xgboost,435829,0.00300160870000071,0.003888566768564838,29.549423566233614,0.8686295496280894
ConcreteCompressiveStrength,ctgan,xgboost,435829,0.00300160870000071,0.0037672435530159715,25.50748380410413,0.8901897455260366
ConcreteCompressiveStrength,crda,xgboost,435829,0.00300160870000071,0.003050505513497067,1.629020248253732,0.9883376044911407
ConcreteCompressiveStrength,c_mixup,xgboost,117952,0.0030588251202282647,0.0032413600310722992,5.967484366363936,0.9588890615177932
ConcreteCompressiveStrength,ada,xgboost,117952,0.0030588251202282647,0.0031189349035459116,1.9651265095260235,0.9670387738246151
ConcreteCompressiveStrength,tabddpm,xgboost,117952,0.0030588251202282647,0.002822092806946432,-7.739321601496673,0.9331761525459977
ConcreteCompressiveStrength,tvae,xgboost,117952,0.0030588251202282647,0.003298151891483047,7.824140375731016,0.8511087386734593
ConcreteCompressiveStrength,ctgan,xgboost,117952,0.0030588251202282647,0.003628899386860813,18.637033639569644,0.889244234917024
ConcreteCompressiveStrength,crda,xgboost,117952,0.0030588251202282647,0.002894988522640976,-5.356193673964025,0.9899842296343311
ConcreteCompressiveStrength,c_mixup,xgboost,963395,0.001776767518802875,0.0017896285450855988,0.723844067759017,0.95533997348479
ConcreteCompressiveStrength,ada,xgboost,963395,0.001776767518802875,0.0019074800169694415,7.356758652062484,0.968279255151109
ConcreteCompressiveStrength,tabddpm,xgboost,963395,0.001776767518802875,0.0018363938663486217,3.3558891028085,0.9351811070859546
ConcreteCompressiveStrength,tvae,xgboost,963395,0.001776767518802875,0.0018934583221257727,6.567589855622746,0.861420281203408
ConcreteCompressiveStrength,ctgan,xgboost,963395,0.001776767518802875,0.002394010029139679,34.739632720924625,0.902670785815874
ConcreteCompressiveStrength,crda,xgboost,963395,0.001776767518802875,0.0018629541832552046,4.850756418059644,0.9820026645176687
ConcreteCompressiveStrength,c_mixup,xgboost,152315,0.0029769918256612395,0.0026733853241055587,-10.198432489422261,0.957596447333964
ConcreteCompressiveStrength,ada,xgboost,152315,0.0029769918256612395,0.0030745347655786563,3.2765605560825124,0.9687483902708616
ConcreteCompressiveStrength,tabddpm,xgboost,152315,0.0029769918256612395,0.0025338297240193397,-14.88623844452331,0.9378009425078518
ConcreteCompressiveStrength,tvae,xgboost,152315,0.0029769918256612395,0.0032044426570733437,7.640290761012876,0.8590437924116625
ConcreteCompressiveStrength,ctgan,xgboost,152315,0.0029769918256612395,0.0035313999106748734,18.623097323772146,0.9080268937020575
ConcreteCompressiveStrength,crda,xgboost,152315,0.0029769918256612395,0.002796756340000649,-6.054282181999522,0.9830680194561976
ConcreteCompressiveStrength,c_mixup,xgboost,882371,0.00361072425889671,0.0034708762957032873,-3.873127748507571,0.9610014573114667
ConcreteCompressiveStrength,ada,xgboost,882371,0.00361072425889671,0.003595900460606042,-0.41054916487025434,0.968633778645895
ConcreteCompressiveStrength,tabddpm,xgboost,882371,0.00361072425889671,0.003979751437938185,10.220309073233814,0.9364731826682802
ConcreteCompressiveStrength,tvae,xgboost,882371,0.00361072425889671,0.0037210399573353145,3.055223565377224,0.8703572811559899
ConcreteCompressiveStrength,ctgan,xgboost,882371,0.00361072425889671,0.004451749685153518,23.292430159532334,0.9069539883020392
ConcreteCompressiveStrength,crda,xgboost,882371,0.00361072425889671,0.003715393989504928,2.898856935705214,0.9765847835217464
ConcreteCompressiveStrength,c_mixup,xgboost,359783,0.0017974311989927601,0.0017167905769880799,-4.486437202707367,0.9696698223885263
ConcreteCompressiveStrength,ada,xgboost,359783,0.0017974311989927601,0.0017574466068740599,-2.2245408970928477,0.9676515007629463
ConcreteCompressiveStrength,tabddpm,xgboost,359783,0.0017974311989927601,0.0016040178914714378,-10.760540243749347,0.9328598569325797
ConcreteCompressiveStrength,tvae,xgboost,359783,0.0017974311989927601,0.0017310406311006046,-3.693636114103245,0.8612867395450243
ConcreteCompressiveStrength,ctgan,xgboost,359783,0.0017974311989927601,0.0020973310100120867,16.684911844602652,0.8856879316739023
ConcreteCompressiveStrength,crda,xgboost,359783,0.0017974311989927601,0.0015876474746723043,-11.671307610439495,0.9870895792364368
ConcreteCompressiveStrength,c_mixup,xgboost,304137,0.002114647643600233,0.0021911426828833016,3.6173893799552492,0.9583664774246368
ConcreteCompressiveStrength,ada,xgboost,304137,0.002114647643600233,0.002020228631043087,-4.464999776340779,0.9711348858353632
ConcreteCompressiveStrength,tabddpm,xgboost,304137,0.002114647643600233,0.002101103968986979,-0.640469567317385,0.9367214412446252
ConcreteCompressiveStrength,tvae,xgboost,304137,0.002114647643600233,0.0022633674848087384,7.032842642063374,0.8684292768325532
ConcreteCompressiveStrength,ctgan,xgboost,304137,0.002114647643600233,0.0033902595033749685,60.32266716562666,0.8951310236166317
ConcreteCompressiveStrength,crda,xgboost,304137,0.002114647643600233,0.0021678592693778836,2.516335330790937,0.9784702783716606
ConcreteCompressiveStrength,c_mixup,xgboost,122579,0.0022953528394062863,0.002212325382491739,-3.6171979962794336,0.9640390116087175
ConcreteCompressiveStrength,ada,xgboost,122579,0.0022953528394062863,0.002237149137488089,-2.5357191678318287,0.9646830130436554
ConcreteCompressiveStrength,tabddpm,xgboost,122579,0.0022953528394062863,0.002600672089806114,13.301626014011914,0.9355520956389636
ConcreteCompressiveStrength,tvae,xgboost,122579,0.0022953528394062863,0.0024027025309443697,4.676827444352753,0.8783311012947664
ConcreteCompressiveStrength,ctgan,xgboost,122579,0.0022953528394062863,0.002876498053948425,25.31833906165194,0.8937718194725595
ConcreteCompressiveStrength,crda,xgboost,122579,0.0022953528394062863,0.0021285060149231093,-7.268896599197076,0.9864748540785881
EnergyEfficiency,c_mixup,xgboost,985772,0.001300772579836663,0.00060693160265152,-53.340682909557344,0.9534935079616078
EnergyEfficiency,ada,xgboost,985772,0.001300772579836663,0.0010753593017723043,-17.329184329259437,0.9725072254448313
EnergyEfficiency,tabddpm,xgboost,985772,0.001300772579836663,0.0011422237977846143,-12.18881643953146,0.9503396726367552
EnergyEfficiency,tvae,xgboost,985772,0.001300772579836663,0.0008269751482942026,-36.42430959007106,0.9056126066836767
EnergyEfficiency,ctgan,xgboost,985772,0.001300772579836663,0.0007064358457819643,-45.69105647424772,0.9067531306402176
EnergyEfficiency,crda,xgboost,985772,0.001300772579836663,0.0008388866361982547,-35.508585497428534,0.9674551344162472
EnergyEfficiency,c_mixup,xgboost,305711,0.0008298756477406134,0.0006124732857279731,-26.196980548173865,0.9622638557928358
EnergyEfficiency,ada,xgboost,305711,0.0008298756477406134,0.0008271939665315822,-0.32314253543072496,0.97412489077966
EnergyEfficiency,tabddpm,xgboost,305711,0.0008298756477406134,0.0011180737618498662,34.727867349028685,0.9506724032736036
EnergyEfficiency,tvae,xgboost,305711,0.0008298756477406134,0.0009562930107735491,15.233289876274188,0.8805566712902848
EnergyEfficiency,ctgan,xgboost,305711,0.0008298756477406134,0.0006360031996761038,-23.36162635839949,0.8935022155115993
EnergyEfficiency,crda,xgboost,305711,0.0008298756477406134,0.0007313988901307968,-11.866447446424715,0.9656468775303746
EnergyEfficiency,c_mixup,xgboost,435829,0.0012065554368104335,0.0010035091260428214,-16.828593579120678,0.9544569422926327
EnergyEfficiency,ada,xgboost,435829,0.0012065554368104335,0.0008994725283715731,-25.451205893252908,0.9743345531456316
EnergyEfficiency,tabddpm,xgboost,435829,0.0012065554368104335,0.0008764549283267149,-27.35891766037286,0.9492651600104505
EnergyEfficiency,tvae,xgboost,435829,0.0012065554368104335,0.0007122211041191899,-40.97071030553156,0.8884832097128483
EnergyEfficiency,ctgan,xgboost,435829,0.0012065554368104335,0.0007915182562568383,-34.39851729073956,0.8983051272590279
EnergyEfficiency,crda,xgboost,435829,0.0012065554368104335,0.001159131994566382,-3.9304818325974993,0.9882693336600288
EnergyEfficiency,c_mixup,xgboost,117952,0.0007264268442269451,0.0007906484478435828,8.840753081610234,0.9498854071046722
EnergyEfficiency,ada,xgboost,117952,0.0007264268442269451,0.0006662909587290006,-8.278312671930566,0.9753453972508737
EnergyEfficiency,tabddpm,xgboost,117952,0.0007264268442269451,0.0007179208100333387,-1.1709416111485305,0.9489369462661456
EnergyEfficiency,tvae,xgboost,117952,0.0007264268442269451,0.0008626662656273834,18.75473387074821,0.874806769527019
EnergyEfficiency,ctgan,xgboost,117952,0.0007264268442269451,0.0005098127820794893,-29.819115836498856,0.9060486871091951
EnergyEfficiency,crda,xgboost,117952,0.0007264268442269451,0.0007607282961365777,4.721941676884997,0.9865324236320887
EnergyEfficiency,c_mixup,xgboost,963395,0.0007272953974164125,0.0009634778781513454,32.47407883700751,0.9474370071217753
EnergyEfficiency,ada,xgboost,963395,0.0007272953974164125,0.0005523651412374065,-24.05216048395392,0.9735735972323798
EnergyEfficiency,tabddpm,xgboost,963395,0.0007272953974164125,0.001009299029519792,38.77429076344319,0.9486842793057592
EnergyEfficiency,tvae,xgboost,963395,0.0007272953974164125,0.0008312706430773952,14.29615064667483,0.8890970975348371
EnergyEfficiency,ctgan,xgboost,963395,0.0007272953974164125,0.0008328570312229443,14.514272217522716,0.8918878937067569
EnergyEfficiency,crda,xgboost,963395,0.0007272953974164125,0.0007631284913545579,4.926896837988544,0.9908720044817064
EnergyEfficiency,c_mixup,xgboost,152315,0.0012838338573990735,0.0007592063813746377,-40.86412529166988,0.9494119446266391
EnergyEfficiency,ada,xgboost,152315,0.0012838338573990735,0.0008152909631376212,-36.49560194733266,0.9722809243160311
EnergyEfficiency,tabddpm,xgboost,152315,0.0012838338573990735,0.0010181175673829792,-20.697093201328283,0.9504916623344059
EnergyEfficiency,tvae,xgboost,152315,0.0012838338573990735,0.0008221677914866891,-35.95995410556288,0.8960959058317148
EnergyEfficiency,ctgan,xgboost,152315,0.0012838338573990735,0.0006428642454612002,-49.926211888228075,0.8841230510065283
EnergyEfficiency,crda,xgboost,152315,0.0012838338573990735,0.001070323166795533,-16.630710381489155,0.9829390395661736
EnergyEfficiency,c_mixup,xgboost,882371,0.0005368345937729292,0.00044111180623687533,-17.830964816053335,0.9564128596867181
EnergyEfficiency,ada,xgboost,882371,0.0005368345937729292,0.00046365640756534455,-13.63142149489301,0.9742902917790486
EnergyEfficiency,tabddpm,xgboost,882371,0.0005368345937729292,0.000694569089250731,29.382326941568238,0.9526415354456376
EnergyEfficiency,tvae,xgboost,882371,0.0005368345937729292,0.00045713961154084104,-14.845351465147495,0.8796587843276413
EnergyEfficiency,ctgan,xgboost,882371,0.0005368345937729292,0.00048219994799870097,-10.177184258981946,0.8902881065612774
EnergyEfficiency,crda,xgboost,882371,0.0005368345937729292,0.00045511766857591625,-15.221993169757916,0.9767948098981805
EnergyEfficiency,c_mixup,xgboost,359783,0.0005448017194212369,0.0006355032811887691,16.64854543115023,0.9647814150360686
EnergyEfficiency,ada,xgboost,359783,0.0005448017194212369,0.0004353310640943211,-20.09366920559842,0.97371924708974
EnergyEfficiency,tabddpm,xgboost,359783,0.0005448017194212369,0.0006286357919891526,15.387997060100284,0.9479179003383
EnergyEfficiency,tvae,xgboost,359783,0.0005448017194212369,0.0003230137748559962,-40.70984665776281,0.8805411190710715
EnergyEfficiency,ctgan,xgboost,359783,0.0005448017194212369,0.000517547595048525,-5.002576790995621,0.8996814112227056
EnergyEfficiency,crda,xgboost,359783,0.0005448017194212369,0.0004629588741891029,-15.022501272403966,0.9761243874553416
EnergyEfficiency,c_mixup,xgboost,304137,0.0011526985885392895,0.0007104811848759457,-38.36366315185012,0.9550315108122129
EnergyEfficiency,ada,xgboost,304137,0.0011526985885392895,0.0007982101908457225,-30.752913312991737,0.974147113360465
EnergyEfficiency,tabddpm,xgboost,304137,0.0011526985885392895,0.001002403484887224,-13.03854321904922,0.9443573217316454
