Real Authors ROUGE,Real Authors Probability,Real Authors Truth Ratio,Real Authors Token Entropy,Real Authors Cosine Similarity,Real Authors Entailment Score,Real World ROUGE,Real World Probability,Real World Truth Ratio,Real World Token Entropy,Real World Cosine Similarity,Real World Entailment Score,Retain ROUGE,Retain Probability,Retain Truth Ratio,Retain Token Entropy,Retain Cosine Similarity,Retain Entailment Score,Forget ROUGE,Forget Probability,Forget Truth Ratio,Forget Token Entropy,Forget IDK Token Entropy,Forget Cosine Similarity,Forget Entailment Score,Forget IDK Entailment Score,Model Utility Retain,Model Utility,Untargeted Forget Efficacy,Targeted Forget Efficacy,split,forget_loss,forget_coeff,regularization_coeff,learning_rate,epochs,fix_ref_model,mask,unlearn_step,task_id,unlearn_times
0.44733333333333336,0.36328725015836255,0.48179403442221597,0.719720873234076,0.39414382642135026,0.28,0.7742165242165243,0.3692301961835411,0.5228240469011396,0.7158158183330313,0.4234983587366903,0.39316239316239315,0.9588406250948825,0.9581139528751926,0.5078255923238766,0.7455864303716754,0.522574863533179,0.5333333333333333,0.16588900956252403,0.6409426883280048,0.5326359566566368,0.711177172536681,0.711177172536681,0.08975918924435973,0.11,0.6,0.6531926861500648,0.5005316067762091,0.6921546312416949,0.6508751257413631,forget05,IDK+GD,1.2,1.0,1e-05,5,False,True,last,1,1
