beta,mean obj,mean constr,obj_q10,obj_q25,obj_q50,obj_q75,obj_q90,constr_q10,constr_q25,constr_q50,constr_q75,constr_q90
0.1,0.6320379146919429,0.0,0.602654028436019,0.6170616113744076,0.6322274881516587,0.6483412322274882,0.6616113744075829,0.0,0.0,0.0,0.0,0.0
0.15,0.6320379146919429,0.0,0.602654028436019,0.6170616113744076,0.6322274881516587,0.6483412322274882,0.6616113744075829,0.0,0.0,0.0,0.0,0.0
0.2,0.6320379146919429,0.0,0.602654028436019,0.6170616113744076,0.6322274881516587,0.6483412322274882,0.6616113744075829,0.0,0.0,0.0,0.0,0.0
0.25,0.6320379146919429,0.0,0.602654028436019,0.6170616113744076,0.6322274881516587,0.6483412322274882,0.6616113744075829,0.0,0.0,0.0,0.0,0.0
0.3,0.6147677725118482,0.05917501508856812,0.5476777251184834,0.5909952606635072,0.6265402843601896,0.6445497630331753,0.6616113744075829,0.0,0.0,0.0,0.0,0.27488215488215484
0.35,0.5406445497630333,0.234487736319542,0.45270142180094786,0.5018957345971564,0.5402843601895735,0.5767772511848341,0.6371563981042655,0.0,0.23605713243444226,0.27579311300241527,0.3138267412660958,0.346371810509154
0.4,0.4315829383886254,0.3342978101863194,0.36151658767772515,0.3848341232227488,0.4151658767772512,0.47061611374407586,0.5372511848341233,0.26920194530814007,0.3151213718357954,0.34266631973422956,0.3759539644978214,0.392618254967238
0.45,0.37368720379146914,0.3694911192290272,0.34104265402843603,0.3582938388625592,0.3753554502369668,0.3886255924170616,0.4,0.34086759158918933,0.3548307170945363,0.36633695399611166,0.3848341232227488,0.3981042654028436
0.5,0.37370616113744065,0.3699573597213622,0.34104265402843603,0.3582938388625592,0.3753554502369668,0.3886255924170616,0.4,0.34166091119102626,0.3549818667684672,0.36687669988259386,0.3848341232227488,0.3981042654028436
