"Model_Name","Theta_WLE","SE"
"Mihaiii/Pallas-0.5-LASER-0.3",-0.514748002883706,0.18677131802513
"amazingvince/Not-WizardLM-2-7B",-0.471978170731153,0.294260421665455
"shanchen/llama3-8B-slerp-med-262k",-1.76169412839723,0.190782676662658
"nisten/shqiponja-59b-v1",-0.237339002531875,0.224209353869329
"Weyaxi/Helion-4x34B",-0.0312068045492531,0.198827951650236
"Azazelle/Bianca-7b",0.634283191562217,0.157941797298236
"Josephgflowers/Cinder-Phi-2-Test-1",-1.34557441316571,0.231739007572825
"andrijdavid/Meta-Llama-3-13B-Instruct",-1.83399266051304,0.221607572854173
"gmonsoon/MiaAffogato-Indo-Mistral-7b",0.0841497828901369,0.260569741081897
"mncai/agiin-13.6B-v0.0",0.338983166417487,0.197887055300665
"vikash06/doctorLLM5k",-1.98238944656358,0.217959219953487
"adamo1139/Yi-34B-200K-AEZAKMI-RAW-1701",-0.594807357194721,0.262393526119347
"YKM11/Mistral-7B-adaptv0.9",1.5990670886261,0.202607510515279
"l3utterfly/mistral-7b-v0.1-layla-v2",-0.928318629083496,0.267902765316289
"lcw99/llama-3-8b-it-kor-extented-chang",-0.839914231551584,0.223314148889953
"Cartinoe5930/SOLAR-DUS-implement",-0.520013597384827,0.226687214685163
"Mihaiii/Pallas-0.5-LASER-0.6",-0.631780658776936,0.210265761618649
"Gille/StrangeMerges_27-7B-dare_ties",1.82327278353874,0.287929798505002
"giraffe176/Open_Neural_Monarch_Maidv0.2",-0.230057184308148,0.233698523476359
"Sao10K/Ana-v1-m7",0.380558979917371,0.186366413538531
"mncai/agiin-13.6B-v0.1",0.352854930305481,0.212813807534762
"macadeliccc/laser-dolphin-mixtral-4x7b-dpo",0.124241289326043,0.209012708741557
"DenisTheDev/Blitz-AI-MOE-v0.7",0.280293417438926,0.178748132455832
"jan-ai/Pandora-10.7B-v1",0.910910917852077,0.127669677980552
"moondriller/llama2-13B-eugeneparkthebest",-1.56274006751534,0.233909011683202
"shadowml/DareBeagle-7B",0.904694354746482,0.138176525439189
"silvercoder67/Mistral-7b-instruct-v0.2-summ-sft-dpo-e2",1.52324092805428,0.181841232107049
"ShenaoZhang/0.001_idpo_noreplacerej_iter_2",0.00724161275100651,0.199682319317025
"macadeliccc/WestLake-7B-v2-laser-truthy-dpo",1.79489483990441,0.276625950808679
"PulsarAI/MetaMath-OpenHermes-2.5-neural-chat-v3-3-Slerp",-0.0232451131561497,0.236344202061116
"zhengr/MixTAO-7Bx2-MoE-Instruct-v4.0",1.77745894283077,0.269983037685164
"icefog72/IceCoffeeTest3",0.24448193354164,0.204363770505952
"perlthoughts/Falkor-8x7B-MoE",0.030496320475371,0.216194376804493
"pansophic/m16",-0.966857006994368,0.226775093915842
"PetroGPT/Severus-7B-DPO",0.940887400426476,0.158876236834913
