"model","pirt_accuracy","theta","n_subset_items","n_all_items","avg_observed","avg_predicted"
"01-ai/Yi-1.5-9B-Chat",0.6737311200503,-0.605269153669033,100,1059,0.63953488372093,0.677296942399557
"jeiku/Garbage_9B",0.763838872964392,0.683930589013496,100,1059,0.709302325581395,0.769525687081492
"danyoung/billie",0.779621815090319,1.05010605102948,100,1059,0.686046511627907,0.789379406692239
"Locutusque/Hercules-4.0-Mistral-v0.2-7B",0.722372253869234,0.0325121902699179,100,1059,0.662790697674419,0.728585137726879
"jondurbin/bagel-7b-v0.1",0.76482233224771,0.723915997309633,100,1059,0.697674418604651,0.771824200197977
"jjaaaww/posi_13b",0.649525978943593,-0.954277168190984,100,1059,0.604651162790698,0.654205313266106
"zorobin/mistral-class-shishya-all-hal-7b-ep3",0.684952397221953,-0.45666731065295,100,1059,0.651162790697674,0.688475818131679
"tricktreat/Llama-2-7b-chat-hf-guanaco-freeze-embed-tokens-q-v-proj-lora",0.619795681283974,-1.48620445245572,100,1059,0.616279069767442,0.620162376958274
"saishf/West-Maid-7B",0.785547397626519,1.10544087162136,100,1059,0.720930232558139,0.792285371043451
"shadowml/Marcoro14-7B-ties",0.784466035534263,1.12842732744931,100,1059,0.697674418604651,0.793516256277705
"beberik/Nyxene-v3-11B",0.767089321654389,0.788953860013822,100,1059,0.686046511627907,0.775540083909497
"01-ai/Yi-34B-200K",0.749088607342138,0.290891885182966,100,1059,0.779069767441861,0.745962313275431
"eren23/dpo-binarized-NeutrixOmnibe-7B",0.825668713193664,2.67773711466068,100,1059,0.732558139534884,0.835377844962045
"OpenBuddy/openbuddy-mistral-7b-v13.1",0.665914222284965,-0.677250364307451,100,1059,0.604651162790698,0.672302445381343
"lemon-mint/gemma-ko-7b-instruct-v0.71",0.627862859680248,-1.36770943357671,100,1059,0.627906976744186,0.627858259360755
"icefog72/IceCoffeeTest2",0.754667487134523,0.530142432507907,100,1059,0.697674418604651,0.760610455698639
"shahzebnaveed/NeuralHermes-2.5-Mistral-7B",0.740848703213343,0.41766308119914,100,1059,0.616279069767442,0.753838237462134
"ChaoticNeutrals/Eris_Remix_DPO_7B",0.79265781751977,1.18299582830817,100,1059,0.755813953488372,0.796499722006882
"Ritvik19/zephyr-phi-1_5-sft-qlora",0.636051649990825,-1.26420149682026,100,1059,0.651162790697674,0.634475931460392
