"model","Theta_WLE","SE"
"gradientai/Llama-3-70B-Instruct-Gradient-524k",-0.243557610994887,0.204168744477489
"Weyaxi/Astralis-4x34B",0.169958823444621,0.282489739803085
"BarraHome/zephyr-dpo-v2",-0.109156538207526,0.204648973775202
"jeiku/Lunar_10.7B",0.264297452907687,0.268008187596996
"kyujinpy/SOLAR-Platypus-10.7B-v1",0.128233768784758,0.226719311709461
"Mihaiii/Pallas-0.5-frankenmerge",-0.0827300608893708,0.241716355463374
"chansung/gpt4-alpaca-lora-13b-decapoda-1024",-0.820910511321273,0.29983537488957
"qualis2006/llama-2-7b-int4-python-code-18k",-1.27015813186804,0.242730254049802
"vicgalleorg/test1",0.318545715511738,0.229719008594053
"Charlie911/vicuna-7b-v1.5-lora-mixed-datasets",-1.20768081764306,0.256555718031424
"abhinand/tamil-llama-7b-base-v0.1",-1.02669465690622,0.181865380251954
"jpechg/Sour-Marcoro-12.5B",0.247850814579373,0.263954107506496
"azarafrooz/mistral-7b-selfplay-v0",-0.392742674808681,0.232162103373327
"flammenai/Mahou-1.2-mistral-7B",0.632806602952828,0.236868912714604
"TheBloke/guanaco-7B-HF",-1.36787349131176,0.193176977985567
"LTC-AI-Labs/L2-7b-Base-WVG-Uncensored",-1.25508709727564,0.238348089409605
"nextai-team/Moe-4x7b-reason-code-qa",0.058461719395606,0.211143279580512
"Steelskull/Umbra-v3-MoE-4x11b",0.00671305203464617,0.227029069625849
"johnsnowlabs/JSL-MedLlama-3-8B-v2.0",-1.01150180611531,0.237195222297326
"hamxea/StableBeluga-7B-activity-fine-tuned-v2",-1.14041155121757,0.297537644761296
"TheBloke/Llama-2-13B-GPTQ",-0.857658258494783,0.168701785783125
"Nitral-AI/Eris_PrimeV4-Vision-7B",1.15476001693831,0.192602985619131
"arlineka/Brunhilde-13b-v1",-1.13970465921776,0.253241720224399
"Zardos/Kant-Test-0.1-Mistral-7B",0.199776943211254,0.231898969629913
"airesearch/typhoon-7b-WangchanX-sft-Demo",0.127768956957389,0.247660788148533
"paulilioaica/Collin-7B-dare",-0.293707803020932,0.195463305615886
"ledjo/Gabriel-8x7B-Instruct-v0.1",-0.195435197063416,0.194339942022387
"wenge-research/yayi-13b-llama2",-0.801107679183192,0.227890219117412
"amazingvince/Not-WizardLM-2-7B",-0.0384983875958947,0.219827537364343
"APMIC/caigun-lora-model-34B-v3",-0.399696362034115,0.214142003691072
"luqmanxyz/LelaStarling-7B",0.983239110470596,0.198825630011526
"Weyaxi/MetaMath-neural-chat-7b-v3-2-Slerp",0.614727782870523,0.290289051056402
"jondurbin/airoboros-l2-70b-gpt4-1.4.1",-0.0626461948480536,0.249609477292404
"migtissera/SynthIA-7B-v1.5",0.347673981172416,0.217954467098573
"bababababooey/mergekit-slerp-mntqhzv",0.258182324511762,0.189828835799656
"ichigoberry/pandafish-7b",0.703481038724029,0.206377287271298
"Locutusque/OpenCerebrum-2.0-7B",0.364151795479051,0.274948895988882
"automerger/Experiment27Pastiche-7B",1.72472906403885,0.363166957755397
"AmberYifan/test-spin-lora-iter2",-0.176360348888436,0.228512357482302
"Weyaxi/Nous-Hermes-2-SUS-Chat-34B-Slerp",-0.230926639806587,0.228678871113855
"Xenon1/Xenon-4",-0.15715118260818,0.218235424074595
"flammenai/Mahou-1.1-mistral-7B",0.902495151757147,0.195758848657478
"localfultonextractor/Erosumika-7B",-0.30023851820043,0.196142285301145
"OpenBuddy/openbuddy-qwen1.5-32b-v21.2-32k",-0.196824903325744,0.273320058089635
"pandego/my-first-blend",-0.178282817072666,0.226711165633812
"saucam/aqua-smaug-0.3-8B",-0.670235187358007,0.210471643394558
"zhengr/MixTAO-7Bx2-MoE-Instruct-v1.0",1.53894589500868,0.246650677264694
"garage-bAInd/Platypus-30B",-0.195429296469788,0.260702383161267
"Korabbit/Llama-2-7b-chat-hf-afr-100step-v2",-1.61150175151897,0.175125404218764
"Changgil/K2S3-Llama2-13b-v1.0",-0.687549485372843,0.176060371231841
"CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r16-q_k_v_o_gate_up_down",-0.924231259921644,0.182005634400265
"cookinai/OrcaHermes-Mistral-70B-miqu",-0.306269267750512,0.231759987964139
"meraGPT/mera-mix-4x7B",1.87068291799511,0.366263512900799
"Weyaxi/neural-chat-7b-v3-1-OpenHermes-2.5-7B",0.129843974937397,0.222272807941922
"sethuiyer/Diana-7B",0.557937184110263,0.177070866519638
"chanwit/flux-base-optimized",0.0249598675316959,0.216195600436787
"Sao10K/Stheno-L2-13B",-0.707657418403051,0.17840925016895
"gradientputri/MegaMix-S1-13B",-0.872892039207918,0.159707394933642
"abdulrahman-nuzha/finetuned-llama2-chat-5000-v1.0-squad",-1.373850181126,0.200452242602987
"huggingface/llama-7b",-1.21318350248915,0.239201745678056
"shuvom/yuj-v1",-1.58548534157466,0.222506649800975
"eachadea/vicuna-7b-1.1",-1.21060082032825,0.241311677641648
"PulsarAI/Neural-una-cybertron-7b",0.548665656256783,0.19681231413509
"dhanushreddy29/BrokenKeyboardMerge",-0.152142441568157,0.206603862833198
"VitalContribution/Evangelion-7B",0.71019025409974,0.275621171534684
"dfurman/Mixtral-8x7B-peft-v0.1",-0.278443378216861,0.214200754836574
"vihangd/smartyplats-3b-v2",-1.42749193665878,0.234674064254988
"G-reen/EXPERIMENT-DPO-m7b2-1-merged",0.128216688451026,0.233678344298047
"Vasanth/Beast-Soul-new",1.64640811244452,0.239974388543315
"automerger/PasticheInex12-7B",1.71951548077011,0.242181801520595
"andysalerno/openchat-nectar-0.1",0.536944535596404,0.23711512793755
"jsfs11/West-Dare-7B",1.68505450709932,0.295850480647639
"MaziyarPanahi/Llama-3-70B-Instruct-DPO-v0.3",-0.191943672255969,0.201377571062914
"decapoda-research/Adrastea-7b-v1.0-dpo",0.0173147509937424,0.242831584458308
"Walmart-the-bag/WordWoven-13B",0.21607550406802,0.2016663465659
"CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r4-q_k_v_o",-0.824732783725034,0.161325798035537
"MisterRid/Llama-3-8B-SaulGoodMan",-0.63520704437435,0.182186910524162
"Locutusque/Hyperion-3.0-Mistral-7B-alpha",0.568784651081116,0.216027784447221
"cloudyu/TomGrc_FusionNet_34Bx2_MoE_v0.1_DPO_f16",-0.186621426338054,0.231289923910093
"allknowingroger/Mistralchat-7B-slerp",1.02212830122538,0.193333690581844
"mwitiderrick/SwahiliInstruct-v0.2",-0.802839865206517,0.293672674877551
"AA051611/limb",-0.730481792305856,0.278298799570788
"AGI-0/Magistral-7B-v0.1",0.608468398756298,0.318741697422964
"Azazelle/Sina-Odin-7b-Merge",-0.600681398822047,0.282290026716574
"jan-ai/Solar-10.7B-SLERP",0.141044839476997,0.257188961189005
"stabilityai/StableBeluga-13B",-0.840870222463101,0.173355690439639
"PulsarAI/2x-LoRA-Assemble-Platypus2-13B",-0.839992063827177,0.243863960487649
"CHIH-HUNG/llama-2-13b-FINETUNE4_3.8w-r4-gate_up_down",-0.968976289741005,0.198797360961352
"vaiv/gem-14b-instruct",-0.831439613758491,0.217723017361293
"JaeyeonKang/CCK_Gony_v3",-0.372234333066476,0.203132880806366
"flammenai/Mahou-1.2a-mistral-7B",0.880963764200514,0.236954900718434
"ibivibiv/orthorus-125b-v2",-0.26486206473281,0.229799459951394
"openlm-research/open_llama_7b_v2",-0.700703259971974,0.261939161742897
"Edgerunners/yi-9b-may-ortho-baukit-30fail-3000total-bf16",-0.975453992955386,0.184322607259683
"raincandy-u/Rain-7B-v0.2",-1.13819287008835,0.217581505135045
"TeeZee/Kyllene-v1.0",-0.563100063033396,0.277340547644502
"BelalTab/finetuned-llama2-2048-v3.0",-1.49958519903156,0.202275322859083
"BFauber/lora_llama2-13b_10e5_r32_a256",-0.928329146694802,0.196016314259444
"OpenBuddy/openbuddy-mixtral-8x7b-v16.2-32k",-0.731006585036464,0.289552224095787
"cookinai/Blitz-v0.2",0.135729031543142,0.236514801508333
"rishiraj/oswald-4x7b",0.572563823409073,0.210000454473553
"ShenaoZhang/0.001_idpo_noreplacerej_iter_2",0.36406224267516,0.189111568270206
"Replete-AI/Phi-Elothir",-2.04088126201093,0.186915156582899
"ConvexAI/Luminex-34B-v0.2",-0.0717214171448411,0.235318417123238
"yam-peleg/Experiment15-7B",1.67979738662686,0.3357579392926
"Wanfq/FuseLLM-7B",-1.35936795599556,0.22716983001016
"allknowingroger/RasGullaINEX12-7B-slerp",1.29760549925777,0.186853537229182
"jeiku/Eros_Prodigadigm_7B",0.221170958927789,0.200904736386118
"gaodrew/OpenOrca-Platypus2-13B-thera-1250",-1.44869433408011,0.241654022247397
"lizpreciatior/lzlv_70b_fp16_hf",-0.232400596665779,0.269214961739957
"abacusai/Smaug-Mixtral-v0.1",-0.0868450817704522,0.248313941486099
"ehartford/dolphin-2.1-mistral-7b",0.455212392625593,0.175227928065705
"CHIH-HUNG/llama-2-13b-FINETUNE4_compare15k_4.5w-r16-gate_up_down",-0.888729399260784,0.164372761639973
"kaist-ai/mistral-orpo-alpha",0.110020768732833,0.230103230924277
"mistralai/Mixtral-8x22B-Instruct-v0.1",-0.227274023027502,0.196950274773125
"ResplendentAI/Flora_7B",2.06875003684112,0.330894961185157
"Yukang/Llama-2-13b-longlora-32k-ft",-0.878178659047993,0.164564240203701
"LeroyDyer/Mixtral_AI_128k_b",0.219111606410138,0.22859752794204
"OpenBuddy/openbuddy-mixtral-7bx8-v18.1-32k",-0.294956668998569,0.211440547292991
"shadowml/Daredevil-7B",1.09752626510336,0.201331437368729
"jsfs11/MixtureofMerges-MoE-2x7b-v6",2.74208111324725,0.460453488192945
"jpquiroga/Mistral_7B_ties_merge_instruct_open_orca_codeninja",-0.243387525688373,0.240501697629942
"Mihaiii/Metis-0.5",0.437207621819574,0.188101773736576
"Technoculture/Medmerge-tulu-70b",-0.226816334474472,0.231301220675592
"NousResearch/Nous-Capybara-7B",-1.44781376583976,0.236412542440168
"silvercoder67/Mistral-7b-instruct-v0.2-summ-sft-e2m",-0.21135556232676,0.182197137830011
"Test157t/Prima-Pastacles-7b",0.479983674775887,0.212847244991714
"Aspik101/30B-Lazarus-instruct-PL-lora_unload",-0.583688131335909,0.241362076297341
"yam-peleg/Experiment29-7B",2.03394555157535,0.32996029272791
"yleo/EmertonMonarch-7B",1.71951548077011,0.242181801520595
"janhq/supermario-slerp-v2",0.818749914664584,0.209404414739303
"Obrolin/Kesehatan-7B-v0.1",-0.268872426064027,0.236021124230541
"migtissera/Tess-34B-v1.4",-0.30531402248804,0.242605481746358
"viethq188/LeoScorpius-7B",1.08400939240911,0.179770694382363
"ZhangShenao/0.0005_llama_nodpo_3iters_bs128_531lr_iter_1",-0.671368920933809,0.19616225153834
"garage-bAInd/Platypus2-70B-instruct",-0.268224988943787,0.246150192501438
"OpenBuddy/openbuddy-falcon-180b-v13-preview0",-0.355301452308327,0.276390387089276
"argilla/notux-8x7b-v1-epoch-2",-0.168333084700618,0.196015739808491
"Cartinoe5930/iDUS-8layers",-0.157385609517153,0.194389720616278
"haoranxu/ALMA-13B",-0.669052876706293,0.247638073497911
"Xenon1/Zenith-7B-dpo-v1",-0.285898530777024,0.20950021880961
"shadowml/DareBeagle-7B",1.10024475575636,0.208360117671889
"UCLA-AGI/zephyr-7b-sft-full-spin-iter1",0.200545818287668,0.204674092914026
"mlabonne/Daredevil-8B",-0.61207041847378,0.194171620010677
"CorticalStack/mistral-7b-dolphin-sft",-0.128562870453871,0.232622276060056
"Azazelle/Silicon-Medley",0.417300795731896,0.188676351597037
"The-Face-Of-Goonery/Huginn-22b-Prototype",-1.49189952168868,0.218950220464761
"vicgalle/ConfigurableBeagle-11B",0.188536589734718,0.226646544934303
"Nitral-AI/Eris_PrimeV4.20-Vision-32k-7B",0.26445900094553,0.2064758837074
"cloudyu/4bit_quant_TomGrc_FusionNet_34Bx2_MoE_v0.1_DPO",0.0108370575681543,0.245060509834247
"SF-Foundation/Ein-72B-v0.13",-0.447519127091884,0.230305094264713
"nbeerbower/llama-3-stella-8B",-0.580898600849152,0.201031956862551
"Isaak-Carter/JOSIE_Beta-3-7B-slerp",0.284180651762261,0.201267025433584
"raincandy-u/Rain-7B-v0.1",-1.19539655464051,0.219847744850416
"flammenai/flammen22C-mistral-7B",0.628497507148855,0.225570664338138
"Radiantloom/radiantloom-mixtral-8x7b-fusion-dpo",0.165915440113334,0.208975413934361
"KnutJaegersberg/MistralInstructLongish",-0.0755800628564074,0.240030936258396
"chatty123/mistral_rank16_invert",-0.284314063048451,0.194371543937436
"DreadPoor/RoyalMaid-7B-slerp",1.19433553726734,0.193187726100554
"refine-ai/Llama3-7b",-1.91657752483901,0.154481621284424
"GreenNode/GreenNodeLM-7B-v2leo",1.15093693510464,0.195846304412285
"KnutJaegersberg/Nanbeige-16B-Base-32K-llama",-0.86309295119273,0.176933006672676
"andysalerno/rainbowfish-7B-v9",0.127043702020605,0.231637554767604
