"model","pirt_accuracy","theta","n_subset_items","n_all_items","avg_observed","avg_predicted"
"YeungNLP/firefly-zephyr-6x7b",0.532135838878539,-0.417849713456578,145,844,0.655172413793103,0.506613230348337
"HanNayeoniee/LHK",0.555392112643633,-0.202086332290036,145,844,0.696551724137931,0.526110075924502
"Weyaxi/Einstein-bagel-7B",0.606762583102839,0.287519924808567,145,844,0.76551724137931,0.573830643975388
"ibivibiv/orthorus-125b-v2",0.620400145393963,0.391536099919544,145,844,0.793103448275862,0.584574710604442
"yeontaek/llama-2-13B-ensemble-v3",0.521943771142406,-0.569839669819991,145,844,0.662068965517241,0.492876313081818
"AGI-0/ThetaWave-7B-v0.1",0.605545051923406,0.30093587879541,145,844,0.751724137931034,0.575221779432553
"Inv/Dykh-Tau-7B",0.550878346227693,-0.246290108416269,145,844,0.689655172413793,0.522090592583938
"LeroyDyer/Mixtral_AI_SwahiliTron_7b",0.485930425079426,-0.927247394771883,145,844,0.6,0.462267923844114
"ResplendentAI/Paradigm_Shift_7B",0.630614044713848,0.592173300610309,145,844,0.758620689655172,0.604060448839038
"AA051610/C0322-reft",0.52862549564976,-0.575567224457059,145,844,0.703448275862069,0.492360398180826
"allknowingroger/ROGERphi-7B-slerp",0.624409741201595,0.496880524432475,145,844,0.76551724137931,0.595138514412226
"nisten/BigCodeLlama-92b",0.415636832632738,-1.76487296332882,145,844,0.468965517241379,0.404574373021503
"macadeliccc/Monarch-7B-SFT",0.5401634973203,-0.326124999543625,145,844,0.662068965517241,0.514875524661421
"yleo/EmertonMonarch-7B",0.721523774781042,1.96575314185539,145,844,0.896551724137931,0.685216117189127
"MSL7/INEX8-7B",0.722360009578075,2.12458099042248,145,844,0.889655172413793,0.687656435027032
"kyujinpy/Sakura-SOLAR-Instruct",0.606450517079214,0.270093191789704,145,844,0.772413793103448,0.572023228061311
"azarafrooz/Mistral-7B-Instruct-v0.2-Selfplay-v0",0.557462321650258,-0.174721383494748,145,844,0.696551724137931,0.528609727428923
"dillfrescott/amadeus-v0.1",0.643953102118509,0.693568883706346,145,844,0.793103448275862,0.613013473802606
"lodrick-the-lafted/Grafted-Hermetic-Platypus-D-2x7B",0.512008891892751,-0.656121140141588,145,844,0.641379310344828,0.485172395933451
"Josephgflowers/Cinder-Phi-2-V1-F16-gguf",0.463657156642753,-1.16431440198053,145,844,0.558620689655172,0.443957997434169
"ewqr2130/alignment-handbook-zephyr-7b_ppo_5e7step_102",0.496219803200857,-0.811128240182402,145,844,0.613793103448276,0.471830491990734
"kekmodel/StopCarbon-10.7B-v3",0.606450517079214,0.270093191789704,145,844,0.772413793103448,0.572023228061311
"nextai-team/Moe-2x7b-QA-Code",0.599052747463537,0.252933628331367,145,844,0.737931034482759,0.570243946865845
"freeCS-dot-org/ThetaWave-7B-v0.1",0.628603837617593,0.504853914661021,145,844,0.786206896551724,0.59591078533512
"MaziyarPanahi/Llama-3-8B-Instruct-DPO-v0.1",0.511580623635039,-0.678265787508348,145,844,0.648275862068965,0.483224672886942
"Kukedlc/NeuralSynthesis-7b-v0.4-slerp",0.721830266033547,2.07971699102167,145,844,0.889655172413793,0.687016801906028
"Muhammad2003/TriMistral-7B-SLERP",0.558968682573411,-0.123775811386573,145,844,0.682758620689655,0.533289796984204
"FelixChao/ShadowNeural-7B-ORPO",0.627461267711847,0.535384274984157,145,844,0.76551724137931,0.598823047137052
"LTC-AI-Labs/L2-7b-Hermes-Synthia",0.401328802257911,-2.11654933849632,145,844,0.475862068965517,0.385867681124001
"Yuma42/KangalKhan-RawEmerald-7B",0.623479496922541,0.485369213533985,145,844,0.76551724137931,0.594015301005185
"Alsebay/Kilo-2x8B",0.493638261978092,-0.918309265107443,145,844,0.641379310344828,0.462990977266824
"Radu1999/MisterUkrainianDPO",0.637319073886812,0.55558637541617,145,844,0.813793103448276,0.600711442575779
"core-3/kuno-royale-v3-7b",0.682516069611361,1.1430104200338,145,844,0.841379310344828,0.649561606226022
"Stopwolf/Bumbar-7B-slerp",0.612023198316645,0.335020467227555,145,844,0.772413793103448,0.578751901830112
"raidhon/coven_7b_128k_orpo_alpha",0.577276615050766,0.0499745777986779,145,844,0.710344827586207,0.549673051649279
"EmbeddedLLM/Mistral-7B-Merge-14-v0.3-ft-step-9984",0.53913913080802,-0.292260029475044,145,844,0.641379310344828,0.517930509874061
"rhysjones/Phi-3-mini-mango-1-llamafied",0.494044974835519,-0.894685140662528,145,844,0.63448275862069,0.46491267347808
"bartowski/internlm2-chat-7b-sft-llama",0.478117609082468,-1.0281549257633,145,844,0.593103448275862,0.454265038720463
"AA051612/A0123",0.58491004436761,0.0564673943058373,145,844,0.751724137931034,0.550306262441006
"Test157t/Eris-Floramix-7b",0.705321366365929,1.4200349432397,145,844,0.882758620689655,0.668513924481894
"Replete-AI/Phi-Elothir",0.477601680809918,-1.01779457267249,145,844,0.586206896551724,0.455072701864908
"kimwooglae/AISquare-Instruct-SOLAR-10.7b-v0.5.32",0.495899392181471,-0.832863163360257,145,844,0.620689655172414,0.470013000001662
"jeiku/Garbage_9B",0.559410720182867,-0.195942799800654,145,844,0.717241379310345,0.526670454698626
"adamo1139/yi-34b-200k-rawrr-dpo-1",0.549428954889335,-0.28142006725945,145,844,0.696551724137931,0.518909925503003
"SC99/Mistral-7B-summ-lora-tuned-8h",0.549711534507052,-0.246050187642039,145,844,0.682758620689655,0.522112353539273
"Artples/M-LChat-7b",0.61096863618348,0.364253481960189,145,844,0.751724137931034,0.581770427666462
"Kukedlc/Neural-4-QA-7b",0.717222461707757,1.91505564188953,145,844,0.875862068965517,0.684314388671455
"abhishekchohan/Yi-9B-Forest-DPO-v1.0",0.493115830005083,-0.873461959100095,145,844,0.620689655172414,0.46665201791744
"StarFox7/gemma-2b-dpo-v1",0.410232211247322,-1.98926349869149,145,844,0.496551724137931,0.392326160647696
"Kquant03/Samlagast-7B-laser-bf16",0.704883171287093,1.41068587693045,145,844,0.882758620689655,0.667984830566962
"Gille/StrangeMerges_2-7B-slerp",0.616597248844033,0.402584867667874,145,844,0.76551724137931,0.585705404898947
"ChavyvAkvar/llama-3-lumimaid-habib-v3",0.497189871712606,-0.797201135566153,145,844,0.613793103448276,0.473001790737396
"automerger/ShadowYam-7B",0.721830266033547,2.07971699102167,145,844,0.889655172413793,0.687016801906028
"DUAL-GPO-2/phi-2-gpo-renew2-b0.001-extra-v2-i1",0.47975123238655,-1.00292601581913,145,844,0.593103448275862,0.456237539533975
"vicgalle/Configurable-Llama-3-8B-v0.2",0.510420734786782,-0.694286687418232,145,844,0.648275862068965,0.481824177625242
"TomGrc/FusionNet_34Bx2_MoE",0.605131591987986,0.213272961648152,145,844,0.793103448275862,0.566138860712246
"Kukedlc/NeuralSynthesis-7B-v0.3",0.722360009578075,2.12458099042248,145,844,0.889655172413793,0.687656435027032
"migtissera/Tess-72B-v1.5b",0.607355546786183,0.266835559833051,145,844,0.779310344827586,0.571685381241114
"cloudyu/4bit_quant_TomGrc_FusionNet_34Bx2_MoE_v0.1_DPO",0.640038471149624,0.560147381631663,145,844,0.827586206896552,0.601133719099116
"weezywitasneezy/OxytocinErosEngineeringF1-7B-slerp",0.59959447718766,0.25924295301177,145,844,0.737931034482759,0.570898052569935
"saishf/Merge-Mayhem-L3-V2.1",0.505386712114785,-0.731411167555758,145,844,0.63448275862069,0.478607131652187
"rwitz2/pee",0.645479686966112,0.714859249054409,145,844,0.793103448275862,0.614856732187981
"icefog72/IceLatteRP-7b",0.654375034766304,0.773307928096788,145,844,0.820689655172414,0.619874863151303
"ALBADDAWI/DeepCode-7B-Aurora",0.435890388515859,-1.50440955479286,145,844,0.510344827586207,0.42044561932387
"zhengr/MixTAO-7Bx2-MoE-DPO",0.663578135712253,0.888860513342515,145,844,0.827586206896552,0.629556432819945
"liminerity/M7-7b",0.71948824803218,1.98976743572586,145,844,0.882758620689655,0.685619572731273
"uukuguy/zephyr-7b-alpha-dare-0.85",0.525635926690396,-0.457249070896429,145,844,0.63448275862069,0.503056827076816
"ABX-AI/Silver-Sun-11B",0.601069767790187,0.248825508440937,145,844,0.751724137931034,0.569818145944089
"kyujinpy/PlatYi-34B-Llama",0.554965709332781,-0.254973504131304,145,844,0.717241379310345,0.521303374358894
"migtissera/Tess-XS-v1.0",0.533089752985307,-0.389192016307119,145,844,0.648275862068965,0.50919563879771
"openlynn/Llama-3-Soliloquy-Max-70B-v1",0.479794322688789,-1.17171233475265,145,844,0.655172413793103,0.443414031973301
"BFauber/lora_llama2-13b_10e5_r32_a16",0.487540261886846,-0.92090100500493,145,844,0.606896551724138,0.462781088744632
"vicgalle/franken-SOLAR-18B-v1.0",0.538773594969332,-0.471678607507918,145,844,0.717241379310345,0.501752380764115
"SUSTech/SUS-Chat-72B",0.543907864753356,-0.371232384346271,145,844,0.703448275862069,0.510812929687886
