"Model_Name","Theta_WLE","SE"
"Mihaiii/Pallas-0.5-LASER-0.3",-0.405298345534551,0.192285469680535
"amazingvince/Not-WizardLM-2-7B",-0.0337824094431033,0.182431860535145
"shanchen/llama3-8B-slerp-med-262k",-1.73552336568158,0.223805330566373
"nisten/shqiponja-59b-v1",-0.169342911886869,0.169825676249323
"Weyaxi/Helion-4x34B",0.0199094308617081,0.170539711770358
"Azazelle/Bianca-7b",0.477260164862202,0.161406813908904
"Josephgflowers/Cinder-Phi-2-Test-1",-1.54279850531009,0.297612719751044
"andrijdavid/Meta-Llama-3-13B-Instruct",-1.69519740185303,0.2869207604384
"gmonsoon/MiaAffogato-Indo-Mistral-7b",0.0196480903323341,0.201742448208273
"mncai/agiin-13.6B-v0.0",0.381212956840656,0.201134368834135
"vikash06/doctorLLM5k",-1.61127604799515,0.306548622894513
"adamo1139/Yi-34B-200K-AEZAKMI-RAW-1701",-0.335490866042863,0.200609078406942
"YKM11/Mistral-7B-adaptv0.9",1.4666084850858,0.16386967392907
"l3utterfly/mistral-7b-v0.1-layla-v2",-0.839315869767966,0.199166589519125
"lcw99/llama-3-8b-it-kor-extented-chang",-0.942116181987132,0.219345825574078
"Cartinoe5930/SOLAR-DUS-implement",-0.732068811244829,0.199740316812103
"Mihaiii/Pallas-0.5-LASER-0.6",-0.482817570980865,0.208000596213035
"Gille/StrangeMerges_27-7B-dare_ties",1.45396384074476,0.160949999381318
"giraffe176/Open_Neural_Monarch_Maidv0.2",-0.0499031278057229,0.165967578368151
"Sao10K/Ana-v1-m7",0.798760831462368,0.145651500066541
"mncai/agiin-13.6B-v0.1",0.516689883433466,0.177498171294351
"macadeliccc/laser-dolphin-mixtral-4x7b-dpo",0.108969799693877,0.1675916539512
"DenisTheDev/Blitz-AI-MOE-v0.7",0.277932666262846,0.148915263653528
"jan-ai/Pandora-10.7B-v1",0.906802981671626,0.164723786957572
"moondriller/llama2-13B-eugeneparkthebest",-1.73937602732685,0.274619965194467
