"file","model_count","compared_models","rmse","mae"
"/store01/nchawla/pli9/llmbenchmark/baseline_compare/tinybenchmark_calibration/irt_person_scores_tinyarc.csv",3747,3747,1.40322494237575,1.11370849705536
