"model","pirt_accuracy","theta","n_subset_items","n_all_items","avg_observed","avg_predicted","actual_accuracy","n_items","error","abs_error","squared_error"
"0-hero/Matter-0.1-Slim-7B-B",0.527342479024526,-0.382371233357956,100,844,0.63,0.513544425129973,0.537914691943128,844,-0.010572212918602,0.010572212918602,0.000111771685996255
"01-ai/Yi-34B-Chat",0.545013851801622,-0.268619661248065,100,844,0.71,0.522838294248076,0.604265402843602,844,-0.05925155104198,0.05925155104198,0.00351074630088036
"01-ai/Yi-9B",0.474497991651644,-0.960722702255251,100,844,0.54,0.465693958271488,0.542654028436019,844,-0.0681560367843749,0.0681560367843749,0.00464524535015307
"01-ai/Yi-9B-200K",0.443325703502171,-1.33433204027014,100,844,0.49,0.437052276553538,0.496445497630332,844,-0.053119794128161,0.053119794128161,0.00282171252821821
"922CA/Silicon-Monika-7b",0.554508956476538,-0.104654050676101,100,844,0.69,0.536297794712632,0.566350710900474,844,-0.011841754423936,0.011841754423936,0.000140227147836807
"AA051610/C0322-reft",0.516055428711315,-0.584435561749495,100,844,0.66,0.496708040097244,0.588862559241706,844,-0.072807130530391,0.072807130530391,0.00530087825606939
"AA051610/FT",0.523782981862216,-0.480038458878573,100,844,0.66,0.505474242865202,0.561611374407583,844,-0.0378283925453671,0.0378283925453671,0.00143098728256638
"AA051611/A0118",0.476086370967409,-1.00537625770558,100,844,0.58,0.462119485344749,0.528436018957346,844,-0.052349647989937,0.052349647989937,0.00274048564467032
"AA051612/A0123",0.539689984843602,-0.309670043402426,100,844,0.69,0.519487025817204,0.624407582938389,844,-0.0847175980947871,0.0847175980947871,0.00717707142694987
"AA051615/A0305a",0.475970748332132,-0.990182195587754,100,844,0.57,0.463332408054192,0.537914691943128,844,-0.061943943610996,0.061943943610996,0.00383705215008226
"AA051615/A0306",0.533213203717592,-0.383110811224325,100,844,0.68,0.513483795615118,0.601895734597156,844,-0.068682530879564,0.068682530879564,0.00471729004802226
"abacusai/Llama-3-Giraffe-70B-Instruct",0.55229638697272,-0.200495680536341,100,844,0.73,0.528411492748624,0.643364928909953,844,-0.091068541937233,0.091068541937233,0.00829347933057357
"abacusai/Llama-3-Smaug-8B",0.465014994375931,-1.11371127976377,100,844,0.55,0.453592278566245,0.516587677725118,844,-0.051572683349187,0.051572683349187,0.00265974166783551
"abacusai/MetaMath-Bagel-DPO-34B",0.560706934068333,-0.133463683092268,100,844,0.76,0.533920231658162,0.633886255924171,844,-0.073179321855838,0.073179321855838,0.00535521314728033
"abacusai/Smaug-34B-v0.1",0.598686795899337,0.237391109032547,100,844,0.84,0.566252225455699,0.707345971563981,844,-0.108659175664644,0.108659175664644,0.01180681645612
"abhishekchohan/Yi-9B-Forest-DPO-v1.0",0.442950384947721,-1.34023873709785,100,844,0.49,0.436626511956824,0.527251184834123,844,-0.084300799886402,0.084300799886402,0.0071066248614872
"abideen/AlphaMonarch-laser",0.722585500963503,1.97097762067916,100,844,0.98,0.687986777974727,0.716824644549763,844,0.00576085641374002,0.00576085641374002,3.31874666197296e-05
"abideen/Mistral-v2-orpo",0.531327643076752,-0.359988356323753,100,844,0.65,0.515377057468788,0.537914691943128,844,-0.00658704886637607,0.00658704886637607,4.33892127680262e-05
"abideen/PhigRange-2.7B-slerp",0.478252176888506,-1.02518126285913,100,844,0.61,0.460544136147714,0.550947867298578,844,-0.072695690410072,0.072695690410072,0.00528466340419704
"aboros98/lilo2",0.407120054473422,-1.96272411758046,100,844,0.48,0.397324362870388,0.41824644549763,844,-0.011126391024208,0.011126391024208,0.000123796577223577
"ABX-AI/Silver-Sun-11B",0.597395840881605,0.279193048700709,100,844,0.8,0.570164099064616,0.649289099526066,844,-0.0518932586444609,0.0518932586444609,0.00269291029274092
"adamo1139/LWM-7B-1M-1000000ctx-AEZAKMI-3_1-1702",0.402305406631002,-1.8680475207417,100,844,0.4,0.402615273113663,0.399289099526066,844,0.003016307104936,0.003016307104936,9.09810855128739e-06
"adamo1139/yi-34b-200k-rawrr-dpo-1",0.54124364870519,-0.288077339266091,100,844,0.69,0.521249515466641,0.591232227488152,844,-0.0499885787829619,0.0499885787829619,0.00249885800874039
"AGI-0/ThetaWave-7B-v0.1",0.561135400655097,-0.0787976502175702,100,844,0.73,0.538438545904438,0.619668246445498,844,-0.058532845790401,0.058532845790401,0.00342609403632286
"ajibawa-2023/Uncensored-Jordan-13B",0.471162808207018,-1.04186548426384,100,844,0.56,0.459222325439144,0.488151658767773,844,-0.016988850560755,0.016988850560755,0.000288621043375665
"AlanRobotics/nanit_v3",0.481082474576618,-0.918097476454968,100,844,0.57,0.469131194277777,0.517772511848341,844,-0.036690037271723,0.036690037271723,0.00134615883500043
"ALBADDAWI/DeepCode-7B-Aurora",0.38692844171918,-2.17020775875165,100,844,0.39,0.386515597864231,0.438388625592417,844,-0.051460183873237,0.051460183873237,0.00264815052426736
"ALBADDAWI/DeepCode-7B-Aurora-v2",0.420132786058481,-1.75228340678165,100,844,0.5,0.409397945474943,0.462085308056872,844,-0.041952521998391,0.041952521998391,0.00176001410202548
"alignment-handbook/zephyr-7b-dpo-full",0.522599477981136,-0.496115879450533,100,844,0.66,0.504131665881827,0.566350710900474,844,-0.0437512329193379,0.0437512329193379,0.00191417038196216
"allknowingroger/JaskierMistral-7B-slerp",0.722585500963503,1.97097762067916,100,844,0.98,0.687986777974727,0.709715639810427,844,0.0128698611530761,0.0128698611530761,0.000165633326099457
"allknowingroger/JupiterINEX12-12B-MoE",0.687600561069748,1.2098536259092,100,844,0.95,0.652331819278047,0.706161137440758,844,-0.0185605763710101,0.0185605763710101,0.000344494995224097
"allknowingroger/LimyQstar-7B-slerp",0.607618661174013,0.401523645905733,100,844,0.8,0.581760954342563,0.638625592417062,844,-0.031006931243049,0.031006931243049,0.000961429785111167
"allknowingroger/mergekit-slerp-zplzqvn",0.722585500963503,1.97097762067916,100,844,0.98,0.687986777974727,0.716824644549763,844,0.00576085641374002,0.00576085641374002,3.31874666197296e-05
"allknowingroger/NeuralCeptrix-7B-slerp",0.717372248088365,1.79130098183092,100,844,0.97,0.683416905089489,0.697867298578199,844,0.019504949510166,0.019504949510166,0.000380443055394125
"allknowingroger/ROGERphi-7B-slerp",0.627541738355353,0.584074032982961,100,844,0.84,0.598985520392363,0.632701421800948,844,-0.00515968344559503,0.00515968344559503,2.66223332587474e-05
"allknowingroger/Synthiallamaguanco-7B-slerp",0.417993802869714,-1.72573859963237,100,844,0.47,0.411003722610267,0.444312796208531,844,-0.026318993338817,0.026318993338817,0.000692689410368693
"Alsebay/Kilo-2x8B",0.468420436832905,-1.06427033758018,100,844,0.55,0.457455441783565,0.535545023696682,844,-0.067124586863777,0.067124586863777,0.00450571016163274
"Alsebay/L3-krai-test",0.477273514719682,-0.971728256848624,100,844,0.57,0.464810277450823,0.536729857819905,844,-0.059456343100223,0.059456343100223,0.00353505673485144
"alvarobartt/mistral-7b-orpo-alignment-handbook",0.549010620876791,-0.180394475852833,100,844,0.69,0.530060435510768,0.562796208530806,844,-0.0137855876540151,0.0137855876540151,0.000190042426966532
"AmberYifan/test-spin-lora-iter2",0.495111546854623,-0.739990174901021,100,844,0.58,0.483701808528632,0.485781990521327,844,0.00932955633329602,0.00932955633329602,8.70406213761439e-05
"amu/spin-phi2-2",0.500618011438026,-0.745719022153502,100,844,0.63,0.483227959211955,0.565165876777251,844,-0.0645478653392251,0.0645478653392251,0.00416642691985073
"andysalerno/mistral-sft-v3",0.525505039019935,-0.440339730544923,100,844,0.65,0.508771845339819,0.545023696682464,844,-0.019518657662529,0.019518657662529,0.000380977996947003
"Antonio88/TaliML-7B-V.1-ENG",0.524508322781756,-0.486286026444147,100,844,0.67,0.504952989822314,0.536729857819905,844,-0.012221535038149,0.012221535038149,0.000149365918688705
"arcee-ai/Clown-DPO-Extended",0.722585500963503,1.97097762067916,100,844,0.98,0.687986777974727,0.714454976303318,844,0.00813052466018505,0.00813052466018505,6.61054312498771e-05
"ArianAskari/NeuralHermes-2.5-Mistral-7B",0.585740215856398,0.180405466156197,100,844,0.77,0.560974115837097,0.591232227488152,844,-0.00549201163175395,0.00549201163175395,3.01621917633206e-05
"ArianAskari/SOLID-SFT-DPO-MixQV3-SOLIDChosen-SFTRejected-Zephyr-7b-beta",0.531375524999615,-0.392139236393954,100,844,0.67,0.512743203090961,0.530805687203792,844,0.000569837795823092,0.000569837795823092,3.24715113548519e-07
"Artples/L-MChat-Small",0.473643297978179,-1.07439931949153,100,844,0.6,0.456659870287074,0.54739336492891,844,-0.073750066950731,0.073750066950731,0.0054390723752373
"Artples/M-LChat-7b",0.609209804546282,0.420419333514967,100,844,0.8,0.58356596107132,0.637440758293839,844,-0.0282309537475569,0.0282309537475569,0.000796986749496697
"automerger/Experiment27Pastiche-7B",0.722585500963503,1.97097762067916,100,844,0.98,0.687986777974727,0.714454976303318,844,0.00813052466018505,0.00813052466018505,6.61054312498771e-05
"automerger/OgnoExperiment27-7B",0.717372248088365,1.79130098183092,100,844,0.97,0.683416905089489,0.719194312796208,844,-0.00182206470784307,0.00182206470784307,3.31991979956727e-06
"automerger/ShadowYam-7B",0.722585500963503,1.97097762067916,100,844,0.98,0.687986777974727,0.718009478672986,844,0.00457602229051701,0.00457602229051701,2.09399800033086e-05
"AwanLLM/Llama-3-8B-Dolfin-v0.2-Instruct",0.49857697802431,-0.757475994385214,100,844,0.62,0.482256679371664,0.546208530805687,844,-0.047631552781377,0.047631552781377,0.0022687648203651
"azarafrooz/Mistral-7B-Instruct-v0.2-Selfplay-v0",0.533897761364731,-0.357207853873421,100,844,0.67,0.515604449720205,0.567535545023697,844,-0.033637783658966,0.033637783658966,0.0011315004894874
"azarafrooz/mistral-v2-7b-selfplay-v0",0.543695002407586,-0.254028776300911,100,844,0.69,0.524030352193552,0.569905213270142,844,-0.026210210862556,0.026210210862556,0.000686975153459651
"Azazelle/Mocha-Dare-7b-ex",0.546407933533159,-0.282172491117536,100,844,0.73,0.521731580513422,0.548578199052133,844,-0.00217026551897403,0.00217026551897403,4.71005242284764e-06
"Azazelle/Sina-Loki-7b-Merge",0.506844891313067,-0.676878374736049,100,844,0.64,0.488947699285254,0.522511848341232,844,-0.015666957028165,0.015666957028165,0.000245453542522369
"Azure99/blossom-v4-yi-34b",0.540672622490208,-0.296012969716149,100,844,0.69,0.520601738416312,0.612559241706161,844,-0.0718866192159531,0.0718866192159531,0.00516768602229943
"Ba2han/BruinsV2-OpHermesNeu-11B",0.631288700587479,0.61510456817528,100,844,0.85,0.601892020558914,0.635071090047393,844,-0.00378238945991405,0.00378238945991405,1.43064700264689e-05
"bababababooey/mergekit-slerp-bxtecvo",0.604311847464698,0.376295578521726,100,844,0.79,0.579353762446512,0.593601895734597,844,0.010709951730101,0.010709951730101,0.000114703066061094
"bardsai/jaskier-7b-dpo-v3.3",0.709679231343297,1.5850651847689,100,844,0.96,0.676033966738901,0.70260663507109,844,0.00707259627220702,0.00707259627220702,5.00216180296367e-05
"BarraHome/Wistral-7B-Instruct-v0.3",0.537150759741022,-0.312026598642036,100,844,0.67,0.519294679061051,0.562796208530806,844,-0.025645448789784,0.025645448789784,0.000657689043629435
"bartowski/internlm2-chat-7b-sft-llama",0.463169978531128,-1.14078454376628,100,844,0.55,0.451499276720795,0.490521327014218,844,-0.02735134848309,0.02735134848309,0.00074809626384343
"beberik/Nyxene-11B",0.619723598096152,0.503542285768126,100,844,0.83,0.591460640851011,0.640995260663507,844,-0.021271662567355,0.021271662567355,0.000452483628379413
"BEE-spoke-data/Meta-Llama-3-8Bee",0.467245704609635,-1.08125191352312,100,844,0.55,0.456122815444263,0.507109004739337,844,-0.039863300129702,0.039863300129702,0.0015890826972307
"beowolx/CodeNinja-1.0-OpenChat-7B",0.53432381200287,-0.334844339700739,100,844,0.66,0.517431851250567,0.572274881516588,844,-0.037951069513718,0.037951069513718,0.00144028367723505
"BFauber/lora_llama2-13b_10e5_r32_a16",0.468729354482494,-1.07692525839024,100,844,0.56,0.456461794601109,0.516587677725118,844,-0.0478583232426241,0.0478583232426241,0.00229041910359549
"BioMistral/BioMistral-7B",0.463582301355701,-1.11733601689412,100,844,0.54,0.45331110530136,0.453791469194313,844,0.00979083216138799,0.00979083216138799,9.58603944124693e-05
"BioMistral/BioMistral-7B-TIES",0.474161372185621,-1.01592181573486,100,844,0.57,0.461279836189064,0.471563981042654,844,0.00259739114296698,0.00259739114296698,6.74644074956329e-06
"budecosystem/code-millenials-34b",0.402674832049663,-1.98127993266119,100,844,0.45,0.396313922378919,0.380331753554502,844,0.022343078495161,0.022343078495161,0.000499213156640925
"CallComply/zephyr-7b-beta-128k",0.481732247788114,-0.958955042219579,100,844,0.6,0.465836044533829,0.51303317535545,844,-0.031300927567336,0.031300927567336,0.000979748066575614
"Changgil/K2S3-Llama2-13b-v1.0",0.407689847126499,-1.83197515202488,100,844,0.43,0.404691170665007,0.427725118483412,844,-0.020035271356913,0.020035271356913,0.000401412098345137
"ChaoticNeutrals/Eris_Remix_DPO_7B",0.680049649078327,1.1127805587311,100,844,0.94,0.645110085782404,0.703791469194313,844,-0.023741820115986,0.023741820115986,0.000563674022419839
"ChaoticNeutrals/Prodigy_7B",0.680019592081932,1.11232505138133,100,844,0.94,0.645075988867138,0.693127962085308,844,-0.0131083700033761,0.0131083700033761,0.000171829364145409
"chargoddard/internlm2-7b-llama",0.483307399043876,-0.953449836576134,100,844,0.61,0.466278823646548,0.539099526066351,844,-0.055792127022475,0.055792127022475,0.00311276143769199
