"model","Theta_WLE","SE"
"Mihaiii/Pallas-0.5-LASER-0.3",-0.530282809963946,0.208579369368701
"amazingvince/Not-WizardLM-2-7B",-0.0131434681011595,0.176225404614414
"shanchen/llama3-8B-slerp-med-262k",-1.70826958655391,0.206522456889599
"nisten/shqiponja-59b-v1",-0.184212921911301,0.167510653352334
"Weyaxi/Helion-4x34B",-0.0381164118412905,0.171980388778609
"Azazelle/Bianca-7b",0.474075601987935,0.158862847080498
"Josephgflowers/Cinder-Phi-2-Test-1",-1.61660534947734,0.268673930176055
"andrijdavid/Meta-Llama-3-13B-Instruct",-1.48574971097455,0.235670294897889
"gmonsoon/MiaAffogato-Indo-Mistral-7b",-0.0096157560250676,0.202447424673206
"mncai/agiin-13.6B-v0.0",0.408186960457346,0.189976590120658
"vikash06/doctorLLM5k",-1.58037567703779,0.266125306868348
"adamo1139/Yi-34B-200K-AEZAKMI-RAW-1701",-0.347071141811614,0.196079327024112
"YKM11/Mistral-7B-adaptv0.9",1.50029390268165,0.163681267992266
"l3utterfly/mistral-7b-v0.1-layla-v2",-0.823685234383312,0.190856158240962
"lcw99/llama-3-8b-it-kor-extented-chang",-0.971506107528642,0.214409593971451
"Cartinoe5930/SOLAR-DUS-implement",-0.687652010450567,0.187436754813071
"Mihaiii/Pallas-0.5-LASER-0.6",-0.593373174635041,0.219643097457602
"Gille/StrangeMerges_27-7B-dare_ties",1.50650208123663,0.165340240145898
"giraffe176/Open_Neural_Monarch_Maidv0.2",-0.0422919239010786,0.162252017124673
"Sao10K/Ana-v1-m7",0.808641612713971,0.14237276343665
"mncai/agiin-13.6B-v0.1",0.532590073700797,0.170240297464394
"macadeliccc/laser-dolphin-mixtral-4x7b-dpo",0.0849440991785819,0.166240441857354
"DenisTheDev/Blitz-AI-MOE-v0.7",0.276172391258429,0.147257358767703
"jan-ai/Pandora-10.7B-v1",0.878932618154401,0.16137653037218
"moondriller/llama2-13B-eugeneparkthebest",-1.51618694119857,0.244596757978386
"shadowml/DareBeagle-7B",1.09897607871197,0.14988451888118
"silvercoder67/Mistral-7b-instruct-v0.2-summ-sft-dpo-e2",1.41800392377523,0.144184612938181
"ShenaoZhang/0.001_idpo_noreplacerej_iter_2",0.0592512585893985,0.17670476210531
"macadeliccc/WestLake-7B-v2-laser-truthy-dpo",1.46402141004961,0.154167375090619
"PulsarAI/MetaMath-OpenHermes-2.5-neural-chat-v3-3-Slerp",0.24920812679174,0.162823307343352
"zhengr/MixTAO-7Bx2-MoE-Instruct-v4.0",1.04024071684211,0.184147854685667
"icefog72/IceCoffeeTest3",0.773480551171818,0.162750452569796
"perlthoughts/Falkor-8x7B-MoE",0.190818425966636,0.151336041297166
"pansophic/m16",-1.09611615596501,0.254197886253037
"PetroGPT/Severus-7B-DPO",0.727581263248155,0.145285501214267
"cloudyu/Yi-34Bx3-MoE-90B",0.0207303117914922,0.167559298450243
"MaziyarPanahi/Calme-4x7B-MoE-v0.1",1.5855067914836,0.194217244456858
"DeepKarkhanis/NeuralPipe-7B-slerp",0.443368350242787,0.129477306219811
"haoranxu/ALMA-13B",-1.19998390918592,0.255665705378973
"andysalerno/rainbowfish-v6",-0.250843656385132,0.18396429312341
"johnsnowlabs/JSL-MedLlama-3-8B-v2.0",-0.83431122372458,0.206671007155803
"meta-llama/Meta-Llama-3-70B-Instruct",-0.198694880138318,0.231449804626048
"paloalma/ECE-TW3-JRGL-V1",-0.181286931482475,0.237910265463911
"FelixChao/Voldemort-10B",-0.213727292931097,0.194306101822701
"cookinai/Llama-3-SOLAR-v0.2",-1.16443238623397,0.224063007673742
"leveldevai/MBA-7B",0.884286112501649,0.143041426342573
"aloobun/bun_mistral_7b_v2",-0.238380781855891,0.161556449707997
"silvercoder67/Mistral-7b-instruct-v0.2-summ-sft-dpo-e1",1.359785984109,0.141331875551464
"nbeerbower/flammen11X-mistral-7B",0.88374895001239,0.143062559196073
"NovoCode/Metabird-7b-DPO",0.368426883237425,0.159887471929239
"FelixChao/NarutoDolphin-10B",-0.0743514001748842,0.179847224249014
"yihan6324/llama2-7b-instructmining-orca-40k",-1.66467459831516,0.2272196868898
"AwanLLM/Awanllm-Llama-3-8B-Dolfin-v0.3",-1.10068927646551,0.221929153219051
"cookinai/LlamaReflect-8B-CoT-safetensors",-1.14314611604632,0.220777663495686
"ajibawa-2023/SlimOrca-Llama-3-8B",-1.49528958205433,0.196952045424472
"splm/zephyr-7b-sft-full-spin-peft-iter2",-0.567661010259483,0.198558158039499
"Kquant03/Buttercup-V2-bf16",1.27036277183632,0.152575626655807
"migtissera/SynthIA-70B-v1.5",-0.583738381969904,0.275538042515982
"Joseph717171/BigOrca-2-XB",-1.34210921033173,0.273940768822678
"lemon-mint/gemma-7b-openhermes-v0.80",-1.14103751778901,0.225275781347764
"Isaak-Carter/J.O.S.I.E.3-Beta10-7B-slerp",-0.239224349544981,0.191090327122173
