dataset,seed,mse,aug_mse,delta_mse,p_wilcoxon,should_proceed,features_perturbed
WineQuality_sample_500,985772,0.02283684420301766,0.022375865448491086,-2.0185746788326395,0.080078125,False,"[10, 7, 1, 4]"
WineQuality_sample_500,305711,0.017988148150585664,0.018558839868473443,3.172598497134336,0.2783203125,False,"[10, 7, 1]"
WineQuality_sample_500,435829,0.022150891703700833,0.02194440272172247,-0.9321926391968322,0.0966796875,False,"[10, 7, 1, 4, 0]"
WineQuality_sample_500,117952,0.019067480302819066,0.019626998544546102,2.9344110120534026,0.013671875,True,"[10, 7, 1, 4, 0]"
WineQuality_sample_500,963395,0.02171271811799218,0.021061551700598407,-2.999009215958949,0.4228515625,False,"[10, 7, 1, 4]"
WineQuality_sample_500,152315,0.027086865845815877,0.026163148301541633,-3.410204597062793,0.0966796875,False,"[10, 7, 1]"
WineQuality_sample_500,882371,0.027171738400788042,0.02690081847959133,-0.9970651019842616,0.34765625,False,"[10, 7, 1, 4]"
WineQuality_sample_500,359783,0.016934776801287008,0.016165524526422587,-4.542441178238377,0.24609375,False,[10]
WineQuality_sample_500,304137,0.01918017501565129,0.018820507441232714,-1.8752048619216586,0.0654296875,False,"[10, 7, 1]"
WineQuality_sample_500,122579,0.017605383449405904,0.01733199364990918,-1.552876143154668,0.0244140625,True,"[10, 7, 1, 4]"
WineQuality_sample_500,610581,0.02083060923510907,0.019554173000794844,-6.1276951619967495,0.0185546875,True,"[10, 7, 1]"
WineQuality_sample_500,448242,0.021701237078762967,0.021755094951155497,0.2481788120974747,0.0009765625,True,"[10, 7, 1, 4]"
WineQuality_sample_500,374564,0.015260527651354385,0.015578015500314221,2.080451319988658,0.24609375,False,"[10, 7, 1, 4, 0]"
WineQuality_sample_500,735831,0.01825794282140653,0.0163155990108233,-10.638349728568143,0.013671875,True,"[10, 7, 1, 4, 0]"
WineQuality_sample_500,736326,0.015462776169103767,0.01582561511847911,2.346531731477384,0.3125,False,[10]
