dataset,metric,mean,std
HousePrice,mse,0.0006739789119480583,8.816507543997266e-05
HousePrice,aug_mse,0.00043898243982874843,5.442597104213461e-05
HousePrice,delta_mse,-34.67439116288121,4.11383822242343
HousePrice,p_wilcoxon,0.0009765625,0.0
HousePrice,should_proceed,1.0,0.0
