dataset,metric,mean,std
623_fri_c4_1000_10,mse,0.00403551505201902,0.0
623_fri_c4_1000_10,aug_mse,0.0023674336695062143,0.0
623_fri_c4_1000_10,delta_mse,-41.335030622131946,0.0
623_fri_c4_1000_10,p_wilcoxon,0.0009765625,0.0
623_fri_c4_1000_10,should_proceed,1.0,0.0
