dataset,seed,mse,aug_mse,delta_mse,p_wilcoxon,should_proceed,features_perturbed
HousePrice_sample_200,985772,9.420016530743152e-05,9.421407055769509e-05,0.014761386265290638,0.34765625,False,"[0, 3, 4]"
HousePrice_sample_200,305711,0.00010354930751392533,0.00010354270278910383,-0.006378337991890939,0.24609375,False,"[0, 4]"
HousePrice_sample_200,435829,0.00012018466949298588,0.00011872813171670097,-1.2119164469391124,0.384765625,False,"[0, 4, 3]"
HousePrice_sample_200,117952,7.125706280784539e-05,7.502262363685432e-05,5.284473820038425,0.24609375,False,"[0, 4]"
HousePrice_sample_200,963395,0.0001028479295171907,0.00010258390139218899,-0.2567170056229298,0.1162109375,False,"[0, 4, 3, 5, 1]"
HousePrice_sample_200,152315,9.464030579566828e-05,9.78107088579359e-05,3.349950146095935,0.34765625,False,"[0, 4, 3, 1, 6]"
HousePrice_sample_200,882371,0.00014780697936105777,0.00014422277338672654,-2.4249233627702087,0.34765625,False,"[0, 4, 6, 3]"
HousePrice_sample_200,359783,0.00011428438064439272,0.00011598662076960893,1.4894774908155661,0.3125,False,"[0, 3, 4, 1, 2]"
HousePrice_sample_200,304137,0.00012199704123701007,0.00012096128602808964,-0.8490002695296638,0.34765625,False,"[0, 4]"
HousePrice_sample_200,122579,6.448756770627342e-05,6.382543674432593e-05,-1.02675753714786,0.384765625,False,"[0, 4, 3]"
HousePrice_sample_200,610581,9.40835977958562e-05,9.617945631352172e-05,2.2276555815957786,0.5771484375,False,"[0, 4]"
HousePrice_sample_200,448242,8.933416575436158e-05,8.941147389822733e-05,0.08653816063869726,0.34765625,False,"[0, 4, 3]"
HousePrice_sample_200,374564,6.670306568181439e-05,6.884608083794987e-05,3.2127686100037023,0.4609375,False,"[0, 4, 3, 2, 1]"
HousePrice_sample_200,735831,0.00013453265043852366,0.00013697863451649336,1.8181341629684336,0.1875,False,"[0, 4, 3, 1, 6]"
HousePrice_sample_200,736326,0.00012417448184523738,0.00012392418218428925,-0.20157093247233387,0.5,False,"[0, 4, 3]"
