n_agents,mse,relative_mse
9,0.006436096504330635,372.5199966471235
16,0.0017277183942496777,100.0
25,0.0008924418361857533,51.654357513125134
36,0.0006195963360369205,35.86211376223739
49,0.0005564726889133453,32.20852951299469
64,0.0005191818345338106,30.0501422142515
81,0.0005207235808484256,30.139378186950893
100,0.0005266128573566675,30.480248350042466
