epoch,train_loss,test_loss,train_acc,test_acc,test_balanced_acc,test_worst_acc,kappa,seed
1,2.340417172239757,3.486194580078125,0.3063363506431634,0.2032,0.2032,0.0,,123
2,1.2181404190099825,2.326512731933594,0.5803557249483882,0.2814,0.2814,0.0,,123
3,1.2262403649603808,2.2943255859375,0.5772590122280451,0.3047,0.30469999999999997,0.0,,123
4,1.3749761334559039,2.278154833984375,0.5501032237573448,0.3267,0.32670000000000005,0.0,,123
5,1.0577035425048944,2.403111145019531,0.642845799587105,0.317,0.317,0.0,47.77491098496804,123
6,1.0820459284365167,2.0340373779296876,0.6265682070827379,0.3715,0.37150000000000005,0.0,22.792346469361224,123
7,0.9197553489555418,1.8649132293701172,0.6807209782436081,0.3869,0.3869,0.0,15.654184160689676,123
8,0.9868622129069864,2.2383280151367186,0.659838018103859,0.3662,0.36619999999999997,0.0,91.52378546768061,123
9,0.9252647471386269,1.6210023864746095,0.6897729077338415,0.4573,0.45729999999999993,0.002,22.98293033424884,123
10,1.0288136951579203,1.7002095886230468,0.6453072891853263,0.4394,0.4394,0.097,17.054516770756184,123
11,1.0385223214202635,2.097214080810547,0.6520565348578689,0.3856,0.3856,0.038,52.71553163935347,123
12,0.7922147987417821,1.685643017578125,0.7240749563284103,0.4736,0.4735999999999999,0.135,13.7979222062093,123
13,0.952217758127824,1.622104150390625,0.6785771002064476,0.481,0.481,0.175,8.621638573947425,123
14,0.8896539538781644,1.7103822998046876,0.6950134984913451,0.475,0.475,0.102,38.03412250822742,123
15,0.8389022821696274,2.1895456481933593,0.7195489915832937,0.4141,0.4141,0.014,8191.651172917424,123
16,0.7710314128670368,1.506815023803711,0.7345561378434176,0.5246,0.5246,0.157,15.506507010293529,123
17,0.7459486006781736,1.7549501892089843,0.7473400031761156,0.5055,0.5055000000000001,0.065,30.42649308319412,123
18,0.889504968353315,2.314252990722656,0.7252659996823885,0.4259,0.42589999999999995,0.052,1797.2755366049914,123
19,0.9233297414962917,1.3422775421142579,0.6970779736382404,0.5807,0.5807,0.187,159.87639482712635,123
20,0.6704579493119941,1.590424639892578,0.7688581864379863,0.5559,0.5559000000000001,0.105,9.295329354946897,123
21,0.6275648162803026,1.4795965545654297,0.7891059234556138,0.5725,0.5725,0.239,75058.90348223502,123
22,0.6848871280451474,1.1748465728759765,0.7576623789105923,0.6406,0.6406000000000001,0.227,6.002812663683937,123
23,0.6344606670024037,1.5070959411621094,0.7955375575670954,0.5923,0.5923,0.24,111.47768618834631,123
24,0.600784497429913,1.855738671875,0.7965697951405432,0.5354,0.5354,0.027,14.996332570428434,123
25,0.5616989038814831,1.6923684844970703,0.809671272034302,0.5558,0.5558,0.108,8455.48962640657,123
26,0.7117280662485734,1.3781945373535156,0.7655232650468478,0.6072,0.6072,0.316,11.544840225826476,123
27,0.5254912783044358,1.27604599609375,0.816976337938701,0.6375,0.6375,0.312,4.1220008475009475,123
28,0.6101761657850542,1.3049448150634766,0.7979196442750516,0.6451,0.6451,0.322,5.049161666161617,123
29,0.547105095245279,1.7157675018310548,0.814276639669684,0.5893,0.5892999999999999,0.035,60.2355155672844,123
30,0.4512762315352417,1.1811352661132812,0.8429410830554233,0.6697,0.6697,0.372,6.912414185245829,123
31,0.49945727253369115,1.2787254852294923,0.8353978084802287,0.6532,0.6532,0.195,125288.19268727556,123
32,0.46738234682463264,1.4000750732421876,0.8426234714943623,0.6443,0.6443,0.244,24.052170370922045,123
33,0.47470603353431606,1.3707311126708985,0.8365094489439415,0.6766,0.6766,0.219,11.17115539075869,123
34,0.4424640055173765,1.3979213806152344,0.8526282356677783,0.6425,0.6424999999999998,0.284,16.306589218430112,123
